Fecha,Area_Sanitaria,Personas_Infectadas 
2020-09-07,"A.S. OURENSE, VERÍN E O BARCO","11"
2020-09-07,"A.S. PONTEVEDRA E O SALNÉS","18"
2020-09-07,"A.S. SANTIAGO E BARBANZA","21"
2020-09-07,"A.S. VIGO","12"
2020-09-07,"GALICIA","220"
2020-09-08,"A.S. A CORUÑA E CEE","57"
2020-09-08,"A.S. FERROL","13"
2020-09-08,"A.S. LUGO, A MARIÑA E MONFORTE","62"
2020-09-08,"A.S. OURENSE, VERÍN E O BARCO","16"
2020-09-08,"A.S. PONTEVEDRA E O SALNÉS","31"
2020-09-08,"A.S. SANTIAGO E BARBANZA","53"
2020-09-08,"A.S. VIGO","26"
2020-09-08,"GALICIA","258"
2020-09-09,"A.S. A CORUÑA E CEE","56"
2020-09-09,"A.S. FERROL","7"
2020-09-09,"A.S. LUGO, A MARIÑA E MONFORTE","37"
2020-09-09,"A.S. OURENSE, VERÍN E O BARCO","45"
2020-09-09,"A.S. PONTEVEDRA E O SALNÉS","20"
2020-09-09,"A.S. SANTIAGO E BARBANZA","73"
2020-09-09,"A.S. VIGO","25"
2020-09-09,"GALICIA","263"
2020-09-10,"A.S. A CORUÑA E CEE","76"
2020-09-10,"A.S. FERROL","18"
2020-09-10,"A.S. LUGO, A MARIÑA E MONFORTE","23"
2020-09-10,"A.S. OURENSE, VERÍN E O BARCO","27"
2020-09-10,"A.S. PONTEVEDRA E O SALNÉS","38"
2020-09-10,"A.S. SANTIAGO E BARBANZA","49"
2020-09-10,"A.S. VIGO","33"
2020-09-10,"GALICIA","264"
2020-09-11,"A.S. A CORUÑA E CEE","50"
2020-09-11,"A.S. FERROL","12"
2020-09-11,"A.S. LUGO, A MARIÑA E MONFORTE","62"
2020-09-11,"A.S. OURENSE, VERÍN E O BARCO","15"
2020-09-11,"A.S. PONTEVEDRA E O SALNÉS","25"
2020-09-11,"A.S. SANTIAGO E BARBANZA","32"
2020-09-11,"A.S. VIGO","18"
2020-09-11,"GALICIA","214"
2020-09-12,"A.S. A CORUÑA E CEE","51"
2020-09-12,"A.S. FERROL","9"
2020-09-12,"A.S. LUGO, A MARIÑA E MONFORTE","55"
2020-09-12,"A.S. OURENSE, VERÍN E O BARCO","9"
2020-09-12,"A.S. PONTEVEDRA E O SALNÉS","40"
2020-09-12,"A.S. SANTIAGO E BARBANZA","21"
2020-09-12,"A.S. VIGO","14"
2020-09-12,"GALICIA","199"
2020-09-13,"A.S. A CORUÑA E CEE","55"
2020-09-13,"A.S. FERROL","7"
2020-09-13,"A.S. LUGO, A MARIÑA E MONFORTE","20"
2020-09-13,"A.S. OURENSE, VERÍN E O BARCO","47"
2020-09-13,"A.S. PONTEVEDRA E O SALNÉS","57"
2020-09-13,"A.S. SANTIAGO E BARBANZA","71"
2020-09-13,"A.S. VIGO","17"
2020-09-13,"GALICIA","274"
2020-09-14,"A.S. A CORUÑA E CEE","32"
2020-09-14,"A.S. FERROL","7"
2020-09-14,"A.S. LUGO, A MARIÑA E MONFORTE","27"
2020-09-14,"A.S. OURENSE, VERÍN E O BARCO","27"
2020-09-14,"A.S. PONTEVEDRA E O SALNÉS","31"
2020-09-14,"A.S. SANTIAGO E BARBANZA","49"
2020-09-14,"A.S. VIGO","33"
2020-09-14,"GALICIA","206"
2020-09-15,"A.S. A CORUÑA E CEE","37"
2020-09-15,"A.S. FERROL","17"
2020-09-15,"A.S. LUGO, A MARIÑA E MONFORTE","25"
2020-09-15,"A.S. OURENSE, VERÍN E O BARCO","24"
2020-09-15,"A.S. PONTEVEDRA E O SALNÉS","21"
2020-09-15,"A.S. SANTIAGO E BARBANZA","21"
2020-09-15,"A.S. VIGO","19"
2020-09-15,"GALICIA","164"
2020-09-16,"A.S. A CORUÑA E CEE","60"
2020-09-16,"A.S. FERROL","7"
2020-09-16,"A.S. LUGO, A MARIÑA E MONFORTE","25"
2020-09-16,"A.S. OURENSE, VERÍN E O BARCO","37"
2020-09-16,"A.S. PONTEVEDRA E O SALNÉS","29"
2020-09-16,"A.S. SANTIAGO E BARBANZA","30"
2020-09-16,"A.S. VIGO","47"
2020-09-16,"GALICIA","235"
2020-09-17,"A.S. A CORUÑA E CEE","88"
2020-09-17,"A.S. FERROL","12"
2020-09-17,"A.S. LUGO, A MARIÑA E MONFORTE","29"
2020-09-17,"A.S. OURENSE, VERÍN E O BARCO","39"
2020-09-17,"A.S. PONTEVEDRA E O SALNÉS","49"
2020-09-17,"A.S. SANTIAGO E BARBANZA","28"
2020-09-17,"A.S. VIGO","42"
2020-09-17,"GALICIA","287"
2020-09-18,"A.S. A CORUÑA E CEE","53"
2020-09-18,"A.S. FERROL","7"
2020-09-18,"A.S. LUGO, A MARIÑA E MONFORTE","27"
2020-09-18,"A.S. OURENSE, VERÍN E O BARCO","45"
2020-09-18,"A.S. PONTEVEDRA E O SALNÉS","32"
2020-09-18,"A.S. SANTIAGO E BARBANZA","39"
2020-09-18,"A.S. VIGO","40"
2020-09-18,"GALICIA","243"
2020-09-19,"A.S. A CORUÑA E CEE","71"
2020-09-19,"A.S. FERROL","12"
2020-09-19,"A.S. LUGO, A MARIÑA E MONFORTE","14"
2020-09-19,"A.S. OURENSE, VERÍN E O BARCO","29"
2020-09-19,"A.S. PONTEVEDRA E O SALNÉS","21"
2020-09-19,"A.S. SANTIAGO E BARBANZA","53"
2020-09-19,"A.S. VIGO","42"
2020-09-19,"GALICIA","242"
2020-09-20,"A.S. A CORUÑA E CEE","28"
2020-09-20,"A.S. FERROL","4"
2020-09-20,"A.S. LUGO, A MARIÑA E MONFORTE","14"
2020-09-20,"A.S. OURENSE, VERÍN E O BARCO","43"
2020-09-20,"A.S. PONTEVEDRA E O SALNÉS","36"
2020-09-20,"A.S. SANTIAGO E BARBANZA","35"
2020-09-20,"A.S. VIGO","17"
2020-09-20,"GALICIA","177"
2020-09-21,"A.S. A CORUÑA E CEE","37"
2020-09-21,"A.S. FERROL","12"
2020-09-21,"A.S. LUGO, A MARIÑA E MONFORTE","17"
2020-09-21,"A.S. OURENSE, VERÍN E O BARCO","35"
2020-09-21,"A.S. PONTEVEDRA E O SALNÉS","52"
2020-09-21,"A.S. SANTIAGO E BARBANZA","30"
2020-09-21,"A.S. VIGO","45"
2020-09-21,"GALICIA","228"
2020-09-22,"A.S. A CORUÑA E CEE","58"
2020-09-22,"A.S. FERROL","14"
2020-09-22,"A.S. LUGO, A MARIÑA E MONFORTE","33"
2020-09-22,"A.S. OURENSE, VERÍN E O BARCO","93"
2020-09-22,"A.S. PONTEVEDRA E O SALNÉS","35"
2020-09-22,"A.S. SANTIAGO E BARBANZA","27"
2020-09-22,"A.S. VIGO","34"
2020-09-22,"GALICIA","294"
2020-09-23,"A.S. A CORUÑA E CEE","44"
2020-09-23,"A.S. FERROL","5"
2020-09-23,"A.S. LUGO, A MARIÑA E MONFORTE","20"
2020-09-23,"A.S. OURENSE, VERÍN E O BARCO","38"
2020-09-23,"A.S. PONTEVEDRA E O SALNÉS","36"
2020-09-23,"A.S. SANTIAGO E BARBANZA","37"
2020-09-23,"A.S. VIGO","21"
2020-09-23,"GALICIA","201"
2020-09-24,"A.S. A CORUÑA E CEE","50"
2020-09-24,"A.S. FERROL","3"
2020-09-24,"A.S. LUGO, A MARIÑA E MONFORTE","31"
2020-09-24,"A.S. OURENSE, VERÍN E O BARCO","59"
2020-09-24,"A.S. PONTEVEDRA E O SALNÉS","45"
2020-09-24,"A.S. SANTIAGO E BARBANZA","30"
2020-09-24,"A.S. VIGO","32"
2020-09-24,"GALICIA","250"
2020-09-25,"A.S. A CORUÑA E CEE","38"
2020-09-25,"A.S. FERROL","6"
2020-09-25,"A.S. LUGO, A MARIÑA E MONFORTE","19"
2020-09-25,"A.S. OURENSE, VERÍN E O BARCO","60"
2020-09-25,"A.S. PONTEVEDRA E O SALNÉS","38"
2020-09-25,"A.S. SANTIAGO E BARBANZA","23"
2020-09-25,"A.S. VIGO","31"
2020-09-25,"GALICIA","215"
2020-09-26,"A.S. A CORUÑA E CEE","39"
2020-09-26,"A.S. FERROL","6"
2020-09-26,"A.S. LUGO, A MARIÑA E MONFORTE","25"
2020-09-26,"A.S. OURENSE, VERÍN E O BARCO","45"
2020-09-26,"A.S. PONTEVEDRA E O SALNÉS","24"
2020-09-26,"A.S. SANTIAGO E BARBANZA","52"
2020-09-26,"A.S. VIGO","23"
2020-09-26,"GALICIA","214"
2020-09-27,"A.S. A CORUÑA E CEE","39"
2020-09-27,"A.S. FERROL","9"
2020-09-27,"A.S. LUGO, A MARIÑA E MONFORTE","13"
2020-09-27,"A.S. OURENSE, VERÍN E O BARCO","41"
2020-09-27,"A.S. PONTEVEDRA E O SALNÉS","26"
2020-09-27,"A.S. SANTIAGO E BARBANZA","29"
2020-09-27,"A.S. VIGO","11"
2020-09-27,"GALICIA","168"
2020-09-28,"A.S. A CORUÑA E CEE","20"
2020-09-28,"A.S. FERROL","1"
2020-09-28,"A.S. LUGO, A MARIÑA E MONFORTE","11"
2020-09-28,"A.S. OURENSE, VERÍN E O BARCO","51"
2020-09-28,"A.S. PONTEVEDRA E O SALNÉS","9"
2020-09-28,"A.S. SANTIAGO E BARBANZA","32"
2020-09-28,"A.S. VIGO","9"
2020-09-28,"GALICIA","133"
2020-09-29,"A.S. A CORUÑA E CEE","33"
2020-09-29,"A.S. FERROL","4"
2020-09-29,"A.S. LUGO, A MARIÑA E MONFORTE","22"
2020-09-29,"A.S. OURENSE, VERÍN E O BARCO","41"
2020-09-29,"A.S. PONTEVEDRA E O SALNÉS","15"
2020-09-29,"A.S. SANTIAGO E BARBANZA","22"
2020-09-29,"A.S. VIGO","24"
2020-09-29,"GALICIA","161"
2020-09-30,"A.S. A CORUÑA E CEE","34"
2020-09-30,"A.S. FERROL","1"
2020-09-30,"A.S. LUGO, A MARIÑA E MONFORTE","19"
2020-09-30,"A.S. OURENSE, VERÍN E O BARCO","57"
2020-09-30,"A.S. PONTEVEDRA E O SALNÉS","15"
2020-09-30,"A.S. SANTIAGO E BARBANZA","31"
2020-09-30,"A.S. VIGO","24"
2020-09-30,"GALICIA","181"
2020-10-01,"A.S. A CORUÑA E CEE","26"
2020-10-01,"A.S. FERROL","3"
2020-10-01,"A.S. LUGO, A MARIÑA E MONFORTE","25"
2020-10-01,"A.S. OURENSE, VERÍN E O BARCO","84"
2020-10-01,"A.S. PONTEVEDRA E O SALNÉS","23"
2020-10-01,"A.S. SANTIAGO E BARBANZA","33"
2020-10-01,"A.S. VIGO","17"
2020-10-01,"GALICIA","211"
2020-10-02,"A.S. A CORUÑA E CEE","39"
2020-10-02,"A.S. FERROL","6"
2020-10-02,"A.S. LUGO, A MARIÑA E MONFORTE","16"
2020-10-02,"A.S. OURENSE, VERÍN E O BARCO","91"
2020-10-02,"A.S. PONTEVEDRA E O SALNÉS","15"
2020-10-02,"A.S. SANTIAGO E BARBANZA","32"
2020-10-02,"A.S. VIGO","22"
2020-10-02,"GALICIA","221"
2020-10-03,"A.S. A CORUÑA E CEE","40"
2020-10-03,"A.S. FERROL","4"
2020-10-03,"A.S. LUGO, A MARIÑA E MONFORTE","13"
2020-10-03,"A.S. OURENSE, VERÍN E O BARCO","111"
2020-10-03,"A.S. PONTEVEDRA E O SALNÉS","19"
2020-10-03,"A.S. SANTIAGO E BARBANZA","31"
2020-10-03,"A.S. VIGO","14"
2020-10-03,"GALICIA","232"
2020-10-04,"A.S. A CORUÑA E CEE","50"
2020-10-04,"A.S. FERROL","8"
2020-10-04,"A.S. LUGO, A MARIÑA E MONFORTE","14"
2020-10-04,"A.S. OURENSE, VERÍN E O BARCO","115"
2020-10-04,"A.S. PONTEVEDRA E O SALNÉS","31"
2020-10-04,"A.S. SANTIAGO E BARBANZA","34"
2020-10-04,"A.S. VIGO","10"
2020-10-04,"GALICIA","262"
2020-10-05,"A.S. A CORUÑA E CEE","15"
2020-10-05,"A.S. FERROL","5"
2020-10-05,"A.S. LUGO, A MARIÑA E MONFORTE","15"
2020-10-05,"A.S. OURENSE, VERÍN E O BARCO","64"
2020-10-05,"A.S. PONTEVEDRA E O SALNÉS","10"
2020-10-05,"A.S. SANTIAGO E BARBANZA","28"
2020-10-05,"A.S. VIGO","20"
2020-10-05,"GALICIA","157"
2020-10-06,"A.S. A CORUÑA E CEE","31"
2020-10-06,"A.S. FERROL","4"
2020-10-06,"A.S. LUGO, A MARIÑA E MONFORTE","13"
2020-10-06,"A.S. OURENSE, VERÍN E O BARCO","78"
2020-10-06,"A.S. PONTEVEDRA E O SALNÉS","23"
2020-10-06,"A.S. SANTIAGO E BARBANZA","36"
2020-10-06,"A.S. VIGO","24"
2020-10-06,"GALICIA","209"
2020-10-07,"A.S. A CORUÑA E CEE","40"
2020-10-07,"A.S. FERROL","9"
2020-10-07,"A.S. LUGO, A MARIÑA E MONFORTE","34"
2020-10-07,"A.S. OURENSE, VERÍN E O BARCO","83"
2020-10-07,"A.S. PONTEVEDRA E O SALNÉS","32"
2020-10-07,"A.S. SANTIAGO E BARBANZA","26"
2020-10-07,"A.S. VIGO","62"
2020-10-07,"GALICIA","286"
2020-10-08,"A.S. A CORUÑA E CEE","22"
2020-10-08,"A.S. FERROL","5"
2020-10-08,"A.S. LUGO, A MARIÑA E MONFORTE","11"
2020-10-08,"A.S. OURENSE, VERÍN E O BARCO","225"
2020-10-08,"A.S. PONTEVEDRA E O SALNÉS","14"
2020-10-08,"A.S. SANTIAGO E BARBANZA","47"
2020-10-08,"A.S. VIGO","29"
2020-10-08,"GALICIA","353"
