Fecha,Area_Sanitaria,Pacientes_Sin_Alta,Pacientes_Con_Alta,Exitus
"2020-07-23","A.S. VIGO","32","2.189","132"
"2020-07-23","GALICIA","193","11.195","619"
"2020-07-24","A.S. A CORUÑA E CEE","56","2.699","166"
"2020-07-24","A.S. FERROL","0","587","33"
"2020-07-24","A.S. LUGO, A MARIÑA E MONFORTE","89","1.163","29"
"2020-07-24","A.S. OURENSE, VERÍN E O BARCO","7","1.885","132"
"2020-07-24","A.S. PONTEVEDRA E O SALNÉS","19","908","16"
"2020-07-24","A.S. SANTIAGO E BARBANZA","12","1.777","111"
"2020-07-24","A.S. VIGO","35","2.189","132"
"2020-07-24","GALICIA","218","11.208","619"
"2020-07-25","A.S. A CORUÑA E CEE","60","2.698","166"
"2020-07-25","A.S. FERROL","0","587","33"
"2020-07-25","A.S. LUGO, A MARIÑA E MONFORTE","89","1.170","29"
"2020-07-25","A.S. OURENSE, VERÍN E O BARCO","7","1.885","132"
"2020-07-25","A.S. PONTEVEDRA E O SALNÉS","18","912","16"
"2020-07-25","A.S. SANTIAGO E BARBANZA","15","1.778","111"
"2020-07-25","A.S. VIGO","44","2.189","132"
"2020-07-25","GALICIA","233","11.219","619"
"2020-07-26","A.S. A CORUÑA E CEE","64","2.700","166"
"2020-07-26","A.S. FERROL","0","588","33"
"2020-07-26","A.S. LUGO, A MARIÑA E MONFORTE","90","1.170","29"
"2020-07-26","A.S. OURENSE, VERÍN E O BARCO","7","1.885","132"
"2020-07-26","A.S. PONTEVEDRA E O SALNÉS","19","913","16"
"2020-07-26","A.S. SANTIAGO E BARBANZA","18","1.779","111"
"2020-07-26","A.S. VIGO","46","2.189","132"
"2020-07-26","GALICIA","244","11.224","619"
"2020-07-27","A.S. A CORUÑA E CEE","65","2.702","166"
"2020-07-27","A.S. FERROL","1","588","33"
"2020-07-27","A.S. LUGO, A MARIÑA E MONFORTE","84","1.177","29"
"2020-07-27","A.S. OURENSE, VERÍN E O BARCO","7","1.885","132"
"2020-07-27","A.S. PONTEVEDRA E O SALNÉS","20","912","16"
"2020-07-27","A.S. SANTIAGO E BARBANZA","19","1.782","111"
"2020-07-27","A.S. VIGO","47","2.190","132"
"2020-07-27","GALICIA","243","11.236","619"
"2020-07-28","A.S. A CORUÑA E CEE","72","2.705","166"
"2020-07-28","A.S. FERROL","1","588","33"
"2020-07-28","A.S. LUGO, A MARIÑA E MONFORTE","79","1.182","29"
"2020-07-28","A.S. OURENSE, VERÍN E O BARCO","7","1.886","132"
"2020-07-28","A.S. PONTEVEDRA E O SALNÉS","22","912","16"
"2020-07-28","A.S. SANTIAGO E BARBANZA","21","1.786","111"
"2020-07-28","A.S. VIGO","50","2.191","132"
"2020-07-28","GALICIA","252","11.250","619"
"2020-07-29","A.S. A CORUÑA E CEE","83","2.710","166"
"2020-07-29","A.S. FERROL","2","588","33"
"2020-07-29","A.S. LUGO, A MARIÑA E MONFORTE","81","1.181","29"
"2020-07-29","A.S. OURENSE, VERÍN E O BARCO","9","1.886","132"
"2020-07-29","A.S. PONTEVEDRA E O SALNÉS","24","912","16"
"2020-07-29","A.S. SANTIAGO E BARBANZA","25","1.787","111"
"2020-07-29","A.S. VIGO","49","2.192","132"
"2020-07-29","GALICIA","273","11.256","619"
"2020-07-30","A.S. A CORUÑA E CEE","95","2.714","166"
"2020-07-30","A.S. FERROL","2","588","33"
"2020-07-30","A.S. LUGO, A MARIÑA E MONFORTE","79","1.186","29"
"2020-07-30","A.S. OURENSE, VERÍN E O BARCO","14","1.888","132"
"2020-07-30","A.S. PONTEVEDRA E O SALNÉS","25","915","16"
"2020-07-30","A.S. SANTIAGO E BARBANZA","24","1.789","111"
"2020-07-30","A.S. VIGO","51","2.194","132"
"2020-07-30","GALICIA","290","11.274","619"
"2020-07-31","A.S. A CORUÑA E CEE","116","2.722","166"
"2020-07-31","A.S. FERROL","2","588","33"
"2020-07-31","A.S. LUGO, A MARIÑA E MONFORTE","74","1.191","29"
"2020-07-31","A.S. OURENSE, VERÍN E O BARCO","16","1.888","132"
"2020-07-31","A.S. PONTEVEDRA E O SALNÉS","27","918","16"
"2020-07-31","A.S. SANTIAGO E BARBANZA","24","1.791","111"
"2020-07-31","A.S. VIGO","61","2.193","132"
"2020-07-31","GALICIA","320","11.291","619"
"2020-08-01","A.S. A CORUÑA E CEE","129","2.723","166"
"2020-08-01","A.S. FERROL","3","588","33"
"2020-08-01","A.S. LUGO, A MARIÑA E MONFORTE","72","1.198","29"
"2020-08-01","A.S. OURENSE, VERÍN E O BARCO","21","1.888","132"
"2020-08-01","A.S. PONTEVEDRA E O SALNÉS","25","920","16"
"2020-08-01","A.S. SANTIAGO E BARBANZA","24","1.792","111"
"2020-08-01","A.S. VIGO","63","2.193","132"
"2020-08-01","GALICIA","337","11.302","619"
"2020-08-02","A.S. A CORUÑA E CEE","143","2.724","166"
"2020-08-02","A.S. FERROL","3","588","33"
"2020-08-02","A.S. LUGO, A MARIÑA E MONFORTE","71","1.199","29"
"2020-08-02","A.S. OURENSE, VERÍN E O BARCO","27","1.888","132"
"2020-08-02","A.S. PONTEVEDRA E O SALNÉS","29","920","16"
"2020-08-02","A.S. SANTIAGO E BARBANZA","24","1.793","111"
"2020-08-02","A.S. VIGO","68","2.192","132"
"2020-08-02","GALICIA","365","11.304","619"
"2020-08-03","A.S. A CORUÑA E CEE","154","2.725","166"
"2020-08-03","A.S. FERROL","4","588","33"
"2020-08-03","A.S. LUGO, A MARIÑA E MONFORTE","72","1.202","29"
"2020-08-03","A.S. OURENSE, VERÍN E O BARCO","28","1.889","132"
"2020-08-03","A.S. PONTEVEDRA E O SALNÉS","31","920","16"
"2020-08-03","A.S. SANTIAGO E BARBANZA","26","1.798","111"
"2020-08-03","A.S. VIGO","72","2.194","132"
"2020-08-03","GALICIA","387","11.316","619"
"2020-08-04","A.S. A CORUÑA E CEE","171","2.728","166"
"2020-08-04","A.S. FERROL","5","588","33"
"2020-08-04","A.S. LUGO, A MARIÑA E MONFORTE","72","1.207","29"
"2020-08-04","A.S. OURENSE, VERÍN E O BARCO","29","1.890","132"
"2020-08-04","A.S. PONTEVEDRA E O SALNÉS","35","921","16"
"2020-08-04","A.S. SANTIAGO E BARBANZA","28","1.801","111"
"2020-08-04","A.S. VIGO","76","2.196","132"
"2020-08-04","GALICIA","416","11.331","619"
"2020-08-05","A.S. A CORUÑA E CEE","165","2.750","166"
"2020-08-05","A.S. FERROL","5","588","33"
"2020-08-05","A.S. LUGO, A MARIÑA E MONFORTE","76","1.209","29"
"2020-08-05","A.S. OURENSE, VERÍN E O BARCO","33","1.890","132"
"2020-08-05","A.S. PONTEVEDRA E O SALNÉS","42","925","16"
"2020-08-05","A.S. SANTIAGO E BARBANZA","33","1.803","111"
"2020-08-05","A.S. VIGO","80","2.201","132"
"2020-08-05","GALICIA","434","11.366","619"
"2020-08-06","A.S. A CORUÑA E CEE","222","2.751","166"
"2020-08-06","A.S. FERROL","6","589","33"
"2020-08-06","A.S. LUGO, A MARIÑA E MONFORTE","76","1.215","29"
"2020-08-06","A.S. OURENSE, VERÍN E O BARCO","36","1.890","132"
"2020-08-06","A.S. PONTEVEDRA E O SALNÉS","43","925","16"
"2020-08-06","A.S. SANTIAGO E BARBANZA","35","1.804","111"
"2020-08-06","A.S. VIGO","83","2.206","132"
"2020-08-06","GALICIA","501","11.380","619"
"2020-08-07","A.S. A CORUÑA E CEE","284","2.754","166"
"2020-08-07","A.S. FERROL","6","589","33"
"2020-08-07","A.S. LUGO, A MARIÑA E MONFORTE","82","1.225","29"
"2020-08-07","A.S. OURENSE, VERÍN E O BARCO","41","1.890","133"
"2020-08-07","A.S. PONTEVEDRA E O SALNÉS","44","925","16"
"2020-08-07","A.S. SANTIAGO E BARBANZA","41","1.806","111"
"2020-08-07","A.S. VIGO","86","2.211","132"
"2020-08-07","GALICIA","584","11.400","620"
"2020-08-08","A.S. A CORUÑA E CEE","335","2.758","166"
"2020-08-08","A.S. FERROL","7","589","33"
"2020-08-08","A.S. LUGO, A MARIÑA E MONFORTE","80","1.238","29"
"2020-08-08","A.S. OURENSE, VERÍN E O BARCO","43","1.892","133"
"2020-08-08","A.S. PONTEVEDRA E O SALNÉS","44","926","16"
"2020-08-08","A.S. SANTIAGO E BARBANZA","41","1.808","111"
"2020-08-08","A.S. VIGO","88","2.215","132"
"2020-08-08","GALICIA","638","11.426","620"
"2020-08-09","A.S. A CORUÑA E CEE","385","2.761","167"
"2020-08-09","A.S. FERROL","9","589","33"
"2020-08-09","A.S. LUGO, A MARIÑA E MONFORTE","77","1.244","30"
"2020-08-09","A.S. OURENSE, VERÍN E O BARCO","48","1.892","133"
"2020-08-09","A.S. PONTEVEDRA E O SALNÉS","44","927","16"
"2020-08-09","A.S. SANTIAGO E BARBANZA","42","1.811","111"
"2020-08-09","A.S. VIGO","90","2.218","132"
"2020-08-09","GALICIA","695","11.442","622"
"2020-08-10","A.S. A CORUÑA E CEE","424","2.760","167"
"2020-08-10","A.S. FERROL","17","589","33"
"2020-08-10","A.S. LUGO, A MARIÑA E MONFORTE","85","1.245","30"
"2020-08-10","A.S. OURENSE, VERÍN E O BARCO","51","1.892","133"
"2020-08-10","A.S. PONTEVEDRA E O SALNÉS","46","929","16"
"2020-08-10","A.S. SANTIAGO E BARBANZA","40","1.815","111"
"2020-08-10","A.S. VIGO","111","2.220","132"
"2020-08-10","GALICIA","774","11.450","622"
"2020-08-11","A.S. A CORUÑA E CEE","489","2.766","167"
"2020-08-11","A.S. FERROL","26","591","33"
"2020-08-11","A.S. LUGO, A MARIÑA E MONFORTE","92","1.252","30"
"2020-08-11","A.S. OURENSE, VERÍN E O BARCO","61","1.892","133"
"2020-08-11","A.S. PONTEVEDRA E O SALNÉS","50","930","16"
"2020-08-11","A.S. SANTIAGO E BARBANZA","43","1.823","111"
"2020-08-11","A.S. VIGO","119","2.221","132"
"2020-08-11","GALICIA","880","11.475","622"
"2020-08-12","A.S. A CORUÑA E CEE","557","2.779","167"
"2020-08-12","A.S. FERROL","30","591","33"
"2020-08-12","A.S. LUGO, A MARIÑA E MONFORTE","97","1.256","30"
"2020-08-12","A.S. OURENSE, VERÍN E O BARCO","69","1.893","133"
"2020-08-12","A.S. PONTEVEDRA E O SALNÉS","51","932","16"
"2020-08-12","A.S. SANTIAGO E BARBANZA","41","1.828","111"
"2020-08-12","A.S. VIGO","127","2.227","132"
"2020-08-12","GALICIA","972","11.506","622"
"2020-08-13","A.S. A CORUÑA E CEE","643","2.792","167"
"2020-08-13","A.S. FERROL","36","592","33"
"2020-08-13","A.S. LUGO, A MARIÑA E MONFORTE","108","1.257","30"
"2020-08-13","A.S. OURENSE, VERÍN E O BARCO","76","1.894","134"
"2020-08-13","A.S. PONTEVEDRA E O SALNÉS","52","934","16"
"2020-08-13","A.S. SANTIAGO E BARBANZA","43","1.831","111"
"2020-08-13","A.S. VIGO","137","2.228","132"
"2020-08-13","GALICIA","1.095","11.528","623"
"2020-08-14","A.S. A CORUÑA E CEE","725","2.804","167"
"2020-08-14","A.S. FERROL","45","592","33"
"2020-08-14","A.S. LUGO, A MARIÑA E MONFORTE","111","1.259","30"
"2020-08-14","A.S. OURENSE, VERÍN E O BARCO","85","1.897","134"
"2020-08-14","A.S. PONTEVEDRA E O SALNÉS","58","936","16"
"2020-08-14","A.S. SANTIAGO E BARBANZA","51","1.836","111"
"2020-08-14","A.S. VIGO","139","2.235","132"
"2020-08-14","GALICIA","1.214","11.559","623"
"2020-08-15","A.S. A CORUÑA E CEE","805","2.821","168"
"2020-08-15","A.S. FERROL","47","592","33"
"2020-08-15","A.S. LUGO, A MARIÑA E MONFORTE","116","1.261","30"
"2020-08-15","A.S. OURENSE, VERÍN E O BARCO","104","1.899","134"
"2020-08-15","A.S. PONTEVEDRA E O SALNÉS","67","936","17"
"2020-08-15","A.S. SANTIAGO E BARBANZA","56","1.836","111"
"2020-08-15","A.S. VIGO","142","2.240","132"
"2020-08-15","GALICIA","1.337","11.585","625"
"2020-08-16","A.S. A CORUÑA E CEE","870","2.831","168"
"2020-08-16","A.S. FERROL","50","593","33"
"2020-08-16","A.S. LUGO, A MARIÑA E MONFORTE","120","1.266","30"
"2020-08-16","A.S. OURENSE, VERÍN E O BARCO","126","1.900","134"
"2020-08-16","A.S. PONTEVEDRA E O SALNÉS","71","936","17"
"2020-08-16","A.S. SANTIAGO E BARBANZA","64","1.837","111"
"2020-08-16","A.S. VIGO","143","2.242","132"
"2020-08-16","GALICIA","1.444","11.605","625"
"2020-08-17","A.S. A CORUÑA E CEE","927","2.839","168"
"2020-08-17","A.S. FERROL","60","592","33"
"2020-08-17","A.S. LUGO, A MARIÑA E MONFORTE","127","1.270","30"
"2020-08-17","A.S. OURENSE, VERÍN E O BARCO","136","1.904","134"
"2020-08-17","A.S. PONTEVEDRA E O SALNÉS","73","938","17"
"2020-08-17","A.S. SANTIAGO E BARBANZA","71","1.839","111"
"2020-08-17","A.S. VIGO","142","2.247","132"
"2020-08-17","GALICIA","1.536","11.629","625"
"2020-08-18","A.S. A CORUÑA E CEE","983","2.850","168"
"2020-08-18","A.S. FERROL","70","593","33"
"2020-08-18","A.S. LUGO, A MARIÑA E MONFORTE","151","1.272","30"
"2020-08-18","A.S. OURENSE, VERÍN E O BARCO","151","1.904","134"
"2020-08-18","A.S. PONTEVEDRA E O SALNÉS","82","943","17"
"2020-08-18","A.S. SANTIAGO E BARBANZA","95","1.844","111"
"2020-08-18","A.S. VIGO","146","2.252","132"
"2020-08-18","GALICIA","1.678","11.658","625"
"2020-08-19","A.S. A CORUÑA E CEE","1.054","2.868","169"
"2020-08-19","A.S. FERROL","77","594","33"
"2020-08-19","A.S. LUGO, A MARIÑA E MONFORTE","184","1.276","30"
"2020-08-19","A.S. OURENSE, VERÍN E O BARCO","166","1.904","134"
"2020-08-19","A.S. PONTEVEDRA E O SALNÉS","81","947","17"
"2020-08-19","A.S. SANTIAGO E BARBANZA","117","1.850","111"
"2020-08-19","A.S. VIGO","150","2.258","132"
"2020-08-19","GALICIA","1.829","11.697","626"
"2020-08-20","A.S. A CORUÑA E CEE","1.132","2.880","169"
"2020-08-20","A.S. FERROL","89","595","33"
"2020-08-20","A.S. LUGO, A MARIÑA E MONFORTE","269","1.282","31"
"2020-08-20","A.S. OURENSE, VERÍN E O BARCO","190","1.906","134"
"2020-08-20","A.S. PONTEVEDRA E O SALNÉS","90","950","17"
"2020-08-20","A.S. SANTIAGO E BARBANZA","141","1.854","111"
"2020-08-20","A.S. VIGO","150","2.273","132"
"2020-08-20","GALICIA","2.061","11.740","627"
"2020-08-21","A.S. A CORUÑA E CEE","1.186","2.930","171"
"2020-08-21","A.S. FERROL","95","597","33"
"2020-08-21","A.S. LUGO, A MARIÑA E MONFORTE","300","1.289","32"
"2020-08-21","A.S. OURENSE, VERÍN E O BARCO","200","1.908","134"
"2020-08-21","A.S. PONTEVEDRA E O SALNÉS","103","954","17"
"2020-08-21","A.S. SANTIAGO E BARBANZA","187","1.857","111"
"2020-08-21","A.S. VIGO","153","2.280","132"
"2020-08-21","GALICIA","2.224","11.815","630"
"2020-08-22","A.S. A CORUÑA E CEE","1.220","2.981","172"
"2020-08-22","A.S. FERROL","104","597","33"
"2020-08-22","A.S. LUGO, A MARIÑA E MONFORTE","321","1.298","33"
"2020-08-22","A.S. OURENSE, VERÍN E O BARCO","208","1.912","134"
"2020-08-22","A.S. PONTEVEDRA E O SALNÉS","135","956","17"
"2020-08-22","A.S. SANTIAGO E BARBANZA","217","1.861","111"
"2020-08-22","A.S. VIGO","163","2.285","132"
"2020-08-22","GALICIA","2.368","11.890","632"
"2020-08-23","A.S. A CORUÑA E CEE","1.240","3.024","173"
"2020-08-23","A.S. FERROL","111","597","33"
"2020-08-23","A.S. LUGO, A MARIÑA E MONFORTE","348","1.307","33"
"2020-08-23","A.S. OURENSE, VERÍN E O BARCO","220","1.917","134"
"2020-08-23","A.S. PONTEVEDRA E O SALNÉS","142","959","17"
"2020-08-23","A.S. SANTIAGO E BARBANZA","275","1.863","111"
"2020-08-23","A.S. VIGO","169","2.290","132"
"2020-08-23","GALICIA","2.505","11.957","633"
"2020-08-24","A.S. A CORUÑA E CEE","1.242","3.068","173"
"2020-08-24","A.S. FERROL","115","599","33"
"2020-08-24","A.S. LUGO, A MARIÑA E MONFORTE","366","1.309","33"
"2020-08-24","A.S. OURENSE, VERÍN E O BARCO","236","1.920","134"
"2020-08-24","A.S. PONTEVEDRA E O SALNÉS","156","961","17"
"2020-08-24","A.S. SANTIAGO E BARBANZA","328","1.867","111"
"2020-08-24","A.S. VIGO","176","2.299","132"
"2020-08-24","GALICIA","2.619","12.023","633"
"2020-08-25","A.S. A CORUÑA E CEE","1.292","3.098","173"
"2020-08-25","A.S. FERROL","114","606","33"
"2020-08-25","A.S. LUGO, A MARIÑA E MONFORTE","467","1.315","33"
"2020-08-25","A.S. OURENSE, VERÍN E O BARCO","259","1.925","134"
"2020-08-25","A.S. PONTEVEDRA E O SALNÉS","172","961","17"
"2020-08-25","A.S. SANTIAGO E BARBANZA","388","1.871","111"
"2020-08-25","A.S. VIGO","187","2.311","132"
"2020-08-25","GALICIA","2.879","12.087","633"
"2020-08-26","A.S. A CORUÑA E CEE","1.315","3.146","174"
"2020-08-26","A.S. FERROL","118","617","33"
"2020-08-26","A.S. LUGO, A MARIÑA E MONFORTE","515","1.330","34"
"2020-08-26","A.S. OURENSE, VERÍN E O BARCO","278","1.937","134"
"2020-08-26","A.S. PONTEVEDRA E O SALNÉS","185","964","17"
"2020-08-26","A.S. SANTIAGO E BARBANZA","428","1.877","111"
"2020-08-26","A.S. VIGO","190","2.317","132"
"2020-08-26","GALICIA","3.029","12.188","635"
"2020-08-27","A.S. A CORUÑA E CEE","1.367","3.202","174"
"2020-08-27","A.S. FERROL","123","621","33"
"2020-08-27","A.S. LUGO, A MARIÑA E MONFORTE","565","1.339","34"
"2020-08-27","A.S. OURENSE, VERÍN E O BARCO","298","1.943","134"
"2020-08-27","A.S. PONTEVEDRA E O SALNÉS","195","972","17"
"2020-08-27","A.S. SANTIAGO E BARBANZA","452","1.883","111"
"2020-08-27","A.S. VIGO","202","2.331","132"
"2020-08-27","GALICIA","3.202","12.291","635"
"2020-08-28","A.S. A CORUÑA E CEE","1.395","3.300","175"
"2020-08-28","A.S. FERROL","130","626","33"
"2020-08-28","A.S. LUGO, A MARIÑA E MONFORTE","638","1.351","35"
"2020-08-28","A.S. OURENSE, VERÍN E O BARCO","318","1.955","135"
"2020-08-28","A.S. PONTEVEDRA E O SALNÉS","212","976","17"
"2020-08-28","A.S. SANTIAGO E BARBANZA","486","1.891","111"
"2020-08-28","A.S. VIGO","219","2.339","132"
"2020-08-28","GALICIA","3.398","12.438","638"
"2020-08-29","A.S. A CORUÑA E CEE","1.393","3.378","177"
"2020-08-29","A.S. FERROL","130","633","33"
"2020-08-29","A.S. LUGO, A MARIÑA E MONFORTE","706","1.360","36"
"2020-08-29","A.S. OURENSE, VERÍN E O BARCO","338","1.963","135"
"2020-08-29","A.S. PONTEVEDRA E O SALNÉS","221","984","17"
"2020-08-29","A.S. SANTIAGO E BARBANZA","543","1.900","111"
"2020-08-29","A.S. VIGO","234","2.340","132"
"2020-08-29","GALICIA","3.565","12.558","641"
"2020-08-30","A.S. A CORUÑA E CEE","1.405","3.446","178"
"2020-08-30","A.S. FERROL","139","636","33"
"2020-08-30","A.S. LUGO, A MARIÑA E MONFORTE","759","1.366","37"
"2020-08-30","A.S. OURENSE, VERÍN E O BARCO","349","1.971","135"
"2020-08-30","A.S. PONTEVEDRA E O SALNÉS","231","989","17"
"2020-08-30","A.S. SANTIAGO E BARBANZA","584","1.913","111"
"2020-08-30","A.S. VIGO","257","2.348","132"
"2020-08-30","GALICIA","3.724","12.669","643"
"2020-08-31","A.S. A CORUÑA E CEE","1.415","3.502","178"
"2020-08-31","A.S. FERROL","149","639","33"
"2020-08-31","A.S. LUGO, A MARIÑA E MONFORTE","769","1.375","39"
"2020-08-31","A.S. OURENSE, VERÍN E O BARCO","357","1.987","135"
"2020-08-31","A.S. PONTEVEDRA E O SALNÉS","237","993","17"
"2020-08-31","A.S. SANTIAGO E BARBANZA","614","1.923","111"
"2020-08-31","A.S. VIGO","263","2.352","132"
"2020-08-31","GALICIA","3.804","12.771","645"
"2020-09-01","A.S. A CORUÑA E CEE","1.417","3.557","179"
"2020-09-01","A.S. FERROL","151","649","33"
"2020-09-01","A.S. LUGO, A MARIÑA E MONFORTE","799","1.388","39"
"2020-09-01","A.S. OURENSE, VERÍN E O BARCO","377","1.997","135"
"2020-09-01","A.S. PONTEVEDRA E O SALNÉS","257","1.003","17"
"2020-09-01","A.S. SANTIAGO E BARBANZA","654","1.932","111"
"2020-09-01","A.S. VIGO","290","2.361","132"
"2020-09-01","GALICIA","3.945","12.887","646"
"2020-09-02","A.S. A CORUÑA E CEE","1.441","3.622","179"
"2020-09-02","A.S. FERROL","152","660","33"
"2020-09-02","A.S. LUGO, A MARIÑA E MONFORTE","815","1.415","43"
"2020-09-02","A.S. OURENSE, VERÍN E O BARCO","400","2.007","135"
"2020-09-02","A.S. PONTEVEDRA E O SALNÉS","277","1.006","17"
"2020-09-02","A.S. SANTIAGO E BARBANZA","668","1.960","112"
"2020-09-02","A.S. VIGO","321","2.369","132"
"2020-09-02","GALICIA","4.074","13.039","651"
"2020-09-03","A.S. A CORUÑA E CEE","1.470","3.688","180"
"2020-09-03","A.S. FERROL","154","666","33"
"2020-09-03","A.S. LUGO, A MARIÑA E MONFORTE","812","1.454","45"
"2020-09-03","A.S. OURENSE, VERÍN E O BARCO","416","2.021","135"
"2020-09-03","A.S. PONTEVEDRA E O SALNÉS","300","1.014","18"
"2020-09-03","A.S. SANTIAGO E BARBANZA","678","1.992","112"
"2020-09-03","A.S. VIGO","335","2.376","132"
"2020-09-03","GALICIA","4.165","13.211","655"
"2020-09-04","A.S. A CORUÑA E CEE","1.456","3.782","181"
"2020-09-04","A.S. FERROL","150","677","33"
"2020-09-04","A.S. LUGO, A MARIÑA E MONFORTE","812","1.495","47"
"2020-09-04","A.S. OURENSE, VERÍN E O BARCO","423","2.048","135"
"2020-09-04","A.S. PONTEVEDRA E O SALNÉS","316","1.024","18"
"2020-09-04","A.S. SANTIAGO E BARBANZA","682","2.024","112"
"2020-09-04","A.S. VIGO","350","2.389","132"
"2020-09-04","GALICIA","4.189","13.439","658"
"2020-09-05","A.S. A CORUÑA E CEE","1.438","3.875","181"
"2020-09-05","A.S. FERROL","160","683","33"
"2020-09-05","A.S. LUGO, A MARIÑA E MONFORTE","822","1.530","50"
"2020-09-05","A.S. OURENSE, VERÍN E O BARCO","441","2.060","135"
"2020-09-05","A.S. PONTEVEDRA E O SALNÉS","338","1.032","18"
"2020-09-05","A.S. SANTIAGO E BARBANZA","694","2.065","112"
"2020-09-05","A.S. VIGO","356","2.399","132"
"2020-09-05","GALICIA","4.249","13.644","661"
"2020-09-06","A.S. A CORUÑA E CEE","1.444","3.932","182"
"2020-09-06","A.S. FERROL","161","692","33"
"2020-09-06","A.S. LUGO, A MARIÑA E MONFORTE","823","1.558","51"
"2020-09-06","A.S. OURENSE, VERÍN E O BARCO","467","2.064","135"
"2020-09-06","A.S. PONTEVEDRA E O SALNÉS","366","1.046","18"
"2020-09-06","A.S. SANTIAGO E BARBANZA","697","2.098","112"
"2020-09-06","A.S. VIGO","357","2.407","132"
"2020-09-06","GALICIA","4.315","13.797","663"
"2020-09-07","A.S. A CORUÑA E CEE","1.426","3.983","183"
"2020-09-07","A.S. FERROL","166","698","33"
"2020-09-07","A.S. LUGO, A MARIÑA E MONFORTE","908","1.590","51"
"2020-09-07","A.S. OURENSE, VERÍN E O BARCO","470","2.072","135"
"2020-09-07","A.S. PONTEVEDRA E O SALNÉS","380","1.049","18"
"2020-09-07","A.S. SANTIAGO E BARBANZA","666","2.149","113"
"2020-09-07","A.S. VIGO","358","2.419","132"
"2020-09-07","GALICIA","4.374","13.960","665"
"2020-09-08","A.S. A CORUÑA E CEE","1.432","4.035","184"
"2020-09-08","A.S. FERROL","175","702","33"
"2020-09-08","A.S. LUGO, A MARIÑA E MONFORTE","943","1.619","53"
"2020-09-08","A.S. OURENSE, VERÍN E O BARCO","467","2.091","135"
"2020-09-08","A.S. PONTEVEDRA E O SALNÉS","394","1.068","18"
"2020-09-08","A.S. SANTIAGO E BARBANZA","674","2.201","113"
"2020-09-08","A.S. VIGO","356","2.447","132"
"2020-09-08","GALICIA","4.441","14.163","668"
"2020-09-09","A.S. A CORUÑA E CEE","1.411","4.112","185"
"2020-09-09","A.S. FERROL","174","712","33"
"2020-09-09","A.S. LUGO, A MARIÑA E MONFORTE","904","1.695","57"
"2020-09-09","A.S. OURENSE, VERÍN E O BARCO","493","2.109","136"
"2020-09-09","A.S. PONTEVEDRA E O SALNÉS","410","1.071","18"
"2020-09-09","A.S. SANTIAGO E BARBANZA","681","2.275","114"
"2020-09-09","A.S. VIGO","365","2.464","133"
"2020-09-09","GALICIA","4.438","14.438","676"
"2020-09-10","A.S. A CORUÑA E CEE","1.414","4.187","185"
"2020-09-10","A.S. FERROL","178","728","33"
"2020-09-10","A.S. LUGO, A MARIÑA E MONFORTE","870","1.751","58"
"2020-09-10","A.S. OURENSE, VERÍN E O BARCO","499","2.129","137"
"2020-09-10","A.S. PONTEVEDRA E O SALNÉS","437","1.082","18"
"2020-09-10","A.S. SANTIAGO E BARBANZA","689","2.322","114"
"2020-09-10","A.S. VIGO","386","2.476","133"
"2020-09-10","GALICIA","4.473","14.675","678"
"2020-09-11","A.S. A CORUÑA E CEE","1.363","4.289","185"
"2020-09-11","A.S. FERROL","185","733","33"
"2020-09-11","A.S. LUGO, A MARIÑA E MONFORTE","875","1.806","60"
"2020-09-11","A.S. OURENSE, VERÍN E O BARCO","486","2.157","138"
"2020-09-11","A.S. PONTEVEDRA E O SALNÉS","457","1.087","18"
"2020-09-11","A.S. SANTIAGO E BARBANZA","684","2.358","114"
"2020-09-11","A.S. VIGO","382","2.498","133"
"2020-09-11","GALICIA","4.432","14.928","681"
"2020-09-12","A.S. A CORUÑA E CEE","1.314","4.389","185"
"2020-09-12","A.S. FERROL","182","745","33"
"2020-09-12","A.S. LUGO, A MARIÑA E MONFORTE","836","1.900","60"
"2020-09-12","A.S. OURENSE, VERÍN E O BARCO","474","2.178","139"
"2020-09-12","A.S. PONTEVEDRA E O SALNÉS","487","1.096","18"
"2020-09-12","A.S. SANTIAGO E BARBANZA","674","2.391","114"
"2020-09-12","A.S. VIGO","377","2.516","134"
"2020-09-12","GALICIA","4.344","15.215","683"
"2020-09-13","A.S. A CORUÑA E CEE","1.295","4.463","186"
"2020-09-13","A.S. FERROL","186","748","33"
"2020-09-13","A.S. LUGO, A MARIÑA E MONFORTE","805","1.948","64"
"2020-09-13","A.S. OURENSE, VERÍN E O BARCO","495","2.201","140"
"2020-09-13","A.S. PONTEVEDRA E O SALNÉS","537","1.102","18"
"2020-09-13","A.S. SANTIAGO E BARBANZA","679","2.459","114"
"2020-09-13","A.S. VIGO","382","2.528","134"
"2020-09-13","GALICIA","4.379","15.449","689"
"2020-09-14","A.S. A CORUÑA E CEE","1.256","4.533","188"
"2020-09-14","A.S. FERROL","184","757","33"
"2020-09-14","A.S. LUGO, A MARIÑA E MONFORTE","793","1.987","67"
"2020-09-14","A.S. OURENSE, VERÍN E O BARCO","501","2.222","141"
"2020-09-14","A.S. PONTEVEDRA E O SALNÉS","568","1.103","18"
"2020-09-14","A.S. SANTIAGO E BARBANZA","688","2.504","114"
"2020-09-14","A.S. VIGO","395","2.548","134"
"2020-09-14","GALICIA","4.385","15.654","695"
