Fecha,Area_Sanitaria,Personas_Infectadas 
2020-10-13,"GALICIA","230"
2020-10-14,"A.S. A CORUÑA E CEE","38"
2020-10-14,"A.S. FERROL","8"
2020-10-14,"A.S. LUGO, A MARIÑA E MONFORTE","30"
2020-10-14,"A.S. OURENSE, VERÍN E O BARCO","58"
2020-10-14,"A.S. PONTEVEDRA E O SALNÉS","20"
2020-10-14,"A.S. SANTIAGO E BARBANZA","32"
2020-10-14,"A.S. VIGO","61"
2020-10-14,"GALICIA","247"
2020-10-15,"A.S. A CORUÑA E CEE","66"
2020-10-15,"A.S. FERROL","18"
2020-10-15,"A.S. LUGO, A MARIÑA E MONFORTE","21"
2020-10-15,"A.S. OURENSE, VERÍN E O BARCO","97"
2020-10-15,"A.S. PONTEVEDRA E O SALNÉS","39"
2020-10-15,"A.S. SANTIAGO E BARBANZA","64"
2020-10-15,"A.S. VIGO","49"
2020-10-15,"GALICIA","354"
2020-10-16,"A.S. A CORUÑA E CEE","71"
2020-10-16,"A.S. FERROL","12"
2020-10-16,"A.S. LUGO, A MARIÑA E MONFORTE","13"
2020-10-16,"A.S. OURENSE, VERÍN E O BARCO","98"
2020-10-16,"A.S. PONTEVEDRA E O SALNÉS","40"
2020-10-16,"A.S. SANTIAGO E BARBANZA","68"
2020-10-16,"A.S. VIGO","75"
2020-10-16,"GALICIA","377"
2020-10-17,"A.S. A CORUÑA E CEE","71"
2020-10-17,"A.S. FERROL","37"
2020-10-17,"A.S. LUGO, A MARIÑA E MONFORTE","43"
2020-10-17,"A.S. OURENSE, VERÍN E O BARCO","73"
2020-10-17,"A.S. PONTEVEDRA E O SALNÉS","55"
2020-10-17,"A.S. SANTIAGO E BARBANZA","80"
2020-10-17,"A.S. VIGO","138"
2020-10-17,"GALICIA","497"
2020-10-18,"A.S. A CORUÑA E CEE","54"
2020-10-18,"A.S. FERROL","38"
2020-10-18,"A.S. LUGO, A MARIÑA E MONFORTE","49"
2020-10-18,"A.S. OURENSE, VERÍN E O BARCO","84"
2020-10-18,"A.S. PONTEVEDRA E O SALNÉS","36"
2020-10-18,"A.S. SANTIAGO E BARBANZA","81"
2020-10-18,"A.S. VIGO","62"
2020-10-18,"GALICIA","404"
2020-10-19,"A.S. A CORUÑA E CEE","66"
2020-10-19,"A.S. FERROL","19"
2020-10-19,"A.S. LUGO, A MARIÑA E MONFORTE","22"
2020-10-19,"A.S. OURENSE, VERÍN E O BARCO","55"
2020-10-19,"A.S. PONTEVEDRA E O SALNÉS","45"
2020-10-19,"A.S. SANTIAGO E BARBANZA","81"
2020-10-19,"A.S. VIGO","53"
2020-10-19,"GALICIA","341"
2020-10-20,"A.S. A CORUÑA E CEE","47"
2020-10-20,"A.S. FERROL","18"
2020-10-20,"A.S. LUGO, A MARIÑA E MONFORTE","46"
2020-10-20,"A.S. OURENSE, VERÍN E O BARCO","93"
2020-10-20,"A.S. PONTEVEDRA E O SALNÉS","64"
2020-10-20,"A.S. SANTIAGO E BARBANZA","96"
2020-10-20,"A.S. VIGO","125"
2020-10-20,"GALICIA","489"
2020-10-21,"A.S. A CORUÑA E CEE","66"
2020-10-21,"A.S. FERROL","42"
2020-10-21,"A.S. LUGO, A MARIÑA E MONFORTE","43"
2020-10-21,"A.S. OURENSE, VERÍN E O BARCO","66"
2020-10-21,"A.S. PONTEVEDRA E O SALNÉS","50"
2020-10-21,"A.S. SANTIAGO E BARBANZA","68"
2020-10-21,"A.S. VIGO","70"
2020-10-21,"GALICIA","405"
2020-10-22,"A.S. A CORUÑA E CEE","88"
2020-10-22,"A.S. FERROL","72"
2020-10-22,"A.S. LUGO, A MARIÑA E MONFORTE","45"
2020-10-22,"A.S. OURENSE, VERÍN E O BARCO","81"
2020-10-22,"A.S. PONTEVEDRA E O SALNÉS","43"
2020-10-22,"A.S. SANTIAGO E BARBANZA","139"
2020-10-22,"A.S. VIGO","70"
2020-10-22,"GALICIA","538"
2020-10-23,"A.S. A CORUÑA E CEE","146"
2020-10-23,"A.S. FERROL","76"
2020-10-23,"A.S. LUGO, A MARIÑA E MONFORTE","100"
2020-10-23,"A.S. OURENSE, VERÍN E O BARCO","67"
2020-10-23,"A.S. PONTEVEDRA E O SALNÉS","77"
2020-10-23,"A.S. SANTIAGO E BARBANZA","115"
2020-10-23,"A.S. VIGO","142"
2020-10-23,"GALICIA","723"
2020-10-24,"A.S. A CORUÑA E CEE","126"
2020-10-24,"A.S. FERROL","52"
2020-10-24,"A.S. LUGO, A MARIÑA E MONFORTE","72"
2020-10-24,"A.S. OURENSE, VERÍN E O BARCO","107"
2020-10-24,"A.S. PONTEVEDRA E O SALNÉS","42"
2020-10-24,"A.S. SANTIAGO E BARBANZA","89"
2020-10-24,"A.S. VIGO","101"
2020-10-24,"GALICIA","589"
2020-10-25,"A.S. A CORUÑA E CEE","66"
2020-10-25,"A.S. FERROL","51"
2020-10-25,"A.S. LUGO, A MARIÑA E MONFORTE","32"
2020-10-25,"A.S. OURENSE, VERÍN E O BARCO","161"
2020-10-25,"A.S. PONTEVEDRA E O SALNÉS","69"
2020-10-25,"A.S. SANTIAGO E BARBANZA","105"
2020-10-25,"A.S. VIGO","142"
2020-10-25,"GALICIA","626"
2020-10-26,"A.S. A CORUÑA E CEE","102"
2020-10-26,"A.S. FERROL","87"
2020-10-26,"A.S. LUGO, A MARIÑA E MONFORTE","49"
2020-10-26,"A.S. OURENSE, VERÍN E O BARCO","62"
2020-10-26,"A.S. PONTEVEDRA E O SALNÉS","46"
2020-10-26,"A.S. SANTIAGO E BARBANZA","56"
2020-10-26,"A.S. VIGO","134"
2020-10-26,"GALICIA","536"
2020-10-27,"A.S. A CORUÑA E CEE","115"
2020-10-27,"A.S. FERROL","82"
2020-10-27,"A.S. LUGO, A MARIÑA E MONFORTE","62"
2020-10-27,"A.S. OURENSE, VERÍN E O BARCO","92"
2020-10-27,"A.S. PONTEVEDRA E O SALNÉS","114"
2020-10-27,"A.S. SANTIAGO E BARBANZA","90"
2020-10-27,"A.S. VIGO","180"
2020-10-27,"GALICIA","735"
2020-10-28,"A.S. A CORUÑA E CEE","132"
2020-10-28,"A.S. FERROL","64"
2020-10-28,"A.S. LUGO, A MARIÑA E MONFORTE","51"
2020-10-28,"A.S. OURENSE, VERÍN E O BARCO","50"
2020-10-28,"A.S. PONTEVEDRA E O SALNÉS","55"
2020-10-28,"A.S. SANTIAGO E BARBANZA","117"
2020-10-28,"A.S. VIGO","174"
2020-10-28,"GALICIA","643"
2020-10-29,"A.S. A CORUÑA E CEE","94"
2020-10-29,"A.S. FERROL","94"
2020-10-29,"A.S. LUGO, A MARIÑA E MONFORTE","66"
2020-10-29,"A.S. OURENSE, VERÍN E O BARCO","85"
2020-10-29,"A.S. PONTEVEDRA E O SALNÉS","67"
2020-10-29,"A.S. SANTIAGO E BARBANZA","107"
2020-10-29,"A.S. VIGO","144"
2020-10-29,"GALICIA","657"
2020-10-30,"A.S. A CORUÑA E CEE","165"
2020-10-30,"A.S. FERROL","68"
2020-10-30,"A.S. LUGO, A MARIÑA E MONFORTE","137"
2020-10-30,"A.S. OURENSE, VERÍN E O BARCO","48"
2020-10-30,"A.S. PONTEVEDRA E O SALNÉS","62"
2020-10-30,"A.S. SANTIAGO E BARBANZA","95"
2020-10-30,"A.S. VIGO","213"
2020-10-30,"GALICIA","788"
2020-10-31,"A.S. A CORUÑA E CEE","107"
2020-10-31,"A.S. FERROL","126"
2020-10-31,"A.S. LUGO, A MARIÑA E MONFORTE","99"
2020-10-31,"A.S. OURENSE, VERÍN E O BARCO","49"
2020-10-31,"A.S. PONTEVEDRA E O SALNÉS","144"
2020-10-31,"A.S. SANTIAGO E BARBANZA","83"
2020-10-31,"A.S. VIGO","191"
2020-10-31,"GALICIA","799"
2020-11-01,"A.S. A CORUÑA E CEE","125"
2020-11-01,"A.S. FERROL","66"
2020-11-01,"A.S. LUGO, A MARIÑA E MONFORTE","31"
2020-11-01,"A.S. OURENSE, VERÍN E O BARCO","81"
2020-11-01,"A.S. PONTEVEDRA E O SALNÉS","88"
2020-11-01,"A.S. SANTIAGO E BARBANZA","52"
2020-11-01,"A.S. VIGO","105"
2020-11-01,"GALICIA","548"
2020-11-02,"A.S. A CORUÑA E CEE","83"
2020-11-02,"A.S. FERROL","56"
2020-11-02,"A.S. LUGO, A MARIÑA E MONFORTE","31"
2020-11-02,"A.S. OURENSE, VERÍN E O BARCO","44"
2020-11-02,"A.S. PONTEVEDRA E O SALNÉS","54"
2020-11-02,"A.S. SANTIAGO E BARBANZA","56"
2020-11-02,"A.S. VIGO","132"
2020-11-02,"GALICIA","456"
2020-11-03,"A.S. A CORUÑA E CEE","99"
2020-11-03,"A.S. FERROL","57"
2020-11-03,"A.S. LUGO, A MARIÑA E MONFORTE","90"
2020-11-03,"A.S. OURENSE, VERÍN E O BARCO","42"
2020-11-03,"A.S. PONTEVEDRA E O SALNÉS","78"
2020-11-03,"A.S. SANTIAGO E BARBANZA","94"
2020-11-03,"A.S. VIGO","154"
2020-11-03,"GALICIA","614"
2020-11-04,"A.S. A CORUÑA E CEE","134"
2020-11-04,"A.S. FERROL","79"
2020-11-04,"A.S. LUGO, A MARIÑA E MONFORTE","64"
2020-11-04,"A.S. OURENSE, VERÍN E O BARCO","41"
2020-11-04,"A.S. PONTEVEDRA E O SALNÉS","91"
2020-11-04,"A.S. SANTIAGO E BARBANZA","71"
2020-11-04,"A.S. VIGO","262"
2020-11-04,"GALICIA","742"
2020-11-05,"A.S. A CORUÑA E CEE","156"
2020-11-05,"A.S. FERROL","56"
2020-11-05,"A.S. LUGO, A MARIÑA E MONFORTE","132"
2020-11-05,"A.S. OURENSE, VERÍN E O BARCO","71"
2020-11-05,"A.S. PONTEVEDRA E O SALNÉS","85"
2020-11-05,"A.S. SANTIAGO E BARBANZA","72"
2020-11-05,"A.S. VIGO","164"
2020-11-05,"GALICIA","736"
2020-11-06,"A.S. A CORUÑA E CEE","152"
2020-11-06,"A.S. FERROL","45"
2020-11-06,"A.S. LUGO, A MARIÑA E MONFORTE","80"
2020-11-06,"A.S. OURENSE, VERÍN E O BARCO","51"
2020-11-06,"A.S. PONTEVEDRA E O SALNÉS","69"
2020-11-06,"A.S. SANTIAGO E BARBANZA","82"
2020-11-06,"A.S. VIGO","155"
2020-11-06,"GALICIA","634"
2020-11-07,"A.S. A CORUÑA E CEE","113"
2020-11-07,"A.S. FERROL","35"
2020-11-07,"A.S. LUGO, A MARIÑA E MONFORTE","69"
2020-11-07,"A.S. OURENSE, VERÍN E O BARCO","47"
2020-11-07,"A.S. PONTEVEDRA E O SALNÉS","72"
2020-11-07,"A.S. SANTIAGO E BARBANZA","66"
2020-11-07,"A.S. VIGO","124"
2020-11-07,"GALICIA","526"
2020-11-08,"A.S. A CORUÑA E CEE","122"
2020-11-08,"A.S. FERROL","19"
2020-11-08,"A.S. LUGO, A MARIÑA E MONFORTE","57"
2020-11-08,"A.S. OURENSE, VERÍN E O BARCO","35"
2020-11-08,"A.S. PONTEVEDRA E O SALNÉS","63"
2020-11-08,"A.S. SANTIAGO E BARBANZA","47"
2020-11-08,"A.S. VIGO","58"
2020-11-08,"GALICIA","401"
2020-11-09,"A.S. A CORUÑA E CEE","92"
2020-11-09,"A.S. FERROL","27"
2020-11-09,"A.S. LUGO, A MARIÑA E MONFORTE","38"
2020-11-09,"A.S. OURENSE, VERÍN E O BARCO","35"
2020-11-09,"A.S. PONTEVEDRA E O SALNÉS","39"
2020-11-09,"A.S. SANTIAGO E BARBANZA","45"
2020-11-09,"A.S. VIGO","153"
2020-11-09,"GALICIA","429"
2020-11-10,"A.S. A CORUÑA E CEE","84"
2020-11-10,"A.S. FERROL","27"
2020-11-10,"A.S. LUGO, A MARIÑA E MONFORTE","52"
2020-11-10,"A.S. OURENSE, VERÍN E O BARCO","44"
2020-11-10,"A.S. PONTEVEDRA E O SALNÉS","67"
2020-11-10,"A.S. SANTIAGO E BARBANZA","73"
2020-11-10,"A.S. VIGO","99"
2020-11-10,"GALICIA","446"
2020-11-11,"A.S. A CORUÑA E CEE","123"
2020-11-11,"A.S. FERROL","38"
2020-11-11,"A.S. LUGO, A MARIÑA E MONFORTE","53"
2020-11-11,"A.S. OURENSE, VERÍN E O BARCO","45"
2020-11-11,"A.S. PONTEVEDRA E O SALNÉS","56"
2020-11-11,"A.S. SANTIAGO E BARBANZA","72"
2020-11-11,"A.S. VIGO","166"
2020-11-11,"GALICIA","553"
2020-11-12,"A.S. A CORUÑA E CEE","126"
2020-11-12,"A.S. FERROL","42"
2020-11-12,"A.S. LUGO, A MARIÑA E MONFORTE","41"
2020-11-12,"A.S. OURENSE, VERÍN E O BARCO","45"
2020-11-12,"A.S. PONTEVEDRA E O SALNÉS","77"
2020-11-12,"A.S. SANTIAGO E BARBANZA","81"
2020-11-12,"A.S. VIGO","261"
2020-11-12,"GALICIA","673"
2020-11-13,"A.S. A CORUÑA E CEE","98"
2020-11-13,"A.S. FERROL","41"
2020-11-13,"A.S. LUGO, A MARIÑA E MONFORTE","133"
2020-11-13,"A.S. OURENSE, VERÍN E O BARCO","37"
2020-11-13,"A.S. PONTEVEDRA E O SALNÉS","77"
2020-11-13,"A.S. SANTIAGO E BARBANZA","67"
2020-11-13,"A.S. VIGO","183"
2020-11-13,"GALICIA","636"
2020-11-14,"A.S. A CORUÑA E CEE","88"
2020-11-14,"A.S. FERROL","19"
2020-11-14,"A.S. LUGO, A MARIÑA E MONFORTE","47"
2020-11-14,"A.S. OURENSE, VERÍN E O BARCO","47"
2020-11-14,"A.S. PONTEVEDRA E O SALNÉS","35"
2020-11-14,"A.S. SANTIAGO E BARBANZA","41"
2020-11-14,"A.S. VIGO","132"
2020-11-14,"GALICIA","409"
2020-11-15,"A.S. A CORUÑA E CEE","120"
2020-11-15,"A.S. FERROL","41"
2020-11-15,"A.S. LUGO, A MARIÑA E MONFORTE","75"
2020-11-15,"A.S. OURENSE, VERÍN E O BARCO","29"
2020-11-15,"A.S. PONTEVEDRA E O SALNÉS","70"
2020-11-15,"A.S. SANTIAGO E BARBANZA","61"
2020-11-15,"A.S. VIGO","107"
2020-11-15,"GALICIA","503"
2020-11-16,"A.S. A CORUÑA E CEE","92"
2020-11-16,"A.S. FERROL","29"
2020-11-16,"A.S. LUGO, A MARIÑA E MONFORTE","76"
2020-11-16,"A.S. OURENSE, VERÍN E O BARCO","27"
2020-11-16,"A.S. PONTEVEDRA E O SALNÉS","61"
2020-11-16,"A.S. SANTIAGO E BARBANZA","49"
2020-11-16,"A.S. VIGO","81"
2020-11-16,"GALICIA","415"
2020-11-17,"A.S. A CORUÑA E CEE","124"
2020-11-17,"A.S. FERROL","17"
2020-11-17,"A.S. LUGO, A MARIÑA E MONFORTE","51"
2020-11-17,"A.S. OURENSE, VERÍN E O BARCO","32"
2020-11-17,"A.S. PONTEVEDRA E O SALNÉS","74"
2020-11-17,"A.S. SANTIAGO E BARBANZA","73"
2020-11-17,"A.S. VIGO","167"
2020-11-17,"GALICIA","538"
2020-11-18,"A.S. A CORUÑA E CEE","124"
2020-11-18,"A.S. FERROL","37"
2020-11-18,"A.S. LUGO, A MARIÑA E MONFORTE","42"
2020-11-18,"A.S. OURENSE, VERÍN E O BARCO","47"
2020-11-18,"A.S. PONTEVEDRA E O SALNÉS","73"
2020-11-18,"A.S. SANTIAGO E BARBANZA","72"
2020-11-18,"A.S. VIGO","242"
2020-11-18,"GALICIA","637"
2020-11-19,"A.S. A CORUÑA E CEE","113"
2020-11-19,"A.S. FERROL","48"
2020-11-19,"A.S. LUGO, A MARIÑA E MONFORTE","178"
2020-11-19,"A.S. OURENSE, VERÍN E O BARCO","40"
2020-11-19,"A.S. PONTEVEDRA E O SALNÉS","88"
2020-11-19,"A.S. SANTIAGO E BARBANZA","83"
2020-11-19,"A.S. VIGO","156"
2020-11-19,"GALICIA","706"
2020-11-20,"A.S. A CORUÑA E CEE","100"
2020-11-20,"A.S. FERROL","34"
2020-11-20,"A.S. LUGO, A MARIÑA E MONFORTE","68"
2020-11-20,"A.S. OURENSE, VERÍN E O BARCO","42"
2020-11-20,"A.S. PONTEVEDRA E O SALNÉS","80"
2020-11-20,"A.S. SANTIAGO E BARBANZA","65"
2020-11-20,"A.S. VIGO","149"
2020-11-20,"GALICIA","538"
2020-11-21,"A.S. A CORUÑA E CEE","94"
2020-11-21,"A.S. FERROL","53"
2020-11-21,"A.S. LUGO, A MARIÑA E MONFORTE","42"
2020-11-21,"A.S. OURENSE, VERÍN E O BARCO","28"
2020-11-21,"A.S. PONTEVEDRA E O SALNÉS","73"
2020-11-21,"A.S. SANTIAGO E BARBANZA","47"
2020-11-21,"A.S. VIGO","84"
2020-11-21,"GALICIA","421"
2020-11-22,"A.S. A CORUÑA E CEE","83"
2020-11-22,"A.S. FERROL","36"
2020-11-22,"A.S. LUGO, A MARIÑA E MONFORTE","62"
2020-11-22,"A.S. OURENSE, VERÍN E O BARCO","13"
2020-11-22,"A.S. PONTEVEDRA E O SALNÉS","70"
2020-11-22,"A.S. SANTIAGO E BARBANZA","59"
2020-11-22,"A.S. VIGO","54"
2020-11-22,"GALICIA","377"
2020-11-23,"A.S. A CORUÑA E CEE","77"
2020-11-23,"A.S. FERROL","16"
2020-11-23,"A.S. LUGO, A MARIÑA E MONFORTE","38"
2020-11-23,"A.S. OURENSE, VERÍN E O BARCO","25"
2020-11-23,"A.S. PONTEVEDRA E O SALNÉS","58"
2020-11-23,"A.S. SANTIAGO E BARBANZA","44"
2020-11-23,"A.S. VIGO","119"
2020-11-23,"GALICIA","377"
2020-11-24,"A.S. A CORUÑA E CEE","84"
2020-11-24,"A.S. FERROL","24"
2020-11-24,"A.S. LUGO, A MARIÑA E MONFORTE","32"
2020-11-24,"A.S. OURENSE, VERÍN E O BARCO","38"
2020-11-24,"A.S. PONTEVEDRA E O SALNÉS","46"
2020-11-24,"A.S. SANTIAGO E BARBANZA","38"
2020-11-24,"A.S. VIGO","161"
2020-11-24,"GALICIA","423"
2020-11-25,"A.S. A CORUÑA E CEE","78"
2020-11-25,"A.S. FERROL","45"
2020-11-25,"A.S. LUGO, A MARIÑA E MONFORTE","46"
2020-11-25,"A.S. OURENSE, VERÍN E O BARCO","11"
2020-11-25,"A.S. PONTEVEDRA E O SALNÉS","62"
2020-11-25,"A.S. SANTIAGO E BARBANZA","55"
2020-11-25,"A.S. VIGO","117"
2020-11-25,"GALICIA","414"
2020-11-26,"A.S. A CORUÑA E CEE","117"
2020-11-26,"A.S. FERROL","55"
2020-11-26,"A.S. LUGO, A MARIÑA E MONFORTE","39"
2020-11-26,"A.S. OURENSE, VERÍN E O BARCO","19"
2020-11-26,"A.S. PONTEVEDRA E O SALNÉS","48"
2020-11-26,"A.S. SANTIAGO E BARBANZA","64"
2020-11-26,"A.S. VIGO","106"
2020-11-26,"GALICIA","448"
2020-11-27,"A.S. A CORUÑA E CEE","65"
2020-11-27,"A.S. FERROL","29"
2020-11-27,"A.S. LUGO, A MARIÑA E MONFORTE","67"
2020-11-27,"A.S. OURENSE, VERÍN E O BARCO","18"
2020-11-27,"A.S. PONTEVEDRA E O SALNÉS","60"
2020-11-27,"A.S. SANTIAGO E BARBANZA","40"
2020-11-27,"A.S. VIGO","92"
2020-11-27,"GALICIA","371"
2020-11-28,"A.S. A CORUÑA E CEE","75"
2020-11-28,"A.S. FERROL","19"
2020-11-28,"A.S. LUGO, A MARIÑA E MONFORTE","33"
2020-11-28,"A.S. OURENSE, VERÍN E O BARCO","8"
2020-11-28,"A.S. PONTEVEDRA E O SALNÉS","56"
2020-11-28,"A.S. SANTIAGO E BARBANZA","42"
2020-11-28,"A.S. VIGO","89"
2020-11-28,"GALICIA","322"
2020-11-29,"A.S. A CORUÑA E CEE","51"
2020-11-29,"A.S. FERROL","15"
2020-11-29,"A.S. LUGO, A MARIÑA E MONFORTE","32"
2020-11-29,"A.S. OURENSE, VERÍN E O BARCO","18"
2020-11-29,"A.S. PONTEVEDRA E O SALNÉS","77"
2020-11-29,"A.S. SANTIAGO E BARBANZA","26"
2020-11-29,"A.S. VIGO","35"
2020-11-29,"GALICIA","254"
2020-11-30,"A.S. A CORUÑA E CEE","58"
2020-11-30,"A.S. FERROL","19"
2020-11-30,"A.S. LUGO, A MARIÑA E MONFORTE","34"
2020-11-30,"A.S. OURENSE, VERÍN E O BARCO","16"
2020-11-30,"A.S. PONTEVEDRA E O SALNÉS","30"
2020-11-30,"A.S. SANTIAGO E BARBANZA","44"
2020-11-30,"A.S. VIGO","90"
2020-11-30,"GALICIA","291"
2020-12-01,"A.S. A CORUÑA E CEE","60"
2020-12-01,"A.S. FERROL","32"
2020-12-01,"A.S. LUGO, A MARIÑA E MONFORTE","40"
2020-12-01,"A.S. OURENSE, VERÍN E O BARCO","16"
2020-12-01,"A.S. PONTEVEDRA E O SALNÉS","41"
2020-12-01,"A.S. SANTIAGO E BARBANZA","65"
2020-12-01,"A.S. VIGO","118"
2020-12-01,"GALICIA","372"
2020-12-02,"A.S. A CORUÑA E CEE","73"
2020-12-02,"A.S. FERROL","12"
2020-12-02,"A.S. LUGO, A MARIÑA E MONFORTE","32"
2020-12-02,"A.S. OURENSE, VERÍN E O BARCO","39"
2020-12-02,"A.S. PONTEVEDRA E O SALNÉS","35"
2020-12-02,"A.S. SANTIAGO E BARBANZA","54"
2020-12-02,"A.S. VIGO","102"
2020-12-02,"GALICIA","347"
2020-12-03,"A.S. A CORUÑA E CEE","59"
2020-12-03,"A.S. FERROL","27"
2020-12-03,"A.S. LUGO, A MARIÑA E MONFORTE","27"
2020-12-03,"A.S. OURENSE, VERÍN E O BARCO","21"
2020-12-03,"A.S. PONTEVEDRA E O SALNÉS","27"
2020-12-03,"A.S. SANTIAGO E BARBANZA","65"
2020-12-03,"A.S. VIGO","120"
2020-12-03,"GALICIA","346"
2020-12-04,"A.S. A CORUÑA E CEE","50"
2020-12-04,"A.S. FERROL","31"
2020-12-04,"A.S. LUGO, A MARIÑA E MONFORTE","54"
2020-12-04,"A.S. OURENSE, VERÍN E O BARCO","21"
2020-12-04,"A.S. PONTEVEDRA E O SALNÉS","46"
2020-12-04,"A.S. SANTIAGO E BARBANZA","59"
2020-12-04,"A.S. VIGO","62"
2020-12-04,"GALICIA","323"
2020-12-05,"A.S. A CORUÑA E CEE","48"
2020-12-05,"A.S. FERROL","40"
2020-12-05,"A.S. LUGO, A MARIÑA E MONFORTE","18"
2020-12-05,"A.S. OURENSE, VERÍN E O BARCO","22"
2020-12-05,"A.S. PONTEVEDRA E O SALNÉS","41"
2020-12-05,"A.S. SANTIAGO E BARBANZA","53"
2020-12-05,"A.S. VIGO","90"
2020-12-05,"GALICIA","312"
2020-12-06,"A.S. A CORUÑA E CEE","39"
2020-12-06,"A.S. FERROL","24"
2020-12-06,"A.S. LUGO, A MARIÑA E MONFORTE","25"
2020-12-06,"A.S. OURENSE, VERÍN E O BARCO","21"
2020-12-06,"A.S. PONTEVEDRA E O SALNÉS","37"
2020-12-06,"A.S. SANTIAGO E BARBANZA","50"
2020-12-06,"A.S. VIGO","49"
2020-12-06,"GALICIA","245"
2020-12-07,"A.S. A CORUÑA E CEE","38"
2020-12-07,"A.S. FERROL","16"
2020-12-07,"A.S. LUGO, A MARIÑA E MONFORTE","30"
2020-12-07,"A.S. OURENSE, VERÍN E O BARCO","18"
2020-12-07,"A.S. PONTEVEDRA E O SALNÉS","39"
2020-12-07,"A.S. SANTIAGO E BARBANZA","53"
2020-12-07,"A.S. VIGO","70"
2020-12-07,"GALICIA","264"
2020-12-08,"A.S. A CORUÑA E CEE","57"
2020-12-08,"A.S. FERROL","53"
2020-12-08,"A.S. LUGO, A MARIÑA E MONFORTE","20"
2020-12-08,"A.S. OURENSE, VERÍN E O BARCO","38"
2020-12-08,"A.S. PONTEVEDRA E O SALNÉS","55"
2020-12-08,"A.S. SANTIAGO E BARBANZA","61"
2020-12-08,"A.S. VIGO","74"
2020-12-08,"GALICIA","358"
2020-12-09,"A.S. A CORUÑA E CEE","28"
2020-12-09,"A.S. FERROL","8"
2020-12-09,"A.S. LUGO, A MARIÑA E MONFORTE","15"
2020-12-09,"A.S. OURENSE, VERÍN E O BARCO","34"
2020-12-09,"A.S. PONTEVEDRA E O SALNÉS","32"
2020-12-09,"A.S. SANTIAGO E BARBANZA","71"
2020-12-09,"A.S. VIGO","57"
2020-12-09,"GALICIA","245"
2020-12-10,"A.S. A CORUÑA E CEE","41"
2020-12-10,"A.S. FERROL","28"
2020-12-10,"A.S. LUGO, A MARIÑA E MONFORTE","30"
2020-12-10,"A.S. OURENSE, VERÍN E O BARCO","34"
2020-12-10,"A.S. PONTEVEDRA E O SALNÉS","58"
2020-12-10,"A.S. SANTIAGO E BARBANZA","71"
2020-12-10,"A.S. VIGO","129"
2020-12-10,"GALICIA","391"
2020-12-11,"A.S. A CORUÑA E CEE","48"
2020-12-11,"A.S. FERROL","43"
2020-12-11,"A.S. LUGO, A MARIÑA E MONFORTE","26"
2020-12-11,"A.S. OURENSE, VERÍN E O BARCO","37"
2020-12-11,"A.S. PONTEVEDRA E O SALNÉS","49"
2020-12-11,"A.S. SANTIAGO E BARBANZA","94"
2020-12-11,"A.S. VIGO","51"
2020-12-11,"GALICIA","348"
2020-12-12,"A.S. A CORUÑA E CEE","53"
2020-12-12,"A.S. FERROL","29"
2020-12-12,"A.S. LUGO, A MARIÑA E MONFORTE","17"
2020-12-12,"A.S. OURENSE, VERÍN E O BARCO","52"
2020-12-12,"A.S. PONTEVEDRA E O SALNÉS","64"
2020-12-12,"A.S. SANTIAGO E BARBANZA","87"
2020-12-12,"A.S. VIGO","89"
2020-12-12,"GALICIA","391"
2020-12-13,"A.S. A CORUÑA E CEE","39"
2020-12-13,"A.S. FERROL","29"
2020-12-13,"A.S. LUGO, A MARIÑA E MONFORTE","17"
2020-12-13,"A.S. OURENSE, VERÍN E O BARCO","29"
2020-12-13,"A.S. PONTEVEDRA E O SALNÉS","56"
2020-12-13,"A.S. SANTIAGO E BARBANZA","90"
2020-12-13,"A.S. VIGO","56"
2020-12-13,"GALICIA","316"
2020-12-14,"A.S. A CORUÑA E CEE","27"
2020-12-14,"A.S. FERROL","22"
2020-12-14,"A.S. LUGO, A MARIÑA E MONFORTE","13"
2020-12-14,"A.S. OURENSE, VERÍN E O BARCO","13"
2020-12-14,"A.S. PONTEVEDRA E O SALNÉS","81"
2020-12-14,"A.S. SANTIAGO E BARBANZA","73"
2020-12-14,"A.S. VIGO","46"
2020-12-14,"GALICIA","275"
2020-12-15,"A.S. A CORUÑA E CEE","57"
2020-12-15,"A.S. FERROL","34"
2020-12-15,"A.S. LUGO, A MARIÑA E MONFORTE","28"
2020-12-15,"A.S. OURENSE, VERÍN E O BARCO","42"
2020-12-15,"A.S. PONTEVEDRA E O SALNÉS","33"
2020-12-15,"A.S. SANTIAGO E BARBANZA","109"
2020-12-15,"A.S. VIGO","120"
2020-12-15,"GALICIA","423"
2020-12-16,"A.S. A CORUÑA E CEE","45"
2020-12-16,"A.S. FERROL","19"
2020-12-16,"A.S. LUGO, A MARIÑA E MONFORTE","29"
2020-12-16,"A.S. OURENSE, VERÍN E O BARCO","39"
2020-12-16,"A.S. PONTEVEDRA E O SALNÉS","79"
2020-12-16,"A.S. SANTIAGO E BARBANZA","124"
2020-12-16,"A.S. VIGO","97"
2020-12-16,"GALICIA","432"
2020-12-17,"A.S. A CORUÑA E CEE","74"
2020-12-17,"A.S. FERROL","22"
2020-12-17,"A.S. LUGO, A MARIÑA E MONFORTE","19"
2020-12-17,"A.S. OURENSE, VERÍN E O BARCO","43"
2020-12-17,"A.S. PONTEVEDRA E O SALNÉS","61"
2020-12-17,"A.S. SANTIAGO E BARBANZA","100"
