Fecha,Area_Sanitaria,Casos_Totais,Casos_Confirmados_PDIA_Ultimas24h,Pacientes_Sin_Alta,Pacientes_Con_Alta,Camas_Ocupadas_HOS,Camas_Ocupadas_UCI,Probas_Realizadas_PCR,Probas_Realizadas_Non_PDIA,Exitus,Probas_Antixenos_Realizadas
2021-06-21 18:00:00,"A.S. VIGO","25.315","9","191","24.693","6","2","520.836","270.185","439","70.629"
2021-06-21 18:00:00,"GALICIA","128.615","83","1.274","124.932","35","15","2.334.110","995.466","2.434","572.103"
2021-06-22 18:00:00,"A.S. A CORUÑA E CEE","30.975","32","464","29.928","13","6","525.941","153.764","598","186.406"
2021-06-22 18:00:00,"A.S. FERROL","8.731","1","90","8.418","4","2","150.469","62.206","217","16.159"
2021-06-22 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","13.124","8","164","12.739","4","1","257.181","136.948","216","42.487"
2021-06-22 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","15.929","7","139","15.373","1","1","265.149","133.024","418","74.840"
2021-06-22 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","14.446","8","116","14.149","6","1","245.972","93.061","181","84.018"
2021-06-22 18:00:00,"A.S. SANTIAGO E BARBANZA","20.158","9","105","19.700","1","1","371.476","146.718","365","99.033"
2021-06-22 18:00:00,"A.S. VIGO","25.333","18","191","24.711","7","1","521.269","270.299","439","70.842"
2021-06-22 18:00:00,"GALICIA","128.696","83","1.269","125.018","36","13","2.337.457","996.020","2.434","573.785"
2021-06-23 18:00:00,"A.S. A CORUÑA E CEE","31.004","27","478","29.943","16","6","527.172","154.090","598","186.758"
2021-06-23 18:00:00,"A.S. FERROL","8.729","0","79","8.427","2","1","150.646","62.260","217","16.210"
2021-06-23 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","13.139","13","173","12.745","2","1","257.612","137.038","216","42.635"
2021-06-23 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","15.950","21","146","15.387","2","1","265.643","133.112","418","75.056"
2021-06-23 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","14.473","25","128","14.164","4","1","246.345","93.193","181","84.253"
2021-06-23 18:00:00,"A.S. SANTIAGO E BARBANZA","20.169","12","112","19.704","1","1","371.972","146.931","365","99.352"
2021-06-23 18:00:00,"A.S. VIGO","25.352","17","189","24.732","6","1","521.702","270.540","439","71.032"
2021-06-23 18:00:00,"GALICIA","128.816","115","1.305","125.102","33","12","2.341.092","997.164","2.434","575.296"
2021-06-24 18:00:00,"A.S. A CORUÑA E CEE","31.030","27","484","29.962","19","4","528.081","154.223","599","187.020"
2021-06-24 18:00:00,"A.S. FERROL","8.731","3","67","8.441","0","2","150.851","62.291","217","16.260"
2021-06-24 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","13.166","28","191","12.754","2","1","257.955","137.091","216","42.756"
2021-06-24 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","15.958","9","150","15.391","3","1","265.893","133.158","418","75.268"
2021-06-24 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","14.512","38","152","14.179","7","1","246.787","93.312","181","84.519"
2021-06-24 18:00:00,"A.S. SANTIAGO E BARBANZA","20.190","21","125","19.712","0","1","372.362","147.023","365","99.642"
2021-06-24 18:00:00,"A.S. VIGO","25.383","30","208","24.744","4","1","522.216","270.755","439","71.226"
2021-06-24 18:00:00,"GALICIA","128.970","156","1.377","125.183","35","11","2.344.145","997.853","2.435","576.691"
2021-06-25 18:00:00,"A.S. A CORUÑA E CEE","31.065","34","486","29.995","18","4","529.216","154.285","599","187.366"
2021-06-25 18:00:00,"A.S. FERROL","8.733","3","63","8.447","0","2","150.984","62.308","217","16.315"
2021-06-25 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","13.185","19","191","12.773","3","1","258.428","137.145","216","42.929"
2021-06-25 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","15.973","15","163","15.393","4","1","266.248","133.201","418","75.552"
2021-06-25 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","14.542","32","176","14.185","5","2","247.142","93.400","181","84.776"
2021-06-25 18:00:00,"A.S. SANTIAGO E BARBANZA","20.207","16","131","19.723","0","1","372.747","147.100","365","100.014"
2021-06-25 18:00:00,"A.S. VIGO","25.401","18","203","24.767","0","1","522.638","270.988","439","71.454"
2021-06-25 18:00:00,"GALICIA","129.106","137","1.413","125.283","30","12","2.347.403","998.427","2.435","578.406"
2021-06-26 18:00:00,"A.S. A CORUÑA E CEE","31.076","11","471","30.021","21","4","530.128","154.357","599","187.637"
2021-06-26 18:00:00,"A.S. FERROL","8.738","5","65","8.450","0","2","151.142","62.320","217","16.377"
2021-06-26 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","13.201","16","189","12.791","4","1","258.823","137.184","216","43.049"
2021-06-26 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","15.987","14","164","15.406","5","1","266.697","133.220","418","75.744"
2021-06-26 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","14.577","34","207","14.189","6","2","247.511","93.458","181","84.996"
2021-06-26 18:00:00,"A.S. SANTIAGO E BARBANZA","20.230","23","146","19.731","0","1","373.203","147.137","365","100.306"
2021-06-26 18:00:00,"A.S. VIGO","25.423","24","209","24.783","0","1","523.247","271.193","439","71.598"
2021-06-26 18:00:00,"GALICIA","129.232","127","1.451","125.371","36","12","2.350.751","998.869","2.435","579.707"
2021-06-27 18:00:00,"A.S. A CORUÑA E CEE","31.119","43","491","30.044","23","4","531.027","154.358","599","187.879"
2021-06-27 18:00:00,"A.S. FERROL","8.745","7","69","8.453","0","2","151.298","62.320","217","16.416"
2021-06-27 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","13.214","13","189","12.804","2","2","259.268","137.184","216","43.148"
2021-06-27 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","15.996","9","165","15.414","5","1","267.017","133.220","418","75.920"
2021-06-27 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","14.597","21","226","14.190","7","3","247.858","93.458","181","85.240"
2021-06-27 18:00:00,"A.S. SANTIAGO E BARBANZA","20.239","9","148","19.738","1","1","373.744","147.137","365","100.593"
2021-06-27 18:00:00,"A.S. VIGO","25.445","22","219","24.795","0","1","523.672","271.193","439","71.730"
2021-06-27 18:00:00,"GALICIA","129.355","124","1.507","125.438","38","14","2.353.884","998.870","2.435","580.926"
2021-06-28 18:00:00,"A.S. A CORUÑA E CEE","31.144","25","499","30.060","25","4","531.828","154.390","600","188.245"
2021-06-28 18:00:00,"A.S. FERROL","8.749","4","70","8.456","1","1","151.431","62.323","217","16.472"
2021-06-28 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","13.224","10","193","12.810","2","2","259.559","137.197","216","43.307"
2021-06-28 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","16.004","8","170","15.417","4","1","267.241","133.231","418","76.178"
2021-06-28 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","14.610","17","238","14.191","6","2","248.261","93.475","181","85.526"
2021-06-28 18:00:00,"A.S. SANTIAGO E BARBANZA","20.247","8","153","19.741","1","1","374.178","147.162","365","100.941"
2021-06-28 18:00:00,"A.S. VIGO","25.498","50","256","24.811","1","1","524.123","271.213","439","71.961"
2021-06-28 18:00:00,"GALICIA","129.476","122","1.579","125.486","40","12","2.356.621","998.991","2.436","582.630"
2021-06-29 18:00:00,"A.S. A CORUÑA E CEE","31.178","34","512","30.081","27","3","533.039","154.458","600","188.584"
2021-06-29 18:00:00,"A.S. FERROL","8.758","9","76","8.459","1","1","151.664","62.327","217","16.535"
2021-06-29 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","13.244","19","206","12.817","3","2","260.697","137.246","216","43.466"
2021-06-29 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","16.019","16","168","15.434","5","0","267.760","133.246","418","76.421"
2021-06-29 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","14.644","31","262","14.201","6","3","248.718","93.563","181","85.834"
2021-06-29 18:00:00,"A.S. SANTIAGO E BARBANZA","20.262","15","164","19.745","1","1","374.676","147.198","365","101.464"
2021-06-29 18:00:00,"A.S. VIGO","25.533","33","285","24.817","1","0","524.677","271.348","439","72.175"
2021-06-29 18:00:00,"GALICIA","129.638","157","1.673","125.554","44","10","2.361.231","999.386","2.436","584.479"
2021-06-30 18:00:00,"A.S. A CORUÑA E CEE","31.250","70","544","30.121","24","3","534.363","154.585","600","188.976"
2021-06-30 18:00:00,"A.S. FERROL","8.769","11","78","8.468","2","1","151.893","62.339","217","16.609"
2021-06-30 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","13.267","27","222","12.824","3","2","261.279","137.364","216","43.637"
2021-06-30 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","16.062","43","199","15.446","5","0","268.234","133.276","418","76.709"
2021-06-30 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","14.708","62","321","14.206","7","3","249.089","93.663","181","86.107"
2021-06-30 18:00:00,"A.S. SANTIAGO E BARBANZA","20.278","16","176","19.749","1","1","375.336","147.290","365","101.809"
2021-06-30 18:00:00,"A.S. VIGO","25.562","28","297","24.834","1","0","525.589","271.470","439","72.419"
2021-06-30 18:00:00,"GALICIA","129.896","257","1.837","125.648","43","10","2.365.783","999.987","2.436","586.266"
2021-07-01 18:00:00,"A.S. A CORUÑA E CEE","31.309","60","574","30.150","23","3","535.726","154.648","600","189.325"
2021-07-01 18:00:00,"A.S. FERROL","8.781","11","82","8.476","3","0","152.048","62.363","217","16.679"
2021-07-01 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","13.293","28","224","12.848","3","2","261.787","137.402","216","43.810"
2021-07-01 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","16.105","43","229","15.459","6","0","268.656","133.301","418","76.990"
2021-07-01 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","14.768","62","367","14.220","8","3","249.689","93.738","181","86.384"
2021-07-01 18:00:00,"A.S. SANTIAGO E BARBANZA","20.303","23","190","19.760","1","1","375.798","147.326","365","102.180"
2021-07-01 18:00:00,"A.S. VIGO","25.608","41","328","24.849","2","0","526.186","271.578","439","72.687"
2021-07-01 18:00:00,"GALICIA","130.167","268","1.994","125.762","46","9","2.369.890","1.000.356","2.436","588.055"
2021-07-02 18:00:00,"A.S. A CORUÑA E CEE","31.355","52","597","30.173","18","3","536.809","154.753","600","189.683"
2021-07-02 18:00:00,"A.S. FERROL","8.788","7","74","8.491","2","2","152.203","62.389","217","16.767"
2021-07-02 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","13.307","15","230","12.855","2","1","262.198","137.466","217","43.984"
2021-07-02 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","16.137","32","254","15.466","6","0","269.029","133.333","418","77.315"
2021-07-02 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","14.830","56","413","14.236","8","4","250.447","93.865","181","86.671"
2021-07-02 18:00:00,"A.S. SANTIAGO E BARBANZA","20.330","26","209","19.768","3","1","376.239","147.388","365","102.491"
2021-07-02 18:00:00,"A.S. VIGO","25.650","45","359","24.860","3","0","526.786","271.812","439","72.943"
2021-07-02 18:00:00,"GALICIA","130.397","233","2.136","125.849","42","11","2.373.711","1.001.006","2.437","589.854"
2021-07-03 18:00:00,"A.S. A CORUÑA E CEE","31.401","44","610","30.206","19","2","538.085","154.838","600","189.972"
2021-07-03 18:00:00,"A.S. FERROL","8.803","15","88","8.492","2","2","152.414","62.404","217","16.810"
2021-07-03 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","13.323","14","240","12.861","2","1","262.558","137.493","217","44.089"
2021-07-03 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","16.174","37","279","15.478","6","0","269.507","133.362","418","77.538"
2021-07-03 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","14.885","52","459","14.245","7","4","250.939","93.995","181","86.914"
2021-07-03 18:00:00,"A.S. SANTIAGO E BARBANZA","20.352","22","223","19.776","3","1","376.775","147.447","365","102.839"
2021-07-03 18:00:00,"A.S. VIGO","25.688","35","386","24.871","2","0","527.264","271.926","439","73.178"
2021-07-03 18:00:00,"GALICIA","130.626","219","2.285","125.929","41","10","2.377.542","1.001.465","2.437","591.340"
2021-07-04 18:00:00,"A.S. A CORUÑA E CEE","31.447","46","627","30.235","22","2","539.467","154.924","600","190.232"
2021-07-04 18:00:00,"A.S. FERROL","8.805","2","88","8.494","2","2","152.539","62.419","217","16.844"
2021-07-04 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","13.357","34","264","12.871","3","1","263.194","137.523","217","44.203"
2021-07-04 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","16.208","34","311","15.480","7","0","269.803","133.388","418","77.733"
2021-07-04 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","14.940","62","510","14.249","9","5","251.653","94.087","181","87.167"
2021-07-04 18:00:00,"A.S. SANTIAGO E BARBANZA","20.375","23","237","19.785","3","1","377.410","147.491","365","103.057"
2021-07-04 18:00:00,"A.S. VIGO","25.738","52","429","24.878","4","0","527.955","271.981","439","73.329"
2021-07-04 18:00:00,"GALICIA","130.870","253","2.466","125.992","50","11","2.382.021","1.001.813","2.437","592.565"
2021-07-05 18:00:00,"A.S. A CORUÑA E CEE","31.483","42","643","30.255","23","2","540.320","154.935","600","190.645"
2021-07-05 18:00:00,"A.S. FERROL","8.826","17","103","8.500","2","2","152.754","62.423","217","16.900"
2021-07-05 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","13.384","27","284","12.878","3","1","263.721","137.533","217","44.344"
2021-07-05 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","16.242","34","336","15.489","4","0","270.299","133.395","418","78.046"
2021-07-05 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","14.983","40","546","14.256","9","6","252.651","94.101","181","87.523"
2021-07-05 18:00:00,"A.S. SANTIAGO E BARBANZA","20.395","16","247","19.795","2","1","377.762","147.506","365","103.409"
2021-07-05 18:00:00,"A.S. VIGO","25.792","54","479","24.882","4","0","528.478","271.985","439","73.633"
2021-07-05 18:00:00,"GALICIA","131.105","230","2.638","126.055","47","12","2.385.985","1.001.878","2.437","594.500"
2021-07-06 18:00:00,"A.S. A CORUÑA E CEE","31.544","58","669","30.289","20","3","541.651","155.001","601","191.079"
2021-07-06 18:00:00,"A.S. FERROL","8.831","7","108","8.500","2","2","153.005","62.438","217","16.972"
2021-07-06 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","13.428","43","314","12.892","3","1","264.214","137.564","217","44.509"
2021-07-06 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","16.313","72","399","15.497","3","0","270.913","133.443","418","78.417"
2021-07-06 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","15.026","39","580","14.265","11","5","253.716","94.270","181","87.829"
2021-07-06 18:00:00,"A.S. SANTIAGO E BARBANZA","20.432","40","275","19.804","2","1","378.318","147.559","365","103.836"
2021-07-06 18:00:00,"A.S. VIGO","25.898","107","572","24.895","5","0","529.519","272.181","439","73.913"
2021-07-06 18:00:00,"GALICIA","131.472","366","2.917","126.142","46","12","2.391.336","1.002.456","2.438","596.555"
2021-07-07 18:00:00,"A.S. A CORUÑA E CEE","31.630","85","709","30.334","18","2","542.796","155.103","602","191.450"
2021-07-07 18:00:00,"A.S. FERROL","8.847","16","123","8.501","4","2","153.302","62.459","217","17.063"
2021-07-07 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","13.474","47","352","12.900","4","1","264.908","137.831","217","44.722"
2021-07-07 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","16.403","91","483","15.503","4","0","271.458","135.458","418","78.840"
2021-07-07 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","15.076","49","615","14.280","11","3","254.565","94.440","181","88.139"
2021-07-07 18:00:00,"A.S. SANTIAGO E BARBANZA","20.480","45","313","19.814","1","1","378.847","147.599","365","104.257"
2021-07-07 18:00:00,"A.S. VIGO","25.974","77","636","24.907","7","0","530.578","273.381","439","74.205"
2021-07-07 18:00:00,"GALICIA","131.884","410","3.231","126.239","49","9","2.396.454","1.006.271","2.439","598.676"
2021-07-08 18:00:00,"A.S. A CORUÑA E CEE","31.685","56","745","30.353","18","3","544.162","155.246","602","191.861"
2021-07-08 18:00:00,"A.S. FERROL","8.867","19","141","8.503","5","2","153.545","62.911","217","17.132"
2021-07-08 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","13.535","61","395","12.918","4","1","265.554","138.684","217","44.954"
2021-07-08 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","16.544","135","606","15.521","7","0","272.059","135.609","418","79.354"
2021-07-08 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","15.142","71","663","14.298","10","4","255.536","94.932","181","88.491"
2021-07-08 18:00:00,"A.S. SANTIAGO E BARBANZA","20.569","88","386","19.830","1","0","379.605","147.715","365","104.707"
2021-07-08 18:00:00,"A.S. VIGO","26.101","125","734","24.936","5","0","531.658","273.792","439","74.489"
2021-07-08 18:00:00,"GALICIA","132.443","555","3.670","126.359","50","10","2.402.119","1.008.889","2.439","600.988"
2021-07-09 18:00:00,"A.S. A CORUÑA E CEE","31.792","101","821","30.384","15","3","545.470","156.019","602","192.517"
2021-07-09 18:00:00,"A.S. FERROL","8.891","25","163","8.505","4","4","153.875","63.417","217","17.237"
2021-07-09 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","13.589","55","414","12.953","5","1","266.205","139.423","217","45.116"
2021-07-09 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","16.672","125","726","15.529","7","0","273.072","135.702","418","79.768"
2021-07-09 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","15.261","114","741","14.339","8","4","257.059","95.138","181","89.141"
2021-07-09 18:00:00,"A.S. SANTIAGO E BARBANZA","20.631","63","432","19.846","3","0","380.098","149.128","365","105.098"
2021-07-09 18:00:00,"A.S. VIGO","26.262","142","871","24.960","5","0","533.361","274.511","439","74.805"
2021-07-09 18:00:00,"GALICIA","133.098","625","4.168","126.516","47","12","2.409.140","1.013.338","2.439","603.682"
2021-07-10 18:00:00,"A.S. A CORUÑA E CEE","31.885","92","883","30.415","19","3","546.789","157.223","602","193.775"
2021-07-10 18:00:00,"A.S. FERROL","8.911","20","178","8.510","5","3","154.093","63.431","217","17.301"
2021-07-10 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","13.635","46","447","12.966","5","1","266.777","139.944","217","45.245"
2021-07-10 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","16.782","110","823","15.542","9","0","273.975","135.762","418","80.185"
2021-07-10 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","15.334","78","786","14.367","8","4","258.070","95.496","181","89.848"
2021-07-10 18:00:00,"A.S. SANTIAGO E BARBANZA","20.697","66","484","19.860","2","0","380.782","149.226","365","105.577"
2021-07-10 18:00:00,"A.S. VIGO","26.373","110","960","24.982","8","0","534.702","274.763","439","75.069"
2021-07-10 18:00:00,"GALICIA","133.617","522","4.561","126.642","56","11","2.415.188","1.015.845","2.439","607.000"
2021-07-11 18:00:00,"A.S. A CORUÑA E CEE","31.990","90","957","30.446","18","3","547.660","157.426","602","194.087"
2021-07-11 18:00:00,"A.S. FERROL","8.930","16","192","8.515","5","3","154.321","63.472","217","17.359"
2021-07-11 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","13.668","32","467","12.979","5","1","267.243","140.041","217","45.371"
2021-07-11 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","16.968","178","980","15.571","10","0","274.740","135.929","418","81.887"
2021-07-11 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","15.443","103","869","14.393","8","4","259.366","95.717","181","90.224"
2021-07-11 18:00:00,"A.S. SANTIAGO E BARBANZA","20.758","57","535","19.870","4","0","381.455","149.404","365","105.963"
2021-07-11 18:00:00,"A.S. VIGO","26.490","116","1.058","25.001","5","0","536.037","275.171","439","75.310"
2021-07-11 18:00:00,"GALICIA","134.247","592","5.058","126.775","55","11","2.420.822","1.017.160","2.439","610.201"
2021-07-12 18:00:00,"A.S. A CORUÑA E CEE","32.083","94","1.027","30.469","16","4","548.236","157.668","602","194.471"
2021-07-12 18:00:00,"A.S. FERROL","8.958","28","217","8.518","5","2","154.568","63.493","217","17.435"
2021-07-12 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","13.707","37","496","12.989","5","1","267.566","140.104","217","45.545"
2021-07-12 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","17.090","119","1.092","15.581","10","0","275.281","136.015","418","82.386"
2021-07-12 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","15.594","141","1.005","14.408","9","3","259.846","95.939","181","90.772"
2021-07-12 18:00:00,"A.S. SANTIAGO E BARBANZA","20.811","50","577","19.881","5","0","381.861","149.588","365","106.376"
2021-07-12 18:00:00,"A.S. VIGO","26.746","260","1.270","25.045","3","0","538.321","275.656","439","75.648"
2021-07-12 18:00:00,"GALICIA","134.989","729","5.684","126.891","53","10","2.425.679","1.018.463","2.439","612.633"
2021-07-13 18:00:00,"A.S. A CORUÑA E CEE","32.180","111","1.086","30.507","17","4","550.005","157.716","602","194.982"
2021-07-13 18:00:00,"A.S. FERROL","8.983","24","231","8.529","3","2","154.840","63.498","217","17.551"
2021-07-13 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","13.765","59","539","13.004","2","1","268.071","140.108","217","45.743"
2021-07-13 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","17.253","163","1.243","15.593","12","0","275.916","136.035","418","82.940"
2021-07-13 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","15.747","153","1.139","14.427","10","3","260.305","96.025","181","91.491"
2021-07-13 18:00:00,"A.S. SANTIAGO E BARBANZA","20.922","106","671","19.898","6","0","382.752","149.620","365","106.962"
2021-07-13 18:00:00,"A.S. VIGO","26.905","164","1.389","25.085","7","0","539.593","275.898","439","76.059"
2021-07-13 18:00:00,"GALICIA","135.755","780","6.298","127.043","57","10","2.431.482","1.018.900","2.439","615.728"
2021-07-14 18:00:00,"A.S. A CORUÑA E CEE","32.331","149","1.191","30.552","18","4","551.940","157.867","603","195.435"
2021-07-14 18:00:00,"A.S. FERROL","9.023","39","264","8.535","3","2","155.175","63.527","218","17.684"
2021-07-14 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","13.869","105","631","13.016","3","2","268.787","140.156","217","46.024"
2021-07-14 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","17.467","214","1.429","15.621","18","3","277.175","136.161","418","83.564"
2021-07-14 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","15.939","183","1.285","14.473","8","3","261.147","96.320","181","92.473"
2021-07-14 18:00:00,"A.S. SANTIAGO E BARBANZA","21.084","165","817","19.914","5","0","383.873","149.787","365","108.304"
2021-07-14 18:00:00,"A.S. VIGO","27.139","227","1.591","25.117","10","0","540.640","276.422","439","76.405"
2021-07-14 18:00:00,"GALICIA","136.852","1.082","7.208","127.228","65","14","2.438.737","1.020.240","2.441","619.889"
2021-07-15 18:00:00,"A.S. A CORUÑA E CEE","32.522","184","1.330","30.604","19","5","553.988","158.166","603","196.040"
2021-07-15 18:00:00,"A.S. FERROL","9.076","52","301","8.551","5","2","155.528","63.586","218","17.802"
2021-07-15 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","13.972","100","700","13.050","8","0","269.460","140.265","217","46.295"
2021-07-15 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","17.681","207","1.617","15.647","15","3","278.246","136.347","418","84.996"
2021-07-15 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","16.243","263","1.550","14.512","11","3","261.864","97.194","181","93.637"
2021-07-15 18:00:00,"A.S. SANTIAGO E BARBANZA","21.265","178","976","19.936","7","0","385.685","149.997","365","110.068"
2021-07-15 18:00:00,"A.S. VIGO","27.435","269","1.845","25.159","17","1","542.369","277.221","439","76.846"
2021-07-15 18:00:00,"GALICIA","138.194","1.253","8.319","127.459","82","14","2.447.140","1.022.776","2.441","625.684"
2021-07-16 18:00:00,"A.S. A CORUÑA E CEE","32.756","232","1.517","30.651","15","6","556.159","158.588","603","196.524"
2021-07-16 18:00:00,"A.S. FERROL","9.133","55","349","8.560","6","3","155.931","63.704","218","17.921"
2021-07-16 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","14.093","119","797","13.074","9","0","270.326","140.398","217","46.565"
2021-07-16 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","17.893","207","1.778","15.697","19","4","279.229","136.528","419","87.043"
2021-07-16 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","16.464","187","1.709","14.574","8","5","262.633","97.712","181","94.928"
2021-07-16 18:00:00,"A.S. SANTIAGO E BARBANZA","21.438","166","1.137","19.948","7","0","386.494","150.241","365","111.590"
2021-07-16 18:00:00,"A.S. VIGO","27.755","292","2.130","25.194","15","2","543.918","277.722","439","77.321"
2021-07-16 18:00:00,"GALICIA","139.532","1.258","9.417","127.698","79","20","2.454.690","1.024.893","2.442","631.892"
2021-07-17 18:00:00,"A.S. A CORUÑA E CEE","33.007","256","1.730","30.689","19","8","558.271","158.764","603","197.035"
2021-07-17 18:00:00,"A.S. FERROL","9.178","45","382","8.572","6","3","156.430","63.742","218","17.989"
2021-07-17 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","14.241","149","936","13.083","10","0","271.132","140.495","217","46.784"
2021-07-17 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","18.090","198","1.948","15.724","24","4","280.379","136.613","419","88.532"
2021-07-17 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","16.620","188","1.797","14.642","11","5","263.583","97.965","181","95.825"
2021-07-17 18:00:00,"A.S. SANTIAGO E BARBANZA","21.581","146","1.251","19.977","10","0","387.381","150.386","365","113.402"
2021-07-17 18:00:00,"A.S. VIGO","27.985","235","2.319","25.235","20","2","545.081","277.989","439","77.625"
2021-07-17 18:00:00,"GALICIA","140.702","1.217","10.363","127.922","100","22","2.462.257","1.025.954","2.442","637.192"
2021-07-18 18:00:00,"A.S. A CORUÑA E CEE","33.231","210","1.898","30.745","21","8","559.481","159.344","603","197.419"
2021-07-18 18:00:00,"A.S. FERROL","9.225","42","425","8.576","10","4","156.737","63.895","218","18.061"
2021-07-18 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","14.349","106","1.023","13.104","13","0","271.764","140.684","217","46.994"
2021-07-18 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","18.201","109","2.014","15.769","26","4","281.266","136.831","419","88.830"
2021-07-18 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","16.764","150","1.879","14.704","14","4","264.253","98.648","181","96.352"
2021-07-18 18:00:00,"A.S. SANTIAGO E BARBANZA","21.707","122","1.357","19.997","11","0","388.389","150.754","365","113.840"
2021-07-18 18:00:00,"A.S. VIGO","28.200","224","2.490","25.279","24","1","546.250","279.093","439","77.893"
2021-07-18 18:00:00,"GALICIA","141.677","963","11.086","128.174","119","21","2.468.140","1.029.249","2.442","639.389"
2021-07-19 18:00:00,"A.S. A CORUÑA E CEE","33.450","207","2.094","30.768","18","9","560.853","159.531","603","197.991"
2021-07-19 18:00:00,"A.S. FERROL","9.263","42","455","8.584","10","3","156.920","63.921","218","18.158"
2021-07-19 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","14.484","117","1.139","13.123","14","0","272.433","140.808","217","47.318"
2021-07-19 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","18.299","89","2.086","15.795","36","2","281.906","136.939","419","89.299"
