"fecha","codigo_municipio","municipio","habitantes","casos_14d","casos_14d_min","casos_14d_max","IA14","IA14_min","IA14_max"
"2021-01-10","15002","Ames",31793,121,NA,NA,380.58692164942,NA,NA
"2021-01-10","27006","Becerreá",2818,NA,1,9,NA,35.486160397445,319.375443577005
"2021-01-10","15038","Frades",2339,NA,1,9,NA,42.7533133817871,384.779820436084
"2021-01-10","27052","Ribas de Sil",947,0,NA,NA,0,NA,NA
"2021-01-10","36030","Mondariz",4440,NA,1,9,NA,22.5225225225225,202.702702702703
"2021-01-10","36044","Pontecesures",3052,39,NA,NA,1277.8505897772,NA,NA
"2021-01-10","36015","Cuntis",4677,24,NA,NA,513.149454778704,NA,NA
"2021-01-10","27051","Ribadeo",9854,22,NA,NA,223.259590014207,NA,NA
"2021-01-10","32091","Vilardevós",1846,NA,1,9,NA,54.1711809317443,487.540628385699
"2021-01-10","36009","A Cañiza",5180,15,NA,NA,289.57528957529,NA,NA
"2021-01-10","15042","Lousame",3338,19,NA,NA,569.203115638107,NA,NA
"2021-01-10","32026","Coles",3050,NA,1,9,NA,32.7868852459016,295.081967213115
"2021-01-10","36902","Cerdedo-Cotobade",5699,NA,1,9,NA,17.5469380593087,157.922442533778
"2021-01-10","36027","Meaño",5272,NA,1,9,NA,18.9681335356601,170.713201820941
"2021-01-10","32012","Os Blancos",766,NA,1,9,NA,130.548302872063,1174.93472584856
"2021-01-10","32035","O Irixo",1466,NA,1,9,NA,68.212824010914,613.915416098227
"2021-01-10","15021","Carral",6408,37,NA,NA,577.403245942572,NA,NA
"2021-01-10","15082","Teo",18579,48,NA,NA,258.356208622638,NA,NA
"2021-01-10","32084","Verea",943,0,NA,NA,0,NA,NA
"2021-01-10","27019","Foz",9980,NA,1,9,NA,10.0200400801603,90.1803607214429
"2021-01-10","32069","Ribadavia",5024,15,NA,NA,298.566878980892,NA,NA
"2021-01-10","15049","Moeche",1226,NA,1,9,NA,81.5660685154976,734.094616639478
"2021-01-10","32061","Piñor",1176,NA,1,9,NA,85.0340136054422,765.30612244898
"2021-01-10","32021","Castrelo do Val",984,NA,1,9,NA,101.626016260163,914.634146341463
"2021-01-10","27007","Begonte",3026,NA,1,9,NA,33.0469266358229,297.422339722406
"2021-01-10","36008","Cangas",26542,53,NA,NA,199.683520458142,NA,NA
"2021-01-10","15091","Vilarmaior",1226,NA,1,9,NA,81.5660685154976,734.094616639478
"2021-01-10","36034","As Neves",3841,NA,1,9,NA,26.0348867482426,234.313980734184
"2021-01-10","27020","Friol",3744,0,NA,NA,0,NA,NA
"2021-01-10","32072","A Rúa",4314,NA,1,9,NA,23.1803430690774,208.623087621697
"2021-01-10","32082","Trasmiras",1286,NA,1,9,NA,77.7604976671851,699.844479004666
"2021-01-10","15081","As Somozas",1098,0,NA,NA,0,NA,NA
"2021-01-10","15083","Toques",1124,NA,1,9,NA,88.9679715302491,800.711743772242
"2021-01-10","36055","Tui",16701,135,NA,NA,808.334830249686,NA,NA
"2021-01-10","27034","Navia de Suarna",1081,0,NA,NA,0,NA,NA
"2021-01-10","15068","Ponteceso",5502,NA,1,9,NA,18.1752090149037,163.576881134133
"2021-01-10","32013","Boborás",2285,NA,1,9,NA,43.7636761487965,393.873085339168
"2021-01-10","27041","Pantón",2542,NA,1,9,NA,39.33910306845,354.05192761605
"2021-01-10","27029","Meira",1725,NA,1,9,NA,57.9710144927536,521.739130434783
"2021-01-10","27038","Ourol",1018,NA,1,9,NA,98.2318271119843,884.086444007859
"2021-01-10","27062","Triacastela",641,0,NA,NA,0,NA,NA
"2021-01-10","32068","Ramirás",1584,NA,1,9,NA,63.1313131313131,568.181818181818
"2021-01-10","15086","Trazo",3113,19,NA,NA,610.343719884356,NA,NA
"2021-01-10","27060","Taboada",2756,NA,1,9,NA,36.2844702467344,326.56023222061
"2021-01-10","36047","Rodeiro",2437,NA,1,9,NA,41.0340582683627,369.306524415265
"2021-01-10","36024","Lalín",20218,22,NA,NA,108.813928182807,NA,NA
"2021-01-10","15048","Miño",6200,NA,1,9,NA,16.1290322580645,145.161290322581
"2021-01-10","36032","Moraña",4179,NA,1,9,NA,23.9291696578129,215.362526920316
"2021-01-10","15051","Mugardos",5245,NA,1,9,NA,19.0657769304099,171.591992373689
"2021-01-10","32070","San Xoán de Río",531,11,NA,NA,2071.56308851224,NA,NA
"2021-01-10","32087","Vilamarín",1854,22,NA,NA,1186.6235167206,NA,NA
"2021-01-10","27001","Abadín",2367,NA,1,9,NA,42.247570764681,380.228136882129
"2021-01-10","36046","Ribadumia",5052,NA,1,9,NA,19.7941409342835,178.147268408551
"2021-01-10","32059","A Peroxa",1819,NA,1,9,NA,54.9752611324904,494.777350192413
"2021-01-10","32027","Cortegada",1085,0,NA,NA,0,NA,NA
