"fecha","codigo_municipio","municipio","habitantes","casos_14d","casos_14d_min","casos_14d_max","IA14","IA14_min","IA14_max"
"2021-01-16","15002","Ames",31793,142,NA,NA,446.639197307583,NA,NA
"2021-01-16","27006","Becerreá",2818,0,NA,NA,0,NA,NA
"2021-01-16","15038","Frades",2339,10,NA,NA,427.533133817871,NA,NA
"2021-01-16","27052","Ribas de Sil",947,NA,1,9,NA,105.596620908131,950.369588173178
"2021-01-16","36030","Mondariz",4440,35,NA,NA,788.288288288288,NA,NA
"2021-01-16","36044","Pontecesures",3052,59,NA,NA,1933.15858453473,NA,NA
"2021-01-16","36015","Cuntis",4677,33,NA,NA,705.580500320718,NA,NA
"2021-01-16","27051","Ribadeo",9854,19,NA,NA,192.815100466816,NA,NA
"2021-01-16","32091","Vilardevós",1846,NA,1,9,NA,54.1711809317443,487.540628385699
"2021-01-16","36009","A Cañiza",5180,47,NA,NA,907.335907335907,NA,NA
"2021-01-16","15042","Lousame",3338,17,NA,NA,509.286998202516,NA,NA
"2021-01-16","32026","Coles",3050,31,NA,NA,1016.39344262295,NA,NA
"2021-01-16","36902","Cerdedo-Cotobade",5699,NA,1,9,NA,17.5469380593087,157.922442533778
"2021-01-16","36027","Meaño",5272,12,NA,NA,227.617602427921,NA,NA
"2021-01-16","32012","Os Blancos",766,NA,1,9,NA,130.548302872063,1174.93472584856
"2021-01-16","32035","O Irixo",1466,NA,1,9,NA,68.212824010914,613.915416098227
"2021-01-16","15021","Carral",6408,25,NA,NA,390.137328339576,NA,NA
"2021-01-16","15082","Teo",18579,51,NA,NA,274.503471661553,NA,NA
"2021-01-16","32084","Verea",943,0,NA,NA,0,NA,NA
"2021-01-16","27019","Foz",9980,NA,1,9,NA,10.0200400801603,90.1803607214429
"2021-01-16","32069","Ribadavia",5024,41,NA,NA,816.082802547771,NA,NA
"2021-01-16","15049","Moeche",1226,12,NA,NA,978.792822185971,NA,NA
"2021-01-16","32061","Piñor",1176,0,NA,NA,0,NA,NA
"2021-01-16","32021","Castrelo do Val",984,NA,1,9,NA,101.626016260163,914.634146341463
"2021-01-16","27007","Begonte",3026,0,NA,NA,0,NA,NA
"2021-01-16","36008","Cangas",26542,55,NA,NA,207.218747645241,NA,NA
"2021-01-16","15091","Vilarmaior",1226,NA,1,9,NA,81.5660685154976,734.094616639478
"2021-01-16","36034","As Neves",3841,15,NA,NA,390.52330122364,NA,NA
"2021-01-16","27020","Friol",3744,NA,1,9,NA,26.7094017094017,240.384615384615
"2021-01-16","32072","A Rúa",4314,NA,1,9,NA,23.1803430690774,208.623087621697
"2021-01-16","32082","Trasmiras",1286,13,NA,NA,1010.88646967341,NA,NA
"2021-01-16","15081","As Somozas",1098,NA,1,9,NA,91.0746812386157,819.672131147541
"2021-01-16","15083","Toques",1124,NA,1,9,NA,88.9679715302491,800.711743772242
"2021-01-16","36055","Tui",16701,159,NA,NA,952.038800071852,NA,NA
"2021-01-16","27034","Navia de Suarna",1081,0,NA,NA,0,NA,NA
"2021-01-16","15068","Ponteceso",5502,NA,1,9,NA,18.1752090149037,163.576881134133
"2021-01-16","32013","Boborás",2285,NA,1,9,NA,43.7636761487965,393.873085339168
"2021-01-16","27041","Pantón",2542,NA,1,9,NA,39.33910306845,354.05192761605
"2021-01-16","27029","Meira",1725,NA,1,9,NA,57.9710144927536,521.739130434783
"2021-01-16","27038","Ourol",1018,NA,1,9,NA,98.2318271119843,884.086444007859
"2021-01-16","27062","Triacastela",641,0,NA,NA,0,NA,NA
"2021-01-16","32068","Ramirás",1584,12,NA,NA,757.575757575758,NA,NA
"2021-01-16","15086","Trazo",3113,26,NA,NA,835.207195631224,NA,NA
"2021-01-16","27060","Taboada",2756,NA,1,9,NA,36.2844702467344,326.56023222061
"2021-01-16","36047","Rodeiro",2437,NA,1,9,NA,41.0340582683627,369.306524415265
"2021-01-16","36024","Lalín",20218,34,NA,NA,168.166979918884,NA,NA
"2021-01-16","15048","Miño",6200,NA,1,9,NA,16.1290322580645,145.161290322581
"2021-01-16","36032","Moraña",4179,18,NA,NA,430.725053840632,NA,NA
"2021-01-16","15051","Mugardos",5245,21,NA,NA,400.381315538608,NA,NA
"2021-01-16","32070","San Xoán de Río",531,10,NA,NA,1883.23917137476,NA,NA
"2021-01-16","32087","Vilamarín",1854,25,NA,NA,1348.43581445523,NA,NA
"2021-01-16","27001","Abadín",2367,NA,1,9,NA,42.247570764681,380.228136882129
"2021-01-16","36046","Ribadumia",5052,12,NA,NA,237.529691211401,NA,NA
"2021-01-16","32059","A Peroxa",1819,15,NA,NA,824.628916987356,NA,NA
"2021-01-16","32027","Cortegada",1085,NA,1,9,NA,92.1658986175115,829.493087557604
"2021-01-16","32039","Laza",1228,NA,1,9,NA,81.4332247557003,732.899022801303
"2021-01-16","32048","A Mezquita",1023,NA,1,9,NA,97.7517106549365,879.765395894428
"2021-01-16","36021","Gondomar",14286,51,NA,NA,356.992860142797,NA,NA
"2021-01-16","15043","Malpica de Bergantiños",5391,10,NA,NA,185.494342422556,NA,NA
"2021-01-16","36038","Pontevedra",83029,190,NA,NA,228.835708005637,NA,NA
"2021-01-16","36056","Valga",5869,88,NA,NA,1499.40364627705,NA,NA
"2021-01-16","32019","O Carballiño",14027,45,NA,NA,320.809866685678,NA,NA
"2021-01-16","15062","Outes",6282,34,NA,NA,541.228907991086,NA,NA
"2021-01-16","36048","O Rosal",6234,45,NA,NA,721.847930702599,NA,NA
"2021-01-16","36036","Oia",3053,47,NA,NA,1539.46937438585,NA,NA
"2021-01-16","15025","Cerdido",1113,NA,1,9,NA,89.8472596585804,808.625336927224
"2021-01-16","27057","Sarria",13330,18,NA,NA,135.03375843961,NA,NA
"2021-01-16","36052","Silleda",8687,58,NA,NA,667.664326004374,NA,NA
"2021-01-16","27043","O Páramo",1366,0,NA,NA,0,NA,NA
"2021-01-16","15061","Ortigueira",5671,62,NA,NA,1093.28160818198,NA,NA
"2021-01-16","15080","Sobrado",1758,15,NA,NA,853.242320819113,NA,NA
"2021-01-16","32085","Verín",13723,134,NA,NA,976.462872549734,NA,NA
"2021-01-16","27015","Cospeito",4484,NA,1,9,NA,22.3015165031222,200.7136485281
"2021-01-16","15013","Brión",7837,42,NA,NA,535.919356896772,NA,NA
"2021-01-16","36013","Covelo",2396,13,NA,NA,542.570951585977,NA,NA
"2021-01-16","32075","San Cibrao das Viñas",5405,13,NA,NA,240.518038852914,NA,NA
"2021-01-16","15016","Camariñas",5272,104,NA,NA,1972.68588770865,NA,NA
"2021-01-16","15084","Tordoia",3299,13,NA,NA,394.058805698697,NA,NA
"2021-01-16","15017","Cambre",24648,120,NA,NA,486.854917234664,NA,NA
"2021-01-16","32025","Cenlle",1120,NA,1,9,NA,89.2857142857143,803.571428571428
"2021-01-16","32007","Baños de Molgas",1519,0,NA,NA,0,NA,NA
"2021-01-16","36007","Campo Lameiro",1817,NA,1,9,NA,55.0357732526142,495.321959273528
"2021-01-16","32009","O Barco de Valdeorras",13395,NA,1,9,NA,7.46547219111609,67.1892497200448
"2021-01-16","36019","Fornelos de Montes",1616,0,NA,NA,0,NA,NA
"2021-01-16","36020","Agolada",2344,NA,1,9,NA,42.6621160409556,383.959044368601
"2021-01-16","36033","Mos",15078,41,NA,NA,271.919352699297,NA,NA
"2021-01-16","32005","Baltar",962,NA,1,9,NA,103.950103950104,935.550935550936
"2021-01-16","27054","Riotorto",1262,NA,1,9,NA,79.2393026941363,713.153724247227
"2021-01-16","32053","Oímbra",1712,12,NA,NA,700.934579439252,NA,NA
"2021-01-16","15039","Irixoa",1334,NA,1,9,NA,74.9625187406297,674.662668665667
"2021-01-16","15028","Corcubión",1589,NA,1,9,NA,62.9326620516048,566.393958464443
"2021-01-16","27902","Burela",9588,49,NA,NA,511.055486024197,NA,NA
"2021-01-16","36040","Portas",2940,NA,1,9,NA,34.0136054421769,306.122448979592
"2021-01-16","15011","Boiro",18838,70,NA,NA,371.589340694341,NA,NA
"2021-01-16","27053","Ribeira de Piquín",528,0,NA,NA,0,NA,NA
"2021-01-16","15009","Betanzos",12959,42,NA,NA,324.099081719268,NA,NA
"2021-01-16","27009","Carballedo",2193,NA,1,9,NA,45.5996352029184,410.396716826265
