"fecha","codigo_municipio","municipio","habitantes","casos_14d","casos_14d_min","casos_14d_max","IA14","IA14_min","IA14_max"
"2021-02-03","15002","Ames",31793,208,NA,NA,654.232063661812,NA,NA
"2021-02-03","27006","Becerreá",2818,10,NA,NA,354.86160397445,NA,NA
"2021-02-03","15038","Frades",2339,22,NA,NA,940.572894399316,NA,NA
"2021-02-03","27052","Ribas de Sil",947,16,NA,NA,1689.54593453009,NA,NA
"2021-02-03","36030","Mondariz",4440,66,NA,NA,1486.48648648649,NA,NA
"2021-02-03","36044","Pontecesures",3052,68,NA,NA,2228.04718217562,NA,NA
"2021-02-03","36015","Cuntis",4677,28,NA,NA,598.674363908488,NA,NA
"2021-02-03","27051","Ribadeo",9854,26,NA,NA,263.852242744063,NA,NA
"2021-02-03","32091","Vilardevós",1846,16,NA,NA,866.738894907909,NA,NA
"2021-02-03","36009","A Cañiza",5180,113,NA,NA,2181.46718146718,NA,NA
"2021-02-03","15042","Lousame",3338,NA,1,9,NA,29.9580587177951,269.622528460156
"2021-02-03","32026","Coles",3050,45,NA,NA,1475.40983606557,NA,NA
"2021-02-03","36902","Cerdedo-Cotobade",5699,24,NA,NA,421.126513423408,NA,NA
"2021-02-03","36027","Meaño",5272,30,NA,NA,569.044006069803,NA,NA
"2021-02-03","32012","Os Blancos",766,NA,1,9,NA,130.548302872063,1174.93472584856
"2021-02-03","32035","O Irixo",1466,NA,1,9,NA,68.212824010914,613.915416098227
"2021-02-03","15021","Carral",6408,56,NA,NA,873.907615480649,NA,NA
"2021-02-03","15082","Teo",18579,100,NA,NA,538.242101297163,NA,NA
"2021-02-03","32084","Verea",943,21,NA,NA,2226.93531283139,NA,NA
"2021-02-03","27019","Foz",9980,10,NA,NA,100.200400801603,NA,NA
"2021-02-03","32069","Ribadavia",5024,33,NA,NA,656.847133757962,NA,NA
"2021-02-03","15049","Moeche",1226,67,NA,NA,5464.92659053834,NA,NA
"2021-02-03","32061","Piñor",1176,NA,1,9,NA,85.0340136054422,765.30612244898
"2021-02-03","32021","Castrelo do Val",984,NA,1,9,NA,101.626016260163,914.634146341463
"2021-02-03","27007","Begonte",3026,17,NA,NA,561.797752808989,NA,NA
"2021-02-03","36008","Cangas",26542,127,NA,NA,478.48692638083,NA,NA
"2021-02-03","15091","Vilarmaior",1226,10,NA,NA,815.660685154975,NA,NA
"2021-02-03","36034","As Neves",3841,48,NA,NA,1249.67456391565,NA,NA
"2021-02-03","27020","Friol",3744,16,NA,NA,427.350427350427,NA,NA
"2021-02-03","32072","A Rúa",4314,21,NA,NA,486.787204450626,NA,NA
"2021-02-03","32082","Trasmiras",1286,18,NA,NA,1399.68895800933,NA,NA
"2021-02-03","15081","As Somozas",1098,12,NA,NA,1092.89617486339,NA,NA
"2021-02-03","15083","Toques",1124,NA,1,9,NA,88.9679715302491,800.711743772242
"2021-02-03","36055","Tui",16701,175,NA,NA,1047.84144661996,NA,NA
"2021-02-03","27034","Navia de Suarna",1081,0,NA,NA,0,NA,NA
"2021-02-03","15068","Ponteceso",5502,30,NA,NA,545.25627044711,NA,NA
"2021-02-03","32013","Boborás",2285,15,NA,NA,656.455142231947,NA,NA
"2021-02-03","27041","Pantón",2542,25,NA,NA,983.477576711251,NA,NA
"2021-02-03","27029","Meira",1725,NA,1,9,NA,57.9710144927536,521.739130434783
"2021-02-03","27038","Ourol",1018,NA,1,9,NA,98.2318271119843,884.086444007859
"2021-02-03","27062","Triacastela",641,NA,1,9,NA,156.00624024961,1404.05616224649
"2021-02-03","32068","Ramirás",1584,NA,1,9,NA,63.1313131313131,568.181818181818
"2021-02-03","15086","Trazo",3113,14,NA,NA,449.726951493736,NA,NA
"2021-02-03","27060","Taboada",2756,10,NA,NA,362.844702467344,NA,NA
"2021-02-03","36047","Rodeiro",2437,NA,1,9,NA,41.0340582683627,369.306524415265
"2021-02-03","36024","Lalín",20218,83,NA,NA,410.525274507864,NA,NA
"2021-02-03","15048","Miño",6200,40,NA,NA,645.161290322581,NA,NA
"2021-02-03","36032","Moraña",4179,49,NA,NA,1172.52931323283,NA,NA
"2021-02-03","15051","Mugardos",5245,61,NA,NA,1163.012392755,NA,NA
"2021-02-03","32070","San Xoán de Río",531,NA,1,9,NA,188.323917137476,1694.91525423729
"2021-02-03","32087","Vilamarín",1854,NA,1,9,NA,53.9374325782093,485.436893203883
"2021-02-03","27001","Abadín",2367,NA,1,9,NA,42.247570764681,380.228136882129
"2021-02-03","36046","Ribadumia",5052,33,NA,NA,653.206650831354,NA,NA
"2021-02-03","32059","A Peroxa",1819,NA,1,9,NA,54.9752611324904,494.777350192413
"2021-02-03","32027","Cortegada",1085,NA,1,9,NA,92.1658986175115,829.493087557604
"2021-02-03","32039","Laza",1228,NA,1,9,NA,81.4332247557003,732.899022801303
"2021-02-03","32048","A Mezquita",1023,NA,1,9,NA,97.7517106549365,879.765395894428
"2021-02-03","36021","Gondomar",14286,64,NA,NA,447.991040179196,NA,NA
"2021-02-03","15043","Malpica de Bergantiños",5391,61,NA,NA,1131.51548877759,NA,NA
"2021-02-03","36038","Pontevedra",83029,566,NA,NA,681.68953016416,NA,NA
"2021-02-03","36056","Valga",5869,107,NA,NA,1823.1385244505,NA,NA
"2021-02-03","32019","O Carballiño",14027,99,NA,NA,705.781706708491,NA,NA
"2021-02-03","15062","Outes",6282,26,NA,NA,413.880929640242,NA,NA
"2021-02-03","36048","O Rosal",6234,54,NA,NA,866.217516843118,NA,NA
"2021-02-03","36036","Oia",3053,26,NA,NA,851.621356043236,NA,NA
"2021-02-03","15025","Cerdido",1113,12,NA,NA,1078.16711590296,NA,NA
"2021-02-03","27057","Sarria",13330,174,NA,NA,1305.3263315829,NA,NA
"2021-02-03","36052","Silleda",8687,110,NA,NA,1266.25992862899,NA,NA
"2021-02-03","27043","O Páramo",1366,0,NA,NA,0,NA,NA
"2021-02-03","15061","Ortigueira",5671,87,NA,NA,1534.12096631987,NA,NA
"2021-02-03","15080","Sobrado",1758,NA,1,9,NA,56.8828213879408,511.945392491468
"2021-02-03","32085","Verín",13723,145,NA,NA,1056.62027253516,NA,NA
"2021-02-03","27015","Cospeito",4484,NA,1,9,NA,22.3015165031222,200.7136485281
"2021-02-03","15013","Brión",7837,43,NA,NA,548.67934158479,NA,NA
"2021-02-03","36013","Covelo",2396,35,NA,NA,1460.76794657763,NA,NA
"2021-02-03","32075","San Cibrao das Viñas",5405,22,NA,NA,407.030527289547,NA,NA
"2021-02-03","15016","Camariñas",5272,31,NA,NA,588.012139605463,NA,NA
"2021-02-03","15084","Tordoia",3299,28,NA,NA,848.742043043346,NA,NA
"2021-02-03","15017","Cambre",24648,261,NA,NA,1058.90944498539,NA,NA
"2021-02-03","32025","Cenlle",1120,NA,1,9,NA,89.2857142857143,803.571428571428
"2021-02-03","32007","Baños de Molgas",1519,NA,1,9,NA,65.8327847267939,592.495062541146
"2021-02-03","36007","Campo Lameiro",1817,11,NA,NA,605.393505778756,NA,NA
"2021-02-03","32009","O Barco de Valdeorras",13395,62,NA,NA,462.859275849198,NA,NA
"2021-02-03","36019","Fornelos de Montes",1616,12,NA,NA,742.574257425743,NA,NA
"2021-02-03","36020","Agolada",2344,25,NA,NA,1066.55290102389,NA,NA
"2021-02-03","36033","Mos",15078,82,NA,NA,543.838705398594,NA,NA
"2021-02-03","32005","Baltar",962,13,NA,NA,1351.35135135135,NA,NA
"2021-02-03","27054","Riotorto",1262,11,NA,NA,871.632329635499,NA,NA
"2021-02-03","32053","Oímbra",1712,54,NA,NA,3154.20560747664,NA,NA
"2021-02-03","15039","Irixoa",1334,NA,1,9,NA,74.9625187406297,674.662668665667
"2021-02-03","15028","Corcubión",1589,NA,1,9,NA,62.9326620516048,566.393958464443
"2021-02-03","27902","Burela",9588,40,NA,NA,417.188151856487,NA,NA
"2021-02-03","36040","Portas",2940,18,NA,NA,612.244897959184,NA,NA
"2021-02-03","15011","Boiro",18838,51,NA,NA,270.729376791592,NA,NA
"2021-02-03","27053","Ribeira de Piquín",528,0,NA,NA,0,NA,NA
"2021-02-03","15009","Betanzos",12959,219,NA,NA,1689.9452118219,NA,NA
"2021-02-03","27009","Carballedo",2193,NA,1,9,NA,45.5996352029184,410.396716826265
