"fecha","codigo_municipio","municipio","habitantes","casos_14d","casos_14d_min","casos_14d_max","IA14","IA14_min","IA14_max","casos_7d","casos_7d_min","casos_7d_max","IA7","IA7_min","IA7_max"
"2022-05-16","15002","Ames",31793,206,NA,NA,647.941370741987,NA,NA,87,NA,NA,273.645142012393,NA,NA
"2022-05-16","27006","Becerreá",2818,16,NA,NA,567.77856635912,NA,NA,NA,1,9,NA,35.486160397445,319.375443577005
"2022-05-16","15038","Frades",2339,13,NA,NA,555.793073963232,NA,NA,NA,1,9,NA,42.7533133817871,384.779820436084
"2022-05-16","27052","Ribas de Sil",947,13,NA,NA,1372.7560718057,NA,NA,NA,1,9,NA,105.596620908131,950.369588173178
"2022-05-16","36030","Mondariz",4440,28,NA,NA,630.630630630631,NA,NA,12,NA,NA,270.27027027027,NA,NA
"2022-05-16","36044","Pontecesures",3052,11,NA,NA,360.419397116645,NA,NA,NA,1,9,NA,32.7653997378768,294.888597640891
"2022-05-16","36015","Cuntis",4677,39,NA,NA,833.867864015394,NA,NA,19,NA,NA,406.243318366474,NA,NA
"2022-05-16","27051","Ribadeo",9854,50,NA,NA,507.408159123199,NA,NA,20,NA,NA,202.963263649279,NA,NA
"2022-05-16","32091","Vilardevós",1846,10,NA,NA,541.711809317443,NA,NA,NA,1,9,NA,54.1711809317443,487.540628385699
"2022-05-16","36009","A Cañiza",5180,27,NA,NA,521.235521235521,NA,NA,15,NA,NA,289.57528957529,NA,NA
"2022-05-16","15042","Lousame",3338,22,NA,NA,659.077291791492,NA,NA,NA,1,9,NA,29.9580587177951,269.622528460156
"2022-05-16","32026","Coles",3050,27,NA,NA,885.245901639344,NA,NA,NA,1,9,NA,32.7868852459016,295.081967213115
"2022-05-16","36902","Cerdedo-Cotobade",5699,36,NA,NA,631.689770135111,NA,NA,19,NA,NA,333.391823126864,NA,NA
"2022-05-16","36027","Meaño",5272,22,NA,NA,417.298937784522,NA,NA,NA,1,9,NA,18.9681335356601,170.713201820941
"2022-05-16","32012","Os Blancos",766,NA,1,9,NA,130.548302872063,1174.93472584856,NA,1,9,NA,130.548302872063,1174.93472584856
"2022-05-16","32035","O Irixo",1466,NA,1,9,NA,68.212824010914,613.915416098227,NA,1,9,NA,68.212824010914,613.915416098227
"2022-05-16","15021","Carral",6408,36,NA,NA,561.797752808989,NA,NA,13,NA,NA,202.871410736579,NA,NA
"2022-05-16","15082","Teo",18579,101,NA,NA,543.624522310135,NA,NA,34,NA,NA,183.002314441036,NA,NA
"2022-05-16","32084","Verea",943,NA,1,9,NA,106.044538706257,954.40084835631,NA,1,9,NA,106.044538706257,954.40084835631
"2022-05-16","27019","Foz",9980,35,NA,NA,350.701402805611,NA,NA,14,NA,NA,140.280561122244,NA,NA
"2022-05-16","32069","Ribadavia",5024,55,NA,NA,1094.74522292994,NA,NA,26,NA,NA,517.515923566879,NA,NA
"2022-05-16","15049","Moeche",1226,10,NA,NA,815.660685154975,NA,NA,NA,1,9,NA,81.5660685154976,734.094616639478
"2022-05-16","32061","Piñor",1176,NA,1,9,NA,85.0340136054422,765.30612244898,0,NA,NA,0,NA,NA
