"fecha","municipio","habitantes","casos_14d","casos_14d_min","casos_14d_max","IA14","IA14_min","IA14_max"
"2020-11-24","Bergondo",6633,19,NA,NA,286.446555103272,NA,NA
"2020-11-24","Carballeda de Avia",1286,NA,1,9,NA,77.7604976671851,699.844479004666
"2020-11-24","Chantada",8192,31,NA,NA,378.41796875,NA,NA
"2020-11-24","Beade",397,NA,NA,NA,NA,NA,NA
"2020-11-24","Pazos de Borbén",2999,14,NA,NA,466.822274091364,NA,NA
"2020-11-24","Carballo",31349,180,NA,NA,574.180994609078,NA,NA
"2020-11-24","Pol",1609,NA,1,9,NA,62.1504039776258,559.353635798633
"2020-11-24","Ordes",12674,36,NA,NA,284.046078586082,NA,NA
"2020-11-24","Barro",3680,NA,1,9,NA,27.1739130434783,244.565217391304
"2020-11-24","Valdoviño",6563,NA,1,9,NA,15.236934328813,137.132408959317
"2020-11-24","Moaña",19399,85,NA,NA,438.166915820403,NA,NA
"2020-11-24","Xinzo de Limia",9715,67,NA,NA,689.655172413793,NA,NA
"2020-11-24","Padrón",8384,10,NA,NA,119.274809160305,NA,NA
"2020-11-24","Rois",4512,23,NA,NA,509.751773049645,NA,NA
"2020-11-24","Cervo",4227,15,NA,NA,354.86160397445,NA,NA
"2020-11-24","A Pobra do Caramiñal",9338,11,NA,NA,117.798243735275,NA,NA
"2020-11-24","Rubiá",1393,NA,1,9,NA,71.7875089734386,646.087580760948
"2020-11-24","Padrenda",1748,NA,NA,NA,NA,NA,NA
"2020-11-24","Monforte de Lemos",18433,21,NA,NA,113.92611077958,NA,NA
"2020-11-24","Rianxo",11033,NA,1,9,NA,9.0637179370978,81.5734614338802
"2020-11-24","Ares",5732,13,NA,NA,226.796929518493,NA,NA
"2020-11-24","A Laracha",11347,42,NA,NA,370.141887723627,NA,NA
"2020-11-24","Santa Comba",9426,33,NA,NA,350.095480585614,NA,NA
"2020-11-24","Lourenzá",2140,NA,1,9,NA,46.7289719626168,420.560747663551
"2020-11-24","San Cristovo de Cea",2137,NA,NA,NA,NA,NA,NA
"2020-11-24","Maside",2705,NA,1,9,NA,36.9685767097967,332.71719038817
"2020-11-24","Vilamartín de Valdeorras",1790,NA,1,9,NA,55.8659217877095,502.793296089385
"2020-11-24","Cartelle",2642,NA,1,9,NA,37.8501135503407,340.651021953066
"2020-11-24","Muíños",1502,NA,1,9,NA,66.577896138482,599.201065246338
"2020-11-24","Forcarei",3388,NA,1,9,NA,29.5159386068477,265.643447461629
"2020-11-24","Vedra",5036,NA,1,9,NA,19.8570293884035,178.713264495631
"2020-11-24","Caldas de Reis",9785,32,NA,NA,327.031170158406,NA,NA
"2020-11-24","Ponte Caldelas",5494,NA,1,9,NA,18.201674554059,163.815070986531
"2020-11-24","Parada de Sil",538,NA,NA,NA,NA,NA,NA
"2020-11-24","Vilar de Barrio",1307,NA,NA,NA,NA,NA,NA
"2020-11-24","Nigrán",17675,45,NA,NA,254.596888260255,NA,NA
"2020-11-24","San Amaro",1089,NA,NA,NA,NA,NA,NA
"2020-11-24","Laxe",3016,10,NA,NA,331.564986737401,NA,NA
"2020-11-24","Abegondo",5406,13,NA,NA,240.47354790973,NA,NA
"2020-11-24","O Incio",1570,NA,1,9,NA,63.6942675159236,573.248407643312
"2020-11-24","Viveiro",15466,18,NA,NA,116.384326910643,NA,NA
"2020-11-24","Gomesende",732,NA,NA,NA,NA,NA,NA
"2020-11-24","A Merca",1913,NA,1,9,NA,52.2739153162572,470.465237846315
"2020-11-24","Dozón",1082,NA,NA,NA,NA,NA,NA
"2020-11-24","Boqueixón",4220,NA,1,9,NA,23.696682464455,213.270142180095
"2020-11-24","Bueu",12009,18,NA,NA,149.887584311766,NA,NA
"2020-11-24","Avión",1795,NA,1,9,NA,55.7103064066852,501.392757660167
"2020-11-24","O Bolo",884,NA,NA,NA,NA,NA,NA
"2020-11-24","O Porriño",19848,78,NA,NA,392.986698911729,NA,NA
"2020-11-24","Castro de Rei",5052,15,NA,NA,296.912114014252,NA,NA
"2020-11-24","Maceda",2872,NA,1,9,NA,34.8189415041783,313.370473537604
"2020-11-24","San Sadurniño",2822,NA,1,9,NA,35.4358610914245,318.922749822821
"2020-11-24","Toén",2355,NA,1,9,NA,42.4628450106157,382.165605095541
"2020-11-24","A Capela",1232,NA,1,9,NA,81.1688311688312,730.51948051948
"2020-11-24","Vigo",295364,1003,NA,NA,339.580991590038,NA,NA
"2020-11-24","Cambados",13744,63,NA,NA,458.381839348079,NA,NA
"2020-11-24","Ferrol",66065,189,NA,NA,286.081889048664,NA,NA
"2020-11-24","Paradela",1779,NA,1,9,NA,56.2113546936481,505.902192242833
"2020-11-24","As Nogais",1079,NA,NA,NA,NA,NA,NA
"2020-11-24","Muros",8556,10,NA,NA,116.877045348294,NA,NA
"2020-11-24","Meis",4791,28,NA,NA,584.429137967021,NA,NA
"2020-11-24","Barbadás",11037,22,NA,NA,199.329527951436,NA,NA
"2020-11-24","Cariño",3838,NA,1,9,NA,26.0552371026576,234.497133923919
"2020-11-24","Outeiro de Rei",5151,NA,1,9,NA,19.41370607649,174.72335468841
"2020-11-24","Arzúa",6041,NA,1,9,NA,16.553550736633,148.981956629697
"2020-11-24","Bande",1528,NA,1,9,NA,65.4450261780105,589.005235602094
"2020-11-24","A Teixeira",316,NA,1,9,NA,316.455696202532,2848.10126582278
"2020-11-24","Xermade",1806,NA,1,9,NA,55.3709856035437,498.338870431894
"2020-11-24","Curtis",3983,NA,1,9,NA,25.1067034898318,225.960331408486
"2020-11-24","Pontedeume",7777,47,NA,NA,604.346148900604,NA,NA
"2020-11-24","Baiona",12122,11,NA,NA,90.7441016333938,NA,NA
"2020-11-24","Castroverde",2617,NA,1,9,NA,38.2116927779901,343.905235001911
"2020-11-24","Catoira",3335,NA,NA,NA,NA,NA,NA
"2020-11-24","Xove",3273,11,NA,NA,336.083104185762,NA,NA
"2020-11-24","Paderne de Allariz",1384,NA,NA,NA,NA,NA,NA
"2020-11-24","Castro Caldelas",1224,NA,NA,NA,NA,NA,NA
"2020-11-24","Dumbría",2983,24,NA,NA,804.559168622192,NA,NA
"2020-11-24","Touro",3574,NA,NA,NA,NA,NA,NA
"2020-11-24","Arbo",2580,NA,1,9,NA,38.7596899224806,348.837209302326
"2020-11-24","Lugo",98276,310,NA,NA,315.438153771012,NA,NA
"2020-11-24","A Illa de Arousa",4926,10,NA,NA,203.004466098254,NA,NA
"2020-11-24","Esgos",1116,NA,NA,NA,NA,NA,NA
"2020-11-24","Portomarín",1471,NA,NA,NA,NA,NA,NA
"2020-11-24","Arteixo",32262,72,NA,NA,223.172772921704,NA,NA
"2020-11-24","A Fonsagrada",3465,NA,NA,NA,NA,NA,NA
"2020-11-24","Folgoso do Courel",1024,NA,NA,NA,NA,NA,NA
"2020-11-24","Calvos de Randín",770,NA,1,9,NA,129.87012987013,1168.83116883117
"2020-11-24","Muxía",4657,20,NA,NA,429.461026411853,NA,NA
"2020-11-24","Vilagarcía de Arousa",37456,56,NA,NA,149.508756941478,NA,NA
"2020-11-24","Guntín",2690,44,NA,NA,1635.68773234201,NA,NA
"2020-11-24","Allariz",6188,NA,1,9,NA,16.1603102779573,145.442792501616
"2020-11-24","Quintela de Leirado",619,NA,NA,NA,NA,NA,NA
"2020-11-24","Negreira",6827,16,NA,NA,234.363556466969,NA,NA
"2020-11-24","Salvaterra de Miño",9819,39,NA,NA,397.189123128628,NA,NA
"2020-11-24","Poio",17082,53,NA,NA,310.268118487297,NA,NA
"2020-11-24","A Bola",1156,NA,NA,NA,NA,NA,NA
"2020-11-24","Melón",1184,NA,1,9,NA,84.4594594594595,760.135135135135
"2020-11-24","Barreiros",2934,NA,1,9,NA,34.0831629175187,306.748466257669
"2020-11-24","A Pobra de Trives",2067,NA,1,9,NA,48.3792936623125,435.413642960813
"2020-11-24","Soutomaior",7395,19,NA,NA,256.930358350237,NA,NA
"2020-11-24","O Pino",4641,NA,1,9,NA,21.5470803706098,193.923723335488
"2020-11-24","Palas de Rei",3388,NA,1,9,NA,29.5159386068477,265.643447461629
"2020-11-24","Taboadela",1429,NA,NA,NA,NA,NA,NA
"2020-11-24","A Arnoia",1000,NA,NA,NA,NA,NA,NA
"2020-11-24","A Coruña",245711,463,NA,NA,188.432752298432,NA,NA
"2020-11-24","Samos",1278,NA,1,9,NA,78.2472613458529,704.225352112676
"2020-11-24","Paderne",2394,11,NA,NA,459.482038429407,NA,NA
"2020-11-24","Xunqueira de Ambía",1375,NA,NA,NA,NA,NA,NA
"2020-11-24","Rairiz de Veiga",1266,NA,1,9,NA,78.9889415481832,710.900473933649
"2020-11-24","Val do Dubra",3876,NA,1,9,NA,25.7997936016512,232.198142414861
"2020-11-24","O Corgo",3481,11,NA,NA,316.001149095088,NA,NA
"2020-11-24","Coirós",1824,NA,1,9,NA,54.8245614035088,493.421052631579
"2020-11-24","Rábade",1501,NA,1,9,NA,66.6222518321119,599.600266489007
"2020-11-24","Sada",15841,17,NA,NA,107.316457294363,NA,NA
"2020-11-24","Boimorto",1985,NA,1,9,NA,50.3778337531486,453.400503778338
"2020-11-24","Mondariz-Balneario",644,NA,1,9,NA,155.27950310559,1397.51552795031
"2020-11-24","Cee",7546,13,NA,NA,172.276702888948,NA,NA
"2020-11-24","Celanova",5649,NA,1,9,NA,17.7022481855196,159.320233669676
"2020-11-24","Lobeira",798,NA,1,9,NA,125.31328320802,1127.81954887218
"2020-11-24","A Baña",3450,15,NA,NA,434.782608695652,NA,NA
"2020-11-24","Vilanova de Arousa",10302,30,NA,NA,291.20559114735,NA,NA
"2020-11-24","Monterroso",3616,22,NA,NA,608.407079646018,NA,NA
"2020-11-24","A Pobra do Brollón",1648,NA,1,9,NA,60.6796116504854,546.116504854369
"2020-11-24","Oleiros",36075,59,NA,NA,163.548163548164,NA,NA
"2020-11-24","Carnota",3957,NA,1,9,NA,25.2716704574172,227.445034116755
"2020-11-24","A Pastoriza",3002,NA,1,9,NA,33.311125916056,299.800133244504
"2020-11-24","Monterrei",2529,NA,1,9,NA,39.5413206801107,355.871886120996
"2020-11-24","Vila de Cruces",5246,17,NA,NA,324.056423942051,NA,NA
"2020-11-24","Porqueira",815,NA,1,9,NA,122.699386503067,1104.29447852761
"2020-11-24","Mañón",1356,NA,NA,NA,NA,NA,NA
"2020-11-24","Oroso",7500,28,NA,NA,373.333333333333,NA,NA
"2020-11-24","Pontedeva",511,NA,NA,NA,NA,NA,NA
"2020-11-24","Bóveda",1481,NA,1,9,NA,67.5219446320054,607.697501688049
"2020-11-24","Montederramo",711,NA,NA,NA,NA,NA,NA
"2020-11-24","Fene",12944,32,NA,NA,247.218788627936,NA,NA
"2020-11-24","Cabana de Bergantiños",4248,53,NA,NA,1247.64595103578,NA,NA
"2020-11-24","A Gudiña",1254,NA,1,9,NA,79.7448165869219,717.703349282297
"2020-11-24","Cabanas",3281,NA,1,9,NA,30.4785126485827,274.306613837245
"2020-11-24","Vimianzo",7057,31,NA,NA,439.280147371404,NA,NA
"2020-11-24","Santiago de Compostela",97260,154,NA,NA,158.338474192885,NA,NA
"2020-11-24","A Guarda",9977,32,NA,NA,320.737696702416,NA,NA
"2020-11-24","Coristanco",6074,80,NA,NA,1317.08923279552,NA,NA
"2020-11-24","Punxín",693,NA,1,9,NA,144.300144300144,1298.7012987013
"2020-11-24","A Estrada",20479,62,NA,NA,302.749157673715,NA,NA
"2020-11-24","Tomiño",13499,41,NA,NA,303.726201940884,NA,NA
"2020-11-24","Neda",5079,14,NA,NA,275.64481197086,NA,NA
"2020-11-24","Vilalba",14072,177,NA,NA,1257.816941444,NA,NA
"2020-11-24","Muras",642,NA,NA,NA,NA,NA,NA
"2020-11-24","Mondoñedo",3568,NA,1,9,NA,28.0269058295964,252.242152466368
"2020-11-24","Sober",2312,NA,NA,NA,NA,NA,NA
"2020-11-24","A Veiga",889,NA,1,9,NA,112.485939257593,1012.37345331834
"2020-11-24","As Pontes de García Rodríguez",10138,36,NA,NA,355.099625172618,NA,NA
"2020-11-24","Vilasantar",1213,NA,1,9,NA,82.4402308326463,741.962077493817
"2020-11-24","Ribeira",26886,86,NA,NA,319.869076842967,NA,NA
"2020-11-24","Guitiriz",5484,NA,1,9,NA,18.2348650619985,164.113785557987
"2020-11-24","Carballeda de Valdeorras",1545,NA,NA,NA,NA,NA,NA
"2020-11-24","Redondela",29218,116,NA,NA,397.01553836676,NA,NA
"2020-11-24","Quiroga",3207,NA,1,9,NA,31.1817898347365,280.636108512629
"2020-11-24","A Pontenova",2264,NA,1,9,NA,44.1696113074205,397.526501766784
"2020-11-24","O Pereiro de Aguiar",6275,13,NA,NA,207.171314741036,NA,NA
"2020-11-24","Narón",39080,139,NA,NA,355.68065506653,NA,NA
"2020-11-24","Amoeiro",2280,NA,NA,NA,NA,NA,NA
"2020-11-24","A Lama",2445,22,NA,NA,899.795501022495,NA,NA
"2020-11-24","Baleira",1241,NA,NA,NA,NA,NA,NA
"2020-11-24","Santiso",1584,NA,1,9,NA,63.1313131313131,568.181818181818
"2020-11-24","Salceda de Caselas",9164,38,NA,NA,414.666084679179,NA,NA
"2020-11-24","Trabada",1118,NA,1,9,NA,89.4454382826476,805.008944543828
"2020-11-24","O Vicedo",1675,NA,NA,NA,NA,NA,NA
"2020-11-24","Petín",861,NA,1,9,NA,116.144018583043,1045.29616724739
"2020-11-24","Cervantes",1338,NA,NA,NA,NA,NA,NA
"2020-11-24","Ponteareas",22877,80,NA,NA,349.696201425012,NA,NA
"2020-11-24","Culleredo",30402,66,NA,NA,217.090980856523,NA,NA
"2020-11-24","Chandrexa de Queixa",456,NA,NA,NA,NA,NA,NA
"2020-11-24","Porto do Son",9171,35,NA,NA,381.637771235416,NA,NA
"2020-11-24","Sandiás",1206,NA,1,9,NA,82.9187396351576,746.268656716418
"2020-11-24","Larouco",429,NA,NA,NA,NA,NA,NA
"2020-11-24","Vilariño de Conso",519,NA,NA,NA,NA,NA,NA
"2020-11-24","Mesía",2530,NA,1,9,NA,39.5256916996047,355.731225296443
"2020-11-24","O Saviñao",3735,NA,1,9,NA,26.7737617135208,240.963855421687
"2020-11-24","Manzaneda",870,NA,NA,NA,NA,NA,NA
"2020-11-24","Marín",24319,69,NA,NA,283.728771742259,NA,NA
"2020-11-24","Leiro",1568,NA,1,9,NA,63.7755102040816,573.979591836735
"2020-11-24","Aranga",1849,NA,1,9,NA,54.0832882639264,486.749594375338
"2020-11-24","Vilaboa",5874,39,NA,NA,663.942798774259,NA,NA
"2020-11-24","Ourense",105233,187,NA,NA,177.700911311091,NA,NA
"2020-11-24","Entrimo",1140,NA,1,9,NA,87.719298245614,789.473684210526
"2020-11-24","Baralla",2556,NA,1,9,NA,39.1236306729264,352.112676056338
"2020-11-24","O Grove",10650,49,NA,NA,460.093896713615,NA,NA
"2020-11-24","Noia",14263,24,NA,NA,168.267545397182,NA,NA
"2020-11-24","Zas",4472,10,NA,NA,223.613595706619,NA,NA
"2020-11-24","Beariz",971,19,NA,NA,1956.745623069,NA,NA
"2020-11-24","Dodro",2768,16,NA,NA,578.034682080925,NA,NA
"2020-11-24","Castrelo de Miño",1349,NA,1,9,NA,74.1289844329133,667.160859896219
"2020-11-24","Cerceda",5001,41,NA,NA,819.836032793441,NA,NA
"2020-11-24","Cualedro",1679,NA,1,9,NA,59.5592614651578,536.03335318642
"2020-11-24","Monfero",1932,12,NA,NA,621.11801242236,NA,NA
"2020-11-24","Xunqueira de Espadanedo",745,NA,NA,NA,NA,NA,NA
"2020-11-24","Antas de Ulla",1976,NA,1,9,NA,50.6072874493927,455.465587044534
"2020-11-24","Nogueira de Ramuín",1998,NA,1,9,NA,50.05005005005,450.45045045045
"2020-11-24","Sarreaus",1162,NA,1,9,NA,86.0585197934596,774.526678141136
"2020-11-24","Sanxenxo",17347,75,NA,NA,432.351415230299,NA,NA
"2020-11-24","Pedrafita do Cebreiro",1001,NA,NA,NA,NA,NA,NA
"2020-11-24","O Valadouro",1991,NA,1,9,NA,50.2260170768458,452.034153691612
"2020-11-24","Crecente",2012,NA,1,9,NA,49.7017892644135,447.316103379722
"2020-11-24","Láncara",2605,11,NA,NA,422.264875239923,NA,NA
"2020-11-24","Viana do Bolo",2886,NA,1,9,NA,34.6500346500346,311.850311850312
"2020-11-24","Lobios",1708,NA,1,9,NA,58.5480093676815,526.932084309133
"2020-11-24","Riós",1516,NA,NA,NA,NA,NA,NA
"2020-11-24","Vilar de Santos",820,NA,NA,NA,NA,NA,NA
"2020-11-24","Mazaricos",3885,13,NA,NA,334.620334620335,NA,NA
"2020-11-24","Oza-Cesuras",5101,NA,1,9,NA,19.60399921584,176.43599294256
"2020-11-24","Cedeira",6640,NA,1,9,NA,15.0602409638554,135.542168674699
"2020-11-24","Melide",7406,16,NA,NA,216.041047799082,NA,NA
"2020-11-24","Alfoz",1688,NA,1,9,NA,59.2417061611374,533.175355450237
"2020-11-24","Fisterra",4708,NA,1,9,NA,21.2404418011895,191.163976210705
