"fecha","codigo_municipio","municipio","habitantes","casos_14d","casos_14d_min","casos_14d_max","IA14","IA14_min","IA14_max"
"2021-01-06","15002","Ames",31793,86,NA,NA,270.49979555248,NA,NA
"2021-01-06","27006","Becerreá",2818,NA,1,9,NA,35.486160397445,319.375443577005
"2021-01-06","15038","Frades",2339,NA,1,9,NA,42.7533133817871,384.779820436084
"2021-01-06","27052","Ribas de Sil",947,0,NA,NA,0,NA,NA
"2021-01-06","36030","Mondariz",4440,NA,1,9,NA,22.5225225225225,202.702702702703
"2021-01-06","36044","Pontecesures",3052,NA,1,9,NA,32.7653997378768,294.888597640891
"2021-01-06","36015","Cuntis",4677,16,NA,NA,342.099636519136,NA,NA
"2021-01-06","27051","Ribadeo",9854,26,NA,NA,263.852242744063,NA,NA
"2021-01-06","32091","Vilardevós",1846,NA,1,9,NA,54.1711809317443,487.540628385699
"2021-01-06","36009","A Cañiza",5180,NA,1,9,NA,19.3050193050193,173.745173745174
"2021-01-06","15042","Lousame",3338,12,NA,NA,359.496704613541,NA,NA
"2021-01-06","32026","Coles",3050,11,NA,NA,360.655737704918,NA,NA
"2021-01-06","36902","Cerdedo-Cotobade",5699,NA,1,9,NA,17.5469380593087,157.922442533778
"2021-01-06","36027","Meaño",5272,13,NA,NA,246.585735963581,NA,NA
"2021-01-06","32012","Os Blancos",766,0,NA,NA,0,NA,NA
"2021-01-06","32035","O Irixo",1466,NA,1,9,NA,68.212824010914,613.915416098227
"2021-01-06","15021","Carral",6408,37,NA,NA,577.403245942572,NA,NA
"2021-01-06","15082","Teo",18579,48,NA,NA,258.356208622638,NA,NA
"2021-01-06","32084","Verea",943,0,NA,NA,0,NA,NA
"2021-01-06","27019","Foz",9980,10,NA,NA,100.200400801603,NA,NA
"2021-01-06","32069","Ribadavia",5024,NA,1,9,NA,19.9044585987261,179.140127388535
"2021-01-06","15049","Moeche",1226,NA,1,9,NA,81.5660685154976,734.094616639478
"2021-01-06","32061","Piñor",1176,NA,1,9,NA,85.0340136054422,765.30612244898
"2021-01-06","32021","Castrelo do Val",984,NA,1,9,NA,101.626016260163,914.634146341463
"2021-01-06","27007","Begonte",3026,NA,1,9,NA,33.0469266358229,297.422339722406
"2021-01-06","36008","Cangas",26542,44,NA,NA,165.774998116193,NA,NA
"2021-01-06","15091","Vilarmaior",1226,NA,1,9,NA,81.5660685154976,734.094616639478
"2021-01-06","36034","As Neves",3841,NA,1,9,NA,26.0348867482426,234.313980734184
"2021-01-06","27020","Friol",3744,0,NA,NA,0,NA,NA
"2021-01-06","32072","A Rúa",4314,NA,1,9,NA,23.1803430690774,208.623087621697
"2021-01-06","32082","Trasmiras",1286,NA,1,9,NA,77.7604976671851,699.844479004666
"2021-01-06","15081","As Somozas",1098,0,NA,NA,0,NA,NA
"2021-01-06","15083","Toques",1124,NA,1,9,NA,88.9679715302491,800.711743772242
"2021-01-06","36055","Tui",16701,40,NA,NA,239.506616370277,NA,NA
"2021-01-06","27034","Navia de Suarna",1081,0,NA,NA,0,NA,NA
"2021-01-06","15068","Ponteceso",5502,NA,1,9,NA,18.1752090149037,163.576881134133
"2021-01-06","32013","Boborás",2285,NA,1,9,NA,43.7636761487965,393.873085339168
"2021-01-06","27041","Pantón",2542,NA,1,9,NA,39.33910306845,354.05192761605
"2021-01-06","27029","Meira",1725,NA,1,9,NA,57.9710144927536,521.739130434783
"2021-01-06","27038","Ourol",1018,NA,1,9,NA,98.2318271119843,884.086444007859
"2021-01-06","27062","Triacastela",641,0,NA,NA,0,NA,NA
"2021-01-06","32068","Ramirás",1584,0,NA,NA,0,NA,NA
"2021-01-06","15086","Trazo",3113,NA,1,9,NA,32.123353678124,289.110183103116
"2021-01-06","27060","Taboada",2756,NA,1,9,NA,36.2844702467344,326.56023222061
"2021-01-06","36047","Rodeiro",2437,NA,1,9,NA,41.0340582683627,369.306524415265
