"fecha","municipio","habitantes","casos_14d","casos_14d_min","casos_14d_max","IA14","IA14_min","IA14_max"
"2020-11-23","Ourol",1018,NA,NA,NA,NA,NA,NA
"2020-11-23","Triacastela",641,NA,1,9,NA,156.00624024961,1404.05616224649
"2020-11-23","Ramirás",1584,NA,1,9,NA,63.1313131313131,568.181818181818
"2020-11-23","Trazo",3113,NA,1,9,NA,32.123353678124,289.110183103116
"2020-11-23","Taboada",2756,NA,1,9,NA,36.2844702467344,326.56023222061
"2020-11-23","Rodeiro",2437,NA,1,9,NA,41.0340582683627,369.306524415265
"2020-11-23","Lalín",20218,57,NA,NA,281.926995746365,NA,NA
"2020-11-23","Miño",6200,NA,1,9,NA,16.1290322580645,145.161290322581
"2020-11-23","Moraña",4179,NA,1,9,NA,23.9291696578129,215.362526920316
"2020-11-23","Mugardos",5245,NA,1,9,NA,19.0657769304099,171.591992373689
"2020-11-23","San Xoán de Río",531,NA,NA,NA,NA,NA,NA
"2020-11-23","Vilamarín",1854,NA,1,9,NA,53.9374325782093,485.436893203883
"2020-11-23","Abadín",2367,NA,1,9,NA,42.247570764681,380.228136882129
"2020-11-23","Ribadumia",5052,27,NA,NA,534.441805225653,NA,NA
"2020-11-23","A Peroxa",1819,NA,1,9,NA,54.9752611324904,494.777350192413
"2020-11-23","Cortegada",1085,NA,NA,NA,NA,NA,NA
"2020-11-23","Laza",1228,NA,1,9,NA,81.4332247557003,732.899022801303
"2020-11-23","A Mezquita",1023,NA,NA,NA,NA,NA,NA
"2020-11-23","Gondomar",14286,31,NA,NA,216.995660086798,NA,NA
"2020-11-23","Malpica de Bergantiños",5391,53,NA,NA,983.120014839547,NA,NA
"2020-11-23","Pontevedra",83029,290,NA,NA,349.275554324393,NA,NA
"2020-11-23","Valga",5869,24,NA,NA,408.928267166468,NA,NA
"2020-11-23","O Carballiño",14027,13,NA,NA,92.678405931418,NA,NA
"2020-11-23","Outes",6282,NA,1,9,NA,15.9184972938555,143.266475644699
"2020-11-23","O Rosal",6234,18,NA,NA,288.739172281039,NA,NA
"2020-11-23","Oia",3053,15,NA,NA,491.320013101867,NA,NA
"2020-11-23","Cerdido",1113,NA,NA,NA,NA,NA,NA
"2020-11-23","Sarria",13330,38,NA,NA,285.071267816954,NA,NA
"2020-11-23","Silleda",8687,19,NA,NA,218.717624035916,NA,NA
"2020-11-23","O Páramo",1366,NA,1,9,NA,73.2064421669107,658.857979502196
"2020-11-23","Ortigueira",5671,NA,1,9,NA,17.6335743255158,158.702168929642
"2020-11-23","Sobrado",1758,NA,1,9,NA,56.8828213879408,511.945392491468
"2020-11-23","Verín",13723,NA,1,9,NA,7.28703636231145,65.583327260803
"2020-11-23","Cospeito",4484,12,NA,NA,267.618198037467,NA,NA
"2020-11-23","Brión",7837,12,NA,NA,153.119816256221,NA,NA
"2020-11-23","Covelo",2396,NA,1,9,NA,41.7362270450751,375.626043405676
"2020-11-23","San Cibrao das Viñas",5405,NA,1,9,NA,18.5013876040703,166.512488436633
"2020-11-23","Camariñas",5272,13,NA,NA,246.585735963581,NA,NA
"2020-11-23","Tordoia",3299,NA,1,9,NA,30.3122158229767,272.80994240679
"2020-11-23","Cambre",24648,64,NA,NA,259.655955858488,NA,NA
"2020-11-23","Cenlle",1120,NA,NA,NA,NA,NA,NA
"2020-11-23","Baños de Molgas",1519,NA,1,9,NA,65.8327847267939,592.495062541146
"2020-11-23","Campo Lameiro",1817,NA,1,9,NA,55.0357732526142,495.321959273528
"2020-11-23","O Barco de Valdeorras",13395,22,NA,NA,164.240388204554,NA,NA
"2020-11-23","Fornelos de Montes",1616,NA,1,9,NA,61.8811881188119,556.930693069307
"2020-11-23","Agolada",2344,NA,1,9,NA,42.6621160409556,383.959044368601
"2020-11-23","Mos",15078,203,NA,NA,1346.33240482823,NA,NA
"2020-11-23","Baltar",962,12,NA,NA,1247.40124740125,NA,NA
"2020-11-23","Riotorto",1262,NA,NA,NA,NA,NA,NA
"2020-11-23","Oímbra",1712,NA,1,9,NA,58.411214953271,525.700934579439
"2020-11-23","Irixoa",1334,18,NA,NA,1349.32533733133,NA,NA
"2020-11-23","Corcubión",1589,NA,NA,NA,NA,NA,NA
"2020-11-23","Burela",9588,36,NA,NA,375.469336670839,NA,NA
"2020-11-23","Portas",2940,NA,1,9,NA,34.0136054421769,306.122448979592
"2020-11-23","Boiro",18838,45,NA,NA,238.878861874934,NA,NA
"2020-11-23","Ribeira de Piquín",528,NA,NA,NA,NA,NA,NA
"2020-11-23","Betanzos",12959,31,NA,NA,239.215988888031,NA,NA
"2020-11-23","Carballedo",2193,11,NA,NA,501.595987232102,NA,NA
"2020-11-23","Negueira de Muñiz",215,NA,NA,NA,NA,NA,NA
"2020-11-23","Bergondo",6633,19,NA,NA,286.446555103272,NA,NA
"2020-11-23","Carballeda de Avia",1286,NA,1,9,NA,77.7604976671851,699.844479004666
"2020-11-23","Chantada",8192,38,NA,NA,463.8671875,NA,NA
"2020-11-23","Beade",397,NA,NA,NA,NA,NA,NA
"2020-11-23","Pazos de Borbén",2999,15,NA,NA,500.166722240747,NA,NA
"2020-11-23","Carballo",31349,176,NA,NA,561.421416951099,NA,NA
"2020-11-23","Pol",1609,NA,1,9,NA,62.1504039776258,559.353635798633
"2020-11-23","Ordes",12674,36,NA,NA,284.046078586082,NA,NA
"2020-11-23","Barro",3680,NA,1,9,NA,27.1739130434783,244.565217391304
"2020-11-23","Valdoviño",6563,NA,1,9,NA,15.236934328813,137.132408959317
"2020-11-23","Moaña",19399,85,NA,NA,438.166915820403,NA,NA
"2020-11-23","Xinzo de Limia",9715,65,NA,NA,669.068450849202,NA,NA
"2020-11-23","Padrón",8384,10,NA,NA,119.274809160305,NA,NA
"2020-11-23","Rois",4512,24,NA,NA,531.914893617021,NA,NA
"2020-11-23","Cervo",4227,14,NA,NA,331.204163709487,NA,NA
"2020-11-23","A Pobra do Caramiñal",9338,11,NA,NA,117.798243735275,NA,NA
"2020-11-23","Rubiá",1393,NA,NA,NA,NA,NA,NA
"2020-11-23","Padrenda",1748,NA,NA,NA,NA,NA,NA
"2020-11-23","Monforte de Lemos",18433,25,NA,NA,135.626322356643,NA,NA
"2020-11-23","Rianxo",11033,NA,1,9,NA,9.0637179370978,81.5734614338802
"2020-11-23","Ares",5732,15,NA,NA,261.68876482903,NA,NA
"2020-11-23","A Laracha",11347,42,NA,NA,370.141887723627,NA,NA
"2020-11-23","Santa Comba",9426,29,NA,NA,307.659664757055,NA,NA
"2020-11-23","Lourenzá",2140,NA,1,9,NA,46.7289719626168,420.560747663551
"2020-11-23","San Cristovo de Cea",2137,NA,1,9,NA,46.7945718296678,421.15114646701
"2020-11-23","Maside",2705,NA,1,9,NA,36.9685767097967,332.71719038817
"2020-11-23","Vilamartín de Valdeorras",1790,NA,1,9,NA,55.8659217877095,502.793296089385
"2020-11-23","Cartelle",2642,NA,1,9,NA,37.8501135503407,340.651021953066
"2020-11-23","Muíños",1502,NA,1,9,NA,66.577896138482,599.201065246338
"2020-11-23","Forcarei",3388,NA,1,9,NA,29.5159386068477,265.643447461629
"2020-11-23","Vedra",5036,NA,1,9,NA,19.8570293884035,178.713264495631
"2020-11-23","Caldas de Reis",9785,34,NA,NA,347.470618293306,NA,NA
"2020-11-23","Ponte Caldelas",5494,NA,1,9,NA,18.201674554059,163.815070986531
"2020-11-23","Parada de Sil",538,NA,NA,NA,NA,NA,NA
"2020-11-23","Vilar de Barrio",1307,NA,NA,NA,NA,NA,NA
"2020-11-23","Nigrán",17675,42,NA,NA,237.623762376238,NA,NA
"2020-11-23","San Amaro",1089,NA,NA,NA,NA,NA,NA
"2020-11-23","Laxe",3016,12,NA,NA,397.877984084881,NA,NA
"2020-11-23","Abegondo",5406,11,NA,NA,203.477617462079,NA,NA
"2020-11-23","O Incio",1570,NA,1,9,NA,63.6942675159236,573.248407643312
"2020-11-23","Viveiro",15466,17,NA,NA,109.918530971163,NA,NA
"2020-11-23","Gomesende",732,NA,NA,NA,NA,NA,NA
"2020-11-23","A Merca",1913,NA,1,9,NA,52.2739153162572,470.465237846315
"2020-11-23","Dozón",1082,NA,NA,NA,NA,NA,NA
"2020-11-23","Boqueixón",4220,NA,1,9,NA,23.696682464455,213.270142180095
"2020-11-23","Bueu",12009,19,NA,NA,158.214672329087,NA,NA
"2020-11-23","Avión",1795,NA,1,9,NA,55.7103064066852,501.392757660167
"2020-11-23","O Bolo",884,NA,NA,NA,NA,NA,NA
"2020-11-23","O Porriño",19848,84,NA,NA,423.216444981862,NA,NA
"2020-11-23","Castro de Rei",5052,14,NA,NA,277.117973079968,NA,NA
"2020-11-23","Maceda",2872,NA,1,9,NA,34.8189415041783,313.370473537604
"2020-11-23","San Sadurniño",2822,NA,1,9,NA,35.4358610914245,318.922749822821
"2020-11-23","Toén",2355,NA,1,9,NA,42.4628450106157,382.165605095541
"2020-11-23","A Capela",1232,NA,1,9,NA,81.1688311688312,730.51948051948
"2020-11-23","Vigo",295364,1031,NA,NA,349.06081986972,NA,NA
"2020-11-23","Cambados",13744,59,NA,NA,429.278230500582,NA,NA
"2020-11-23","Ferrol",66065,184,NA,NA,278.513585105578,NA,NA
"2020-11-23","Paradela",1779,NA,1,9,NA,56.2113546936481,505.902192242833
"2020-11-23","As Nogais",1079,NA,NA,NA,NA,NA,NA
"2020-11-23","Muros",8556,10,NA,NA,116.877045348294,NA,NA
"2020-11-23","Meis",4791,29,NA,NA,605.301607180129,NA,NA
"2020-11-23","Barbadás",11037,23,NA,NA,208.389961040138,NA,NA
"2020-11-23","Cariño",3838,NA,1,9,NA,26.0552371026576,234.497133923919
"2020-11-23","Outeiro de Rei",5151,10,NA,NA,194.1370607649,NA,NA
"2020-11-23","Arzúa",6041,NA,1,9,NA,16.553550736633,148.981956629697
"2020-11-23","Bande",1528,NA,1,9,NA,65.4450261780105,589.005235602094
"2020-11-23","A Teixeira",316,NA,1,9,NA,316.455696202532,2848.10126582278
"2020-11-23","Xermade",1806,NA,1,9,NA,55.3709856035437,498.338870431894
"2020-11-23","Curtis",3983,NA,1,9,NA,25.1067034898318,225.960331408486
"2020-11-23","Pontedeume",7777,47,NA,NA,604.346148900604,NA,NA
"2020-11-23","Baiona",12122,12,NA,NA,98.9935654182478,NA,NA
"2020-11-23","Castroverde",2617,NA,1,9,NA,38.2116927779901,343.905235001911
"2020-11-23","Catoira",3335,NA,NA,NA,NA,NA,NA
"2020-11-23","Xove",3273,11,NA,NA,336.083104185762,NA,NA
"2020-11-23","Paderne de Allariz",1384,NA,NA,NA,NA,NA,NA
"2020-11-23","Castro Caldelas",1224,NA,NA,NA,NA,NA,NA
"2020-11-23","Dumbría",2983,23,NA,NA,771.035869929601,NA,NA
"2020-11-23","Touro",3574,NA,1,9,NA,27.9798545047566,251.818690542809
"2020-11-23","Arbo",2580,NA,1,9,NA,38.7596899224806,348.837209302326
"2020-11-23","Lugo",98276,318,NA,NA,323.578493223167,NA,NA
"2020-11-23","A Illa de Arousa",4926,10,NA,NA,203.004466098254,NA,NA
"2020-11-23","Esgos",1116,NA,NA,NA,NA,NA,NA
"2020-11-23","Portomarín",1471,NA,NA,NA,NA,NA,NA
"2020-11-23","Arteixo",32262,74,NA,NA,229.372016613973,NA,NA
"2020-11-23","A Fonsagrada",3465,NA,NA,NA,NA,NA,NA
"2020-11-23","Folgoso do Courel",1024,NA,NA,NA,NA,NA,NA
"2020-11-23","Calvos de Randín",770,NA,1,9,NA,129.87012987013,1168.83116883117
"2020-11-23","Muxía",4657,19,NA,NA,407.98797509126,NA,NA
"2020-11-23","Vilagarcía de Arousa",37456,53,NA,NA,141.499359248185,NA,NA
"2020-11-23","Guntín",2690,23,NA,NA,855.018587360595,NA,NA
"2020-11-23","Allariz",6188,NA,1,9,NA,16.1603102779573,145.442792501616
"2020-11-23","Quintela de Leirado",619,NA,NA,NA,NA,NA,NA
"2020-11-23","Negreira",6827,17,NA,NA,249.011278746155,NA,NA
"2020-11-23","Salvaterra de Miño",9819,37,NA,NA,376.820450147673,NA,NA
"2020-11-23","Poio",17082,55,NA,NA,321.97634937361,NA,NA
"2020-11-23","A Bola",1156,NA,NA,NA,NA,NA,NA
"2020-11-23","Melón",1184,NA,1,9,NA,84.4594594594595,760.135135135135
"2020-11-23","Barreiros",2934,NA,1,9,NA,34.0831629175187,306.748466257669
"2020-11-23","A Pobra de Trives",2067,NA,1,9,NA,48.3792936623125,435.413642960813
"2020-11-23","Soutomaior",7395,21,NA,NA,283.975659229209,NA,NA
"2020-11-23","O Pino",4641,NA,1,9,NA,21.5470803706098,193.923723335488
"2020-11-23","Palas de Rei",3388,NA,1,9,NA,29.5159386068477,265.643447461629
"2020-11-23","Taboadela",1429,NA,NA,NA,NA,NA,NA
"2020-11-23","A Arnoia",1000,NA,NA,NA,NA,NA,NA
"2020-11-23","A Coruña",245711,465,NA,NA,189.246716671211,NA,NA
"2020-11-23","Samos",1278,NA,1,9,NA,78.2472613458529,704.225352112676
"2020-11-23","Paderne",2394,10,NA,NA,417.710944026734,NA,NA
"2020-11-23","Xunqueira de Ambía",1375,NA,NA,NA,NA,NA,NA
"2020-11-23","Rairiz de Veiga",1266,NA,1,9,NA,78.9889415481832,710.900473933649
"2020-11-23","Val do Dubra",3876,NA,1,9,NA,25.7997936016512,232.198142414861
"2020-11-23","O Corgo",3481,12,NA,NA,344.72852628555,NA,NA
"2020-11-23","Coirós",1824,NA,1,9,NA,54.8245614035088,493.421052631579
"2020-11-23","Rábade",1501,NA,1,9,NA,66.6222518321119,599.600266489007
"2020-11-23","Sada",15841,20,NA,NA,126.254655640427,NA,NA
"2020-11-23","Boimorto",1985,NA,1,9,NA,50.3778337531486,453.400503778338
"2020-11-23","Mondariz-Balneario",644,NA,1,9,NA,155.27950310559,1397.51552795031
"2020-11-23","Cee",7546,15,NA,NA,198.780811025709,NA,NA
"2020-11-23","Celanova",5649,NA,1,9,NA,17.7022481855196,159.320233669676
"2020-11-23","Lobeira",798,NA,1,9,NA,125.31328320802,1127.81954887218
"2020-11-23","A Baña",3450,13,NA,NA,376.811594202899,NA,NA
"2020-11-23","Vilanova de Arousa",10302,30,NA,NA,291.20559114735,NA,NA
"2020-11-23","Monterroso",3616,22,NA,NA,608.407079646018,NA,NA
"2020-11-23","A Pobra do Brollón",1648,NA,1,9,NA,60.6796116504854,546.116504854369
"2020-11-23","Oleiros",36075,60,NA,NA,166.320166320166,NA,NA
"2020-11-23","Carnota",3957,NA,1,9,NA,25.2716704574172,227.445034116755
"2020-11-23","A Pastoriza",3002,NA,1,9,NA,33.311125916056,299.800133244504
"2020-11-23","Monterrei",2529,NA,1,9,NA,39.5413206801107,355.871886120996
"2020-11-23","Vila de Cruces",5246,17,NA,NA,324.056423942051,NA,NA
"2020-11-23","Porqueira",815,NA,1,9,NA,122.699386503067,1104.29447852761
"2020-11-23","Mañón",1356,NA,NA,NA,NA,NA,NA
"2020-11-23","Oroso",7500,25,NA,NA,333.333333333333,NA,NA
"2020-11-23","Pontedeva",511,NA,NA,NA,NA,NA,NA
"2020-11-23","Bóveda",1481,NA,1,9,NA,67.5219446320054,607.697501688049
"2020-11-23","Montederramo",711,NA,NA,NA,NA,NA,NA
"2020-11-23","Fene",12944,31,NA,NA,239.493201483313,NA,NA
"2020-11-23","Cabana de Bergantiños",4248,58,NA,NA,1365.3483992467,NA,NA
"2020-11-23","A Gudiña",1254,NA,1,9,NA,79.7448165869219,717.703349282297
"2020-11-23","Cabanas",3281,NA,1,9,NA,30.4785126485827,274.306613837245
"2020-11-23","Vimianzo",7057,33,NA,NA,467.620802040527,NA,NA
"2020-11-23","Santiago de Compostela",97260,153,NA,NA,157.310302282542,NA,NA
"2020-11-23","A Guarda",9977,33,NA,NA,330.760749724366,NA,NA
"2020-11-23","Coristanco",6074,81,NA,NA,1333.55284820547,NA,NA
"2020-11-23","Punxín",693,NA,1,9,NA,144.300144300144,1298.7012987013
"2020-11-23","A Estrada",20479,64,NA,NA,312.515259534157,NA,NA
"2020-11-23","Tomiño",13499,40,NA,NA,296.318245795985,NA,NA
"2020-11-23","Neda",5079,14,NA,NA,275.64481197086,NA,NA
"2020-11-23","Vilalba",14072,179,NA,NA,1272.02956225128,NA,NA
"2020-11-23","Muras",642,NA,NA,NA,NA,NA,NA
"2020-11-23","Mondoñedo",3568,NA,1,9,NA,28.0269058295964,252.242152466368
"2020-11-23","Sober",2312,NA,NA,NA,NA,NA,NA
"2020-11-23","A Veiga",889,NA,1,9,NA,112.485939257593,1012.37345331834
"2020-11-23","As Pontes de García Rodríguez",10138,27,NA,NA,266.324718879463,NA,NA
"2020-11-23","Vilasantar",1213,NA,1,9,NA,82.4402308326463,741.962077493817
"2020-11-23","Ribeira",26886,83,NA,NA,308.710853232165,NA,NA
"2020-11-23","Guitiriz",5484,NA,1,9,NA,18.2348650619985,164.113785557987
"2020-11-23","Carballeda de Valdeorras",1545,NA,NA,NA,NA,NA,NA
"2020-11-23","Redondela",29218,113,NA,NA,386.747895133137,NA,NA
"2020-11-23","Quiroga",3207,NA,1,9,NA,31.1817898347365,280.636108512629
"2020-11-23","A Pontenova",2264,NA,1,9,NA,44.1696113074205,397.526501766784
"2020-11-23","O Pereiro de Aguiar",6275,13,NA,NA,207.171314741036,NA,NA
"2020-11-23","Narón",39080,139,NA,NA,355.68065506653,NA,NA
"2020-11-23","Amoeiro",2280,NA,NA,NA,NA,NA,NA
"2020-11-23","A Lama",2445,24,NA,NA,981.59509202454,NA,NA
"2020-11-23","Baleira",1241,NA,NA,NA,NA,NA,NA
"2020-11-23","Santiso",1584,NA,1,9,NA,63.1313131313131,568.181818181818
"2020-11-23","Salceda de Caselas",9164,38,NA,NA,414.666084679179,NA,NA
"2020-11-23","Trabada",1118,NA,1,9,NA,89.4454382826476,805.008944543828
"2020-11-23","O Vicedo",1675,NA,NA,NA,NA,NA,NA
"2020-11-23","Petín",861,NA,1,9,NA,116.144018583043,1045.29616724739
"2020-11-23","Cervantes",1338,NA,NA,NA,NA,NA,NA
"2020-11-23","Ponteareas",22877,89,NA,NA,389.037024085326,NA,NA
"2020-11-23","Culleredo",30402,67,NA,NA,220.380238142227,NA,NA
"2020-11-23","Chandrexa de Queixa",456,NA,NA,NA,NA,NA,NA
"2020-11-23","Porto do Son",9171,36,NA,NA,392.541707556428,NA,NA
"2020-11-23","Sandiás",1206,NA,1,9,NA,82.9187396351576,746.268656716418
"2020-11-23","Larouco",429,NA,NA,NA,NA,NA,NA
"2020-11-23","Vilariño de Conso",519,NA,NA,NA,NA,NA,NA
"2020-11-23","Mesía",2530,NA,1,9,NA,39.5256916996047,355.731225296443
"2020-11-23","O Saviñao",3735,NA,1,9,NA,26.7737617135208,240.963855421687
"2020-11-23","Manzaneda",870,NA,NA,NA,NA,NA,NA
"2020-11-23","Marín",24319,71,NA,NA,291.9527941116,NA,NA
"2020-11-23","Leiro",1568,NA,1,9,NA,63.7755102040816,573.979591836735
"2020-11-23","Aranga",1849,NA,1,9,NA,54.0832882639264,486.749594375338
"2020-11-23","Vilaboa",5874,38,NA,NA,646.918624446714,NA,NA
"2020-11-23","Ourense",105233,195,NA,NA,185.303089335094,NA,NA
"2020-11-23","Entrimo",1140,NA,1,9,NA,87.719298245614,789.473684210526
"2020-11-23","Baralla",2556,NA,1,9,NA,39.1236306729264,352.112676056338
"2020-11-23","O Grove",10650,49,NA,NA,460.093896713615,NA,NA
"2020-11-23","Noia",14263,22,NA,NA,154.245249947416,NA,NA
"2020-11-23","Zas",4472,11,NA,NA,245.974955277281,NA,NA
"2020-11-23","Beariz",971,19,NA,NA,1956.745623069,NA,NA
"2020-11-23","Dodro",2768,16,NA,NA,578.034682080925,NA,NA
"2020-11-23","Castrelo de Miño",1349,NA,1,9,NA,74.1289844329133,667.160859896219
"2020-11-23","Cerceda",5001,38,NA,NA,759.848030393921,NA,NA
"2020-11-23","Cualedro",1679,NA,1,9,NA,59.5592614651578,536.03335318642
"2020-11-23","Monfero",1932,12,NA,NA,621.11801242236,NA,NA
"2020-11-23","Xunqueira de Espadanedo",745,NA,NA,NA,NA,NA,NA
"2020-11-23","Antas de Ulla",1976,NA,1,9,NA,50.6072874493927,455.465587044534
"2020-11-23","Nogueira de Ramuín",1998,NA,1,9,NA,50.05005005005,450.45045045045
"2020-11-23","Sarreaus",1162,NA,1,9,NA,86.0585197934596,774.526678141136
"2020-11-23","Sanxenxo",17347,75,NA,NA,432.351415230299,NA,NA
"2020-11-23","Pedrafita do Cebreiro",1001,NA,NA,NA,NA,NA,NA
"2020-11-23","O Valadouro",1991,NA,1,9,NA,50.2260170768458,452.034153691612
"2020-11-23","Crecente",2012,NA,1,9,NA,49.7017892644135,447.316103379722
"2020-11-23","Láncara",2605,11,NA,NA,422.264875239923,NA,NA
"2020-11-23","Viana do Bolo",2886,NA,1,9,NA,34.6500346500346,311.850311850312
"2020-11-23","Lobios",1708,NA,1,9,NA,58.5480093676815,526.932084309133
"2020-11-23","Riós",1516,NA,NA,NA,NA,NA,NA
"2020-11-23","Vilar de Santos",820,NA,NA,NA,NA,NA,NA
"2020-11-23","Mazaricos",3885,12,NA,NA,308.880308880309,NA,NA
"2020-11-23","Oza-Cesuras",5101,NA,1,9,NA,19.60399921584,176.43599294256
"2020-11-23","Cedeira",6640,NA,1,9,NA,15.0602409638554,135.542168674699
"2020-11-23","Melide",7406,12,NA,NA,162.030785849311,NA,NA
"2020-11-23","Alfoz",1688,NA,1,9,NA,59.2417061611374,533.175355450237
"2020-11-23","Fisterra",4708,NA,1,9,NA,21.2404418011895,191.163976210705
