"fecha","codigo_municipio","municipio","habitantes","casos_14d","casos_14d_min","casos_14d_max","IA14","IA14_min","IA14_max"
"2020-12-31","15002","Ames",31793,54,NA,NA,169.848708835278,NA,NA
"2020-12-31","27006","Becerreá",2818,NA,1,9,NA,35.486160397445,319.375443577005
"2020-12-31","15038","Frades",2339,NA,1,9,NA,42.7533133817871,384.779820436084
"2020-12-31","27052","Ribas de Sil",947,0,NA,NA,0,NA,NA
"2020-12-31","36030","Mondariz",4440,NA,1,9,NA,22.5225225225225,202.702702702703
"2020-12-31","36044","Pontecesures",3052,12,NA,NA,393.184796854522,NA,NA
"2020-12-31","36015","Cuntis",4677,NA,1,9,NA,21.381227282446,192.431045542014
"2020-12-31","27051","Ribadeo",9854,21,NA,NA,213.111426831743,NA,NA
"2020-12-31","32091","Vilardevós",1846,0,NA,NA,0,NA,NA
"2020-12-31","36009","A Cañiza",5180,12,NA,NA,231.660231660232,NA,NA
"2020-12-31","15042","Lousame",3338,14,NA,NA,419.412822049131,NA,NA
"2020-12-31","32026","Coles",3050,12,NA,NA,393.44262295082,NA,NA
"2020-12-31","36902","Cerdedo-Cotobade",5699,NA,1,9,NA,17.5469380593087,157.922442533778
"2020-12-31","36027","Meaño",5272,20,NA,NA,379.362670713202,NA,NA
"2020-12-31","32012","Os Blancos",766,0,NA,NA,0,NA,NA
"2020-12-31","32035","O Irixo",1466,0,NA,NA,0,NA,NA
"2020-12-31","15021","Carral",6408,38,NA,NA,593.008739076155,NA,NA
"2020-12-31","15082","Teo",18579,35,NA,NA,188.384735454007,NA,NA
"2020-12-31","32084","Verea",943,0,NA,NA,0,NA,NA
"2020-12-31","27019","Foz",9980,NA,1,9,NA,10.0200400801603,90.1803607214429
"2020-12-31","32069","Ribadavia",5024,NA,1,9,NA,19.9044585987261,179.140127388535
"2020-12-31","15049","Moeche",1226,NA,1,9,NA,81.5660685154976,734.094616639478
"2020-12-31","32061","Piñor",1176,NA,1,9,NA,85.0340136054422,765.30612244898
"2020-12-31","32021","Castrelo do Val",984,NA,1,9,NA,101.626016260163,914.634146341463
"2020-12-31","27007","Begonte",3026,NA,1,9,NA,33.0469266358229,297.422339722406
"2020-12-31","36008","Cangas",26542,64,NA,NA,241.12726998719,NA,NA
"2020-12-31","15091","Vilarmaior",1226,NA,1,9,NA,81.5660685154976,734.094616639478
"2020-12-31","36034","As Neves",3841,NA,1,9,NA,26.0348867482426,234.313980734184
"2020-12-31","27020","Friol",3744,NA,1,9,NA,26.7094017094017,240.384615384615
"2020-12-31","32072","A Rúa",4314,NA,1,9,NA,23.1803430690774,208.623087621697
"2020-12-31","32082","Trasmiras",1286,NA,1,9,NA,77.7604976671851,699.844479004666
"2020-12-31","15081","As Somozas",1098,NA,1,9,NA,91.0746812386157,819.672131147541
"2020-12-31","15083","Toques",1124,11,NA,NA,978.64768683274,NA,NA
"2020-12-31","36055","Tui",16701,40,NA,NA,239.506616370277,NA,NA
"2020-12-31","27034","Navia de Suarna",1081,0,NA,NA,0,NA,NA
"2020-12-31","15068","Ponteceso",5502,NA,1,9,NA,18.1752090149037,163.576881134133
"2020-12-31","32013","Boborás",2285,NA,1,9,NA,43.7636761487965,393.873085339168
"2020-12-31","27041","Pantón",2542,NA,1,9,NA,39.33910306845,354.05192761605
"2020-12-31","27029","Meira",1725,NA,1,9,NA,57.9710144927536,521.739130434783
"2020-12-31","27038","Ourol",1018,NA,1,9,NA,98.2318271119843,884.086444007859
"2020-12-31","27062","Triacastela",641,0,NA,NA,0,NA,NA
"2020-12-31","32068","Ramirás",1584,0,NA,NA,0,NA,NA
"2020-12-31","15086","Trazo",3113,NA,1,9,NA,32.123353678124,289.110183103116
"2020-12-31","27060","Taboada",2756,NA,1,9,NA,36.2844702467344,326.56023222061
"2020-12-31","36047","Rodeiro",2437,NA,1,9,NA,41.0340582683627,369.306524415265
"2020-12-31","36024","Lalín",20218,23,NA,NA,113.76001582748,NA,NA
"2020-12-31","15048","Miño",6200,0,NA,NA,0,NA,NA
"2020-12-31","36032","Moraña",4179,NA,1,9,NA,23.9291696578129,215.362526920316
"2020-12-31","15051","Mugardos",5245,NA,1,9,NA,19.0657769304099,171.591992373689
"2020-12-31","32070","San Xoán de Río",531,0,NA,NA,0,NA,NA
"2020-12-31","32087","Vilamarín",1854,NA,1,9,NA,53.9374325782093,485.436893203883
"2020-12-31","27001","Abadín",2367,NA,1,9,NA,42.247570764681,380.228136882129
"2020-12-31","36046","Ribadumia",5052,NA,1,9,NA,19.7941409342835,178.147268408551
"2020-12-31","32059","A Peroxa",1819,NA,1,9,NA,54.9752611324904,494.777350192413
"2020-12-31","32027","Cortegada",1085,0,NA,NA,0,NA,NA
"2020-12-31","32039","Laza",1228,0,NA,NA,0,NA,NA
"2020-12-31","32048","A Mezquita",1023,0,NA,NA,0,NA,NA
"2020-12-31","36021","Gondomar",14286,33,NA,NA,230.995380092398,NA,NA
"2020-12-31","15043","Malpica de Bergantiños",5391,NA,1,9,NA,18.5494342422556,166.944908180301
"2020-12-31","36038","Pontevedra",83029,127,NA,NA,152.95860482482,NA,NA
"2020-12-31","36056","Valga",5869,28,NA,NA,477.082978360879,NA,NA
"2020-12-31","32019","O Carballiño",14027,NA,1,9,NA,7.12910814857061,64.1619733371355
"2020-12-31","15062","Outes",6282,28,NA,NA,445.717924227953,NA,NA
"2020-12-31","36048","O Rosal",6234,13,NA,NA,208.533846647417,NA,NA
"2020-12-31","36036","Oia",3053,NA,1,9,NA,32.7546675401245,294.79200786112
"2020-12-31","15025","Cerdido",1113,0,NA,NA,0,NA,NA
"2020-12-31","27057","Sarria",13330,NA,1,9,NA,7.50187546886722,67.5168792198049
"2020-12-31","36052","Silleda",8687,NA,1,9,NA,11.5114538966271,103.603085069644
"2020-12-31","27043","O Páramo",1366,0,NA,NA,0,NA,NA
"2020-12-31","15061","Ortigueira",5671,NA,1,9,NA,17.6335743255158,158.702168929642
"2020-12-31","15080","Sobrado",1758,0,NA,NA,0,NA,NA
"2020-12-31","32085","Verín",13723,64,NA,NA,466.370327187933,NA,NA
"2020-12-31","27015","Cospeito",4484,NA,1,9,NA,22.3015165031222,200.7136485281
"2020-12-31","15013","Brión",7837,13,NA,NA,165.879800944239,NA,NA
"2020-12-31","36013","Covelo",2396,NA,1,9,NA,41.7362270450751,375.626043405676
"2020-12-31","32075","San Cibrao das Viñas",5405,NA,1,9,NA,18.5013876040703,166.512488436633
"2020-12-31","15016","Camariñas",5272,11,NA,NA,208.649468892261,NA,NA
