"fecha","municipio","habitantes","casos_14d","casos_14d_min","casos_14d_max","IA14","IA14_min","IA14_max"
"2020-11-25","Ames",31793,27,NA,NA,84.9243544176391,NA,NA
"2020-11-25","Becerreá",2818,NA,1,9,NA,35.486160397445,319.375443577005
"2020-11-25","Frades",2339,NA,1,9,NA,42.7533133817871,384.779820436084
"2020-11-25","Ribas de Sil",947,NA,1,9,NA,105.596620908131,950.369588173178
"2020-11-25","Mondariz",4440,19,NA,NA,427.927927927928,NA,NA
"2020-11-25","Pontecesures",3052,10,NA,NA,327.653997378768,NA,NA
"2020-11-25","Cuntis",4677,14,NA,NA,299.337181954244,NA,NA
"2020-11-25","Ribadeo",9854,10,NA,NA,101.48163182464,NA,NA
"2020-11-25","Vilardevós",1846,NA,NA,NA,NA,NA,NA
"2020-11-25","A Cañiza",5180,14,NA,NA,270.27027027027,NA,NA
"2020-11-25","Lousame",3338,NA,1,9,NA,29.9580587177951,269.622528460156
"2020-11-25","Coles",3050,NA,1,9,NA,32.7868852459016,295.081967213115
"2020-11-25","Cerdedo-Cotobade",5699,14,NA,NA,245.657132830321,NA,NA
"2020-11-25","Meaño",5272,20,NA,NA,379.362670713202,NA,NA
"2020-11-25","Os Blancos",766,NA,1,9,NA,130.548302872063,1174.93472584856
"2020-11-25","O Irixo",1466,NA,NA,NA,NA,NA,NA
"2020-11-25","Carral",6408,10,NA,NA,156.05493133583,NA,NA
"2020-11-25","Teo",18579,22,NA,NA,118.413262285376,NA,NA
"2020-11-25","Verea",943,NA,1,9,NA,106.044538706257,954.40084835631
"2020-11-25","Foz",9980,27,NA,NA,270.541082164329,NA,NA
"2020-11-25","Ribadavia",5024,22,NA,NA,437.898089171975,NA,NA
"2020-11-25","Moeche",1226,NA,1,9,NA,81.5660685154976,734.094616639478
"2020-11-25","Piñor",1176,NA,1,9,NA,85.0340136054422,765.30612244898
"2020-11-25","Castrelo do Val",984,NA,NA,NA,NA,NA,NA
"2020-11-25","Begonte",3026,NA,1,9,NA,33.0469266358229,297.422339722406
"2020-11-25","Cangas",26542,39,NA,NA,146.936930148444,NA,NA
"2020-11-25","Vilarmaior",1226,NA,1,9,NA,81.5660685154976,734.094616639478
"2020-11-25","As Neves",3841,11,NA,NA,286.383754230669,NA,NA
"2020-11-25","Friol",3744,NA,1,9,NA,26.7094017094017,240.384615384615
"2020-11-25","A Rúa",4314,25,NA,NA,579.508576726936,NA,NA
"2020-11-25","Trasmiras",1286,NA,NA,NA,NA,NA,NA
"2020-11-25","As Somozas",1098,NA,1,9,NA,91.0746812386157,819.672131147541
"2020-11-25","Toques",1124,NA,NA,NA,NA,NA,NA
"2020-11-25","Tui",16701,56,NA,NA,335.309262918388,NA,NA
"2020-11-25","Navia de Suarna",1081,NA,NA,NA,NA,NA,NA
