"fecha","codigo_municipio","municipio","habitantes","casos_14d","casos_14d_min","casos_14d_max","IA14","IA14_min","IA14_max","casos_7d","casos_7d_min","casos_7d_max","IA7","IA7_min","IA7_max"
"2022-02-23","15002","Ames",31793,489,NA,NA,1538.07441889724,NA,NA,190,NA,NA,597.615827383386,NA,NA
"2022-02-23","27006","Becerreá",2818,32,NA,NA,1135.55713271824,NA,NA,21,NA,NA,745.209368346345,NA,NA
"2022-02-23","15038","Frades",2339,16,NA,NA,684.053014108593,NA,NA,NA,1,9,NA,42.7533133817871,384.779820436084
"2022-02-23","27052","Ribas de Sil",947,10,NA,NA,1055.96620908131,NA,NA,NA,1,9,NA,105.596620908131,950.369588173178
"2022-02-23","36030","Mondariz",4440,46,NA,NA,1036.03603603604,NA,NA,14,NA,NA,315.315315315315,NA,NA
"2022-02-23","36044","Pontecesures",3052,38,NA,NA,1245.08519003932,NA,NA,19,NA,NA,622.542595019659,NA,NA
"2022-02-23","36015","Cuntis",4677,52,NA,NA,1111.82381868719,NA,NA,23,NA,NA,491.768227496258,NA,NA
"2022-02-23","27051","Ribadeo",9854,85,NA,NA,862.593870509438,NA,NA,30,NA,NA,304.444895473919,NA,NA
"2022-02-23","32091","Vilardevós",1846,NA,1,9,NA,54.1711809317443,487.540628385699,0,NA,NA,0,NA,NA
"2022-02-23","36009","A Cañiza",5180,63,NA,NA,1216.21621621622,NA,NA,31,NA,NA,598.455598455598,NA,NA
"2022-02-23","15042","Lousame",3338,36,NA,NA,1078.49011384062,NA,NA,19,NA,NA,569.203115638107,NA,NA
"2022-02-23","32026","Coles",3050,24,NA,NA,786.885245901639,NA,NA,12,NA,NA,393.44262295082,NA,NA
"2022-02-23","36902","Cerdedo-Cotobade",5699,42,NA,NA,736.971398490963,NA,NA,16,NA,NA,280.751008948938,NA,NA
"2022-02-23","36027","Meaño",5272,37,NA,NA,701.820940819423,NA,NA,13,NA,NA,246.585735963581,NA,NA
"2022-02-23","32012","Os Blancos",766,NA,1,9,NA,130.548302872063,1174.93472584856,NA,1,9,NA,130.548302872063,1174.93472584856
"2022-02-23","32035","O Irixo",1466,NA,1,9,NA,68.212824010914,613.915416098227,NA,1,9,NA,68.212824010914,613.915416098227
"2022-02-23","15021","Carral",6408,60,NA,NA,936.329588014981,NA,NA,11,NA,NA,171.660424469413,NA,NA
"2022-02-23","15082","Teo",18579,239,NA,NA,1286.39862210022,NA,NA,115,NA,NA,618.978416491738,NA,NA
"2022-02-23","32084","Verea",943,11,NA,NA,1166.48992576882,NA,NA,NA,1,9,NA,106.044538706257,954.40084835631
"2022-02-23","27019","Foz",9980,80,NA,NA,801.603206412826,NA,NA,37,NA,NA,370.741482965932,NA,NA
"2022-02-23","32069","Ribadavia",5024,144,NA,NA,2866.24203821656,NA,NA,62,NA,NA,1234.07643312102,NA,NA
"2022-02-23","15049","Moeche",1226,15,NA,NA,1223.49102773246,NA,NA,NA,1,9,NA,81.5660685154976,734.094616639478
"2022-02-23","32061","Piñor",1176,11,NA,NA,935.374149659864,NA,NA,NA,1,9,NA,85.0340136054422,765.30612244898
