"fecha","codigo_municipio","municipio","habitantes","casos_14d","casos_14d_min","casos_14d_max","IA14","IA14_min","IA14_max"
"2021-01-24","15002","Ames",31793,161,NA,NA,506.400780045922,NA,NA
"2021-01-24","27006","Becerreá",2818,NA,1,9,NA,35.486160397445,319.375443577005
"2021-01-24","15038","Frades",2339,20,NA,NA,855.066267635742,NA,NA
"2021-01-24","27052","Ribas de Sil",947,16,NA,NA,1689.54593453009,NA,NA
"2021-01-24","36030","Mondariz",4440,72,NA,NA,1621.62162162162,NA,NA
"2021-01-24","36044","Pontecesures",3052,68,NA,NA,2228.04718217562,NA,NA
"2021-01-24","36015","Cuntis",4677,35,NA,NA,748.34295488561,NA,NA
"2021-01-24","27051","Ribadeo",9854,26,NA,NA,263.852242744063,NA,NA
"2021-01-24","32091","Vilardevós",1846,20,NA,NA,1083.42361863489,NA,NA
"2021-01-24","36009","A Cañiza",5180,125,NA,NA,2413.12741312741,NA,NA
"2021-01-24","15042","Lousame",3338,15,NA,NA,449.370880766926,NA,NA
"2021-01-24","32026","Coles",3050,42,NA,NA,1377.04918032787,NA,NA
"2021-01-24","36902","Cerdedo-Cotobade",5699,10,NA,NA,175.469380593086,NA,NA
"2021-01-24","36027","Meaño",5272,15,NA,NA,284.522003034901,NA,NA
"2021-01-24","32012","Os Blancos",766,NA,1,9,NA,130.548302872063,1174.93472584856
"2021-01-24","32035","O Irixo",1466,NA,1,9,NA,68.212824010914,613.915416098227
"2021-01-24","15021","Carral",6408,47,NA,NA,733.458177278402,NA,NA
"2021-01-24","15082","Teo",18579,71,NA,NA,382.151891920986,NA,NA
"2021-01-24","32084","Verea",943,NA,1,9,NA,106.044538706257,954.40084835631
"2021-01-24","27019","Foz",9980,12,NA,NA,120.240480961924,NA,NA
"2021-01-24","32069","Ribadavia",5024,52,NA,NA,1035.03184713376,NA,NA
"2021-01-24","15049","Moeche",1226,47,NA,NA,3833.60522022839,NA,NA
"2021-01-24","32061","Piñor",1176,NA,1,9,NA,85.0340136054422,765.30612244898
"2021-01-24","32021","Castrelo do Val",984,NA,1,9,NA,101.626016260163,914.634146341463
"2021-01-24","27007","Begonte",3026,12,NA,NA,396.563119629874,NA,NA
"2021-01-24","36008","Cangas",26542,68,NA,NA,256.19772436139,NA,NA
"2021-01-24","15091","Vilarmaior",1226,NA,1,9,NA,81.5660685154976,734.094616639478
"2021-01-24","36034","As Neves",3841,49,NA,NA,1275.70945066389,NA,NA
