"fecha","codigo_municipio","municipio","habitantes","casos_14d","casos_14d_min","casos_14d_max","IA14","IA14_min","IA14_max"
"2021-01-30","15002","Ames",31793,203,NA,NA,638.50533136225,NA,NA
"2021-01-30","27006","Becerreá",2818,10,NA,NA,354.86160397445,NA,NA
"2021-01-30","15038","Frades",2339,19,NA,NA,812.312954253955,NA,NA
"2021-01-30","27052","Ribas de Sil",947,15,NA,NA,1583.94931362196,NA,NA
"2021-01-30","36030","Mondariz",4440,70,NA,NA,1576.57657657658,NA,NA
"2021-01-30","36044","Pontecesures",3052,81,NA,NA,2653.99737876802,NA,NA
"2021-01-30","36015","Cuntis",4677,32,NA,NA,684.199273038272,NA,NA
"2021-01-30","27051","Ribadeo",9854,25,NA,NA,253.704079561599,NA,NA
"2021-01-30","32091","Vilardevós",1846,25,NA,NA,1354.27952329361,NA,NA
"2021-01-30","36009","A Cañiza",5180,136,NA,NA,2625.48262548263,NA,NA
"2021-01-30","15042","Lousame",3338,14,NA,NA,419.412822049131,NA,NA
"2021-01-30","32026","Coles",3050,38,NA,NA,1245.90163934426,NA,NA
"2021-01-30","36902","Cerdedo-Cotobade",5699,15,NA,NA,263.20407088963,NA,NA
"2021-01-30","36027","Meaño",5272,22,NA,NA,417.298937784522,NA,NA
"2021-01-30","32012","Os Blancos",766,NA,1,9,NA,130.548302872063,1174.93472584856
"2021-01-30","32035","O Irixo",1466,NA,1,9,NA,68.212824010914,613.915416098227
"2021-01-30","15021","Carral",6408,52,NA,NA,811.485642946317,NA,NA
"2021-01-30","15082","Teo",18579,105,NA,NA,565.154206362022,NA,NA
"2021-01-30","32084","Verea",943,15,NA,NA,1590.66808059385,NA,NA
"2021-01-30","27019","Foz",9980,12,NA,NA,120.240480961924,NA,NA
"2021-01-30","32069","Ribadavia",5024,37,NA,NA,736.464968152866,NA,NA
"2021-01-30","15049","Moeche",1226,71,NA,NA,5791.19086460033,NA,NA
"2021-01-30","32061","Piñor",1176,NA,1,9,NA,85.0340136054422,765.30612244898
"2021-01-30","32021","Castrelo do Val",984,NA,1,9,NA,101.626016260163,914.634146341463
"2021-01-30","27007","Begonte",3026,22,NA,NA,727.032385988103,NA,NA
"2021-01-30","36008","Cangas",26542,105,NA,NA,395.599427322734,NA,NA
"2021-01-30","15091","Vilarmaior",1226,NA,1,9,NA,81.5660685154976,734.094616639478
"2021-01-30","36034","As Neves",3841,53,NA,NA,1379.84899765686,NA,NA
"2021-01-30","27020","Friol",3744,14,NA,NA,373.931623931624,NA,NA
"2021-01-30","32072","A Rúa",4314,18,NA,NA,417.246175243394,NA,NA
"2021-01-30","32082","Trasmiras",1286,35,NA,NA,2721.61741835148,NA,NA
"2021-01-30","15081","As Somozas",1098,11,NA,NA,1001.82149362477,NA,NA
"2021-01-30","15083","Toques",1124,NA,1,9,NA,88.9679715302491,800.711743772242
"2021-01-30","36055","Tui",16701,173,NA,NA,1035.86611580145,NA,NA
"2021-01-30","27034","Navia de Suarna",1081,0,NA,NA,0,NA,NA
"2021-01-30","15068","Ponteceso",5502,31,NA,NA,563.431479462014,NA,NA
"2021-01-30","32013","Boborás",2285,14,NA,NA,612.691466083151,NA,NA
"2021-01-30","27041","Pantón",2542,25,NA,NA,983.477576711251,NA,NA
"2021-01-30","27029","Meira",1725,NA,1,9,NA,57.9710144927536,521.739130434783
"2021-01-30","27038","Ourol",1018,NA,1,9,NA,98.2318271119843,884.086444007859
"2021-01-30","27062","Triacastela",641,0,NA,NA,0,NA,NA
"2021-01-30","32068","Ramirás",1584,NA,1,9,NA,63.1313131313131,568.181818181818
"2021-01-30","15086","Trazo",3113,14,NA,NA,449.726951493736,NA,NA
"2021-01-30","27060","Taboada",2756,10,NA,NA,362.844702467344,NA,NA
"2021-01-30","36047","Rodeiro",2437,NA,1,9,NA,41.0340582683627,369.306524415265
"2021-01-30","36024","Lalín",20218,72,NA,NA,356.118310416461,NA,NA
"2021-01-30","15048","Miño",6200,39,NA,NA,629.032258064516,NA,NA
"2021-01-30","36032","Moraña",4179,50,NA,NA,1196.45848289064,NA,NA
"2021-01-30","15051","Mugardos",5245,65,NA,NA,1239.27550047664,NA,NA
"2021-01-30","32070","San Xoán de Río",531,0,NA,NA,0,NA,NA
"2021-01-30","32087","Vilamarín",1854,NA,1,9,NA,53.9374325782093,485.436893203883
"2021-01-30","27001","Abadín",2367,NA,1,9,NA,42.247570764681,380.228136882129
"2021-01-30","36046","Ribadumia",5052,22,NA,NA,435.471100554236,NA,NA
"2021-01-30","32059","A Peroxa",1819,10,NA,NA,549.752611324904,NA,NA
"2021-01-30","32027","Cortegada",1085,NA,1,9,NA,92.1658986175115,829.493087557604
"2021-01-30","32039","Laza",1228,NA,1,9,NA,81.4332247557003,732.899022801303
"2021-01-30","32048","A Mezquita",1023,NA,1,9,NA,97.7517106549365,879.765395894428
"2021-01-30","36021","Gondomar",14286,65,NA,NA,454.990900181996,NA,NA
"2021-01-30","15043","Malpica de Bergantiños",5391,57,NA,NA,1057.31775180857,NA,NA
"2021-01-30","36038","Pontevedra",83029,506,NA,NA,609.425622372906,NA,NA
"2021-01-30","36056","Valga",5869,134,NA,NA,2283.18282501278,NA,NA
"2021-01-30","32019","O Carballiño",14027,89,NA,NA,634.490625222785,NA,NA
"2021-01-30","15062","Outes",6282,27,NA,NA,429.799426934097,NA,NA
"2021-01-30","36048","O Rosal",6234,51,NA,NA,818.094321462945,NA,NA
"2021-01-30","36036","Oia",3053,26,NA,NA,851.621356043236,NA,NA
"2021-01-30","15025","Cerdido",1113,13,NA,NA,1168.01437556155,NA,NA
"2021-01-30","27057","Sarria",13330,195,NA,NA,1462.86571642911,NA,NA
"2021-01-30","36052","Silleda",8687,115,NA,NA,1323.81719811212,NA,NA
"2021-01-30","27043","O Páramo",1366,0,NA,NA,0,NA,NA
"2021-01-30","15061","Ortigueira",5671,89,NA,NA,1569.3881149709,NA,NA
"2021-01-30","15080","Sobrado",1758,NA,1,9,NA,56.8828213879408,511.945392491468
"2021-01-30","32085","Verín",13723,166,NA,NA,1209.6480361437,NA,NA
"2021-01-30","27015","Cospeito",4484,NA,1,9,NA,22.3015165031222,200.7136485281
"2021-01-30","15013","Brión",7837,41,NA,NA,523.159372208753,NA,NA
"2021-01-30","36013","Covelo",2396,36,NA,NA,1502.5041736227,NA,NA
"2021-01-30","32075","San Cibrao das Viñas",5405,20,NA,NA,370.027752081406,NA,NA
"2021-01-30","15016","Camariñas",5272,33,NA,NA,625.948406676783,NA,NA
"2021-01-30","15084","Tordoia",3299,28,NA,NA,848.742043043346,NA,NA
"2021-01-30","15017","Cambre",24648,274,NA,NA,1111.65206101915,NA,NA
"2021-01-30","32025","Cenlle",1120,NA,1,9,NA,89.2857142857143,803.571428571428
"2021-01-30","32007","Baños de Molgas",1519,NA,1,9,NA,65.8327847267939,592.495062541146
"2021-01-30","36007","Campo Lameiro",1817,NA,1,9,NA,55.0357732526142,495.321959273528
"2021-01-30","32009","O Barco de Valdeorras",13395,47,NA,NA,350.877192982456,NA,NA
"2021-01-30","36019","Fornelos de Montes",1616,11,NA,NA,680.693069306931,NA,NA
"2021-01-30","36020","Agolada",2344,30,NA,NA,1279.86348122867,NA,NA
"2021-01-30","36033","Mos",15078,84,NA,NA,557.103064066852,NA,NA
"2021-01-30","32005","Baltar",962,15,NA,NA,1559.25155925156,NA,NA
"2021-01-30","27054","Riotorto",1262,12,NA,NA,950.871632329636,NA,NA
"2021-01-30","32053","Oímbra",1712,65,NA,NA,3796.72897196262,NA,NA
"2021-01-30","15039","Irixoa",1334,NA,1,9,NA,74.9625187406297,674.662668665667
"2021-01-30","15028","Corcubión",1589,NA,1,9,NA,62.9326620516048,566.393958464443
"2021-01-30","27902","Burela",9588,47,NA,NA,490.196078431373,NA,NA
"2021-01-30","36040","Portas",2940,19,NA,NA,646.25850340136,NA,NA
"2021-01-30","15011","Boiro",18838,53,NA,NA,281.346215097144,NA,NA
"2021-01-30","27053","Ribeira de Piquín",528,0,NA,NA,0,NA,NA
"2021-01-30","15009","Betanzos",12959,222,NA,NA,1713.09514623042,NA,NA
"2021-01-30","27009","Carballedo",2193,NA,1,9,NA,45.5996352029184,410.396716826265
"2021-01-30","27035","Negueira de Muñiz",215,0,NA,NA,0,NA,NA
"2021-01-30","15008","Bergondo",6633,50,NA,NA,753.806723955978,NA,NA
"2021-01-30","32018","Carballeda de Avia",1286,NA,1,9,NA,77.7604976671851,699.844479004666
"2021-01-30","27016","Chantada",8192,53,NA,NA,646.97265625,NA,NA
"2021-01-30","32010","Beade",397,NA,1,9,NA,251.889168765743,2267.00251889169
"2021-01-30","36037","Pazos de Borbén",2999,31,NA,NA,1033.67789263088,NA,NA
"2021-01-30","15019","Carballo",31349,385,NA,NA,1228.10934958053,NA,NA
"2021-01-30","27046","Pol",1609,NA,1,9,NA,62.1504039776258,559.353635798633
"2021-01-30","15059","Ordes",12674,117,NA,NA,923.149755404766,NA,NA
"2021-01-30","36002","Barro",3680,23,NA,NA,625,NA,NA
"2021-01-30","15087","Valdoviño",6563,43,NA,NA,655.188176138961,NA,NA
"2021-01-30","36029","Moaña",19399,151,NA,NA,778.390638692716,NA,NA
"2021-01-30","32032","Xinzo de Limia",9715,203,NA,NA,2089.55223880597,NA,NA
"2021-01-30","15065","Padrón",8384,169,NA,NA,2015.74427480916,NA,NA
"2021-01-30","15074","Rois",4512,108,NA,NA,2393.6170212766,NA,NA
"2021-01-30","27013","Cervo",4227,17,NA,NA,402.176484504377,NA,NA
"2021-01-30","15067","A Pobra do Caramiñal",9338,26,NA,NA,278.432212465196,NA,NA
"2021-01-30","32073","Rubiá",1393,NA,1,9,NA,71.7875089734386,646.087580760948
"2021-01-30","32056","Padrenda",1748,20,NA,NA,1144.1647597254,NA,NA
"2021-01-30","27031","Monforte de Lemos",18433,222,NA,NA,1204.36174252699,NA,NA
"2021-01-30","15072","Rianxo",11033,48,NA,NA,435.058460980694,NA,NA
"2021-01-30","15004","Ares",5732,45,NA,NA,785.06629448709,NA,NA
"2021-01-30","15041","A Laracha",11347,124,NA,NA,1092.79985899357,NA,NA
