"fecha","codigo_municipio","municipio","habitantes","casos_14d","casos_14d_min","casos_14d_max","IA14","IA14_min","IA14_max"
"2021-02-18","15002","Ames",31793,44,NA,NA,138.395244236153,NA,NA
"2021-02-18","27006","Becerreá",2818,NA,1,9,NA,35.486160397445,319.375443577005
"2021-02-18","15038","Frades",2339,NA,1,9,NA,42.7533133817871,384.779820436084
"2021-02-18","27052","Ribas de Sil",947,NA,1,9,NA,105.596620908131,950.369588173178
"2021-02-18","36030","Mondariz",4440,18,NA,NA,405.405405405405,NA,NA
"2021-02-18","36044","Pontecesures",3052,11,NA,NA,360.419397116645,NA,NA
"2021-02-18","36015","Cuntis",4677,22,NA,NA,470.387000213812,NA,NA
"2021-02-18","27051","Ribadeo",9854,NA,1,9,NA,10.148163182464,91.3334686421758
"2021-02-18","32091","Vilardevós",1846,0,NA,NA,0,NA,NA
"2021-02-18","36009","A Cañiza",5180,15,NA,NA,289.57528957529,NA,NA
"2021-02-18","15042","Lousame",3338,NA,1,9,NA,29.9580587177951,269.622528460156
"2021-02-18","32026","Coles",3050,NA,1,9,NA,32.7868852459016,295.081967213115
"2021-02-18","36902","Cerdedo-Cotobade",5699,23,NA,NA,403.579575364099,NA,NA
"2021-02-18","36027","Meaño",5272,28,NA,NA,531.107738998483,NA,NA
"2021-02-18","32012","Os Blancos",766,0,NA,NA,0,NA,NA
"2021-02-18","32035","O Irixo",1466,NA,1,9,NA,68.212824010914,613.915416098227
"2021-02-18","15021","Carral",6408,25,NA,NA,390.137328339576,NA,NA
"2021-02-18","15082","Teo",18579,38,NA,NA,204.531998492922,NA,NA
"2021-02-18","32084","Verea",943,NA,1,9,NA,106.044538706257,954.40084835631
"2021-02-18","27019","Foz",9980,NA,1,9,NA,10.0200400801603,90.1803607214429
"2021-02-18","32069","Ribadavia",5024,NA,1,9,NA,19.9044585987261,179.140127388535
"2021-02-18","15049","Moeche",1226,23,NA,NA,1876.01957585644,NA,NA
"2021-02-18","32061","Piñor",1176,0,NA,NA,0,NA,NA
"2021-02-18","32021","Castrelo do Val",984,NA,1,9,NA,101.626016260163,914.634146341463
"2021-02-18","27007","Begonte",3026,NA,1,9,NA,33.0469266358229,297.422339722406
"2021-02-18","36008","Cangas",26542,91,NA,NA,342.852837013036,NA,NA
"2021-02-18","15091","Vilarmaior",1226,NA,1,9,NA,81.5660685154976,734.094616639478
"2021-02-18","36034","As Neves",3841,NA,1,9,NA,26.0348867482426,234.313980734184
"2021-02-18","27020","Friol",3744,NA,1,9,NA,26.7094017094017,240.384615384615
"2021-02-18","32072","A Rúa",4314,NA,1,9,NA,23.1803430690774,208.623087621697
"2021-02-18","32082","Trasmiras",1286,0,NA,NA,0,NA,NA
"2021-02-18","15081","As Somozas",1098,NA,1,9,NA,91.0746812386157,819.672131147541
"2021-02-18","15083","Toques",1124,NA,1,9,NA,88.9679715302491,800.711743772242
"2021-02-18","36055","Tui",16701,46,NA,NA,275.432608825819,NA,NA
"2021-02-18","27034","Navia de Suarna",1081,0,NA,NA,0,NA,NA
"2021-02-18","15068","Ponteceso",5502,27,NA,NA,490.730643402399,NA,NA
"2021-02-18","32013","Boborás",2285,NA,1,9,NA,43.7636761487965,393.873085339168
"2021-02-18","27041","Pantón",2542,NA,1,9,NA,39.33910306845,354.05192761605
"2021-02-18","27029","Meira",1725,NA,1,9,NA,57.9710144927536,521.739130434783
"2021-02-18","27038","Ourol",1018,NA,1,9,NA,98.2318271119843,884.086444007859
"2021-02-18","27062","Triacastela",641,NA,1,9,NA,156.00624024961,1404.05616224649
"2021-02-18","32068","Ramirás",1584,0,NA,NA,0,NA,NA
"2021-02-18","15086","Trazo",3113,17,NA,NA,546.097012528108,NA,NA
"2021-02-18","27060","Taboada",2756,14,NA,NA,507.982583454282,NA,NA
"2021-02-18","36047","Rodeiro",2437,NA,1,9,NA,41.0340582683627,369.306524415265
"2021-02-18","36024","Lalín",20218,49,NA,NA,242.35829458898,NA,NA
