"fecha","codigo_municipio","municipio","habitantes","casos_14d","casos_14d_min","casos_14d_max","IA14","IA14_min","IA14_max"
"2021-02-14","15002","Ames",31793,72,NA,NA,226.464945113704,NA,NA
"2021-02-14","27006","Becerreá",2818,NA,1,9,NA,35.486160397445,319.375443577005
"2021-02-14","15038","Frades",2339,11,NA,NA,470.286447199658,NA,NA
"2021-02-14","27052","Ribas de Sil",947,NA,1,9,NA,105.596620908131,950.369588173178
"2021-02-14","36030","Mondariz",4440,26,NA,NA,585.585585585586,NA,NA
"2021-02-14","36044","Pontecesures",3052,24,NA,NA,786.369593709043,NA,NA
"2021-02-14","36015","Cuntis",4677,22,NA,NA,470.387000213812,NA,NA
"2021-02-14","27051","Ribadeo",9854,NA,1,9,NA,10.148163182464,91.3334686421758
"2021-02-14","32091","Vilardevós",1846,NA,1,9,NA,54.1711809317443,487.540628385699
"2021-02-14","36009","A Cañiza",5180,25,NA,NA,482.625482625483,NA,NA
"2021-02-14","15042","Lousame",3338,NA,1,9,NA,29.9580587177951,269.622528460156
"2021-02-14","32026","Coles",3050,10,NA,NA,327.868852459016,NA,NA
"2021-02-14","36902","Cerdedo-Cotobade",5699,33,NA,NA,579.048955957185,NA,NA
"2021-02-14","36027","Meaño",5272,31,NA,NA,588.012139605463,NA,NA
"2021-02-14","32012","Os Blancos",766,NA,1,9,NA,130.548302872063,1174.93472584856
"2021-02-14","32035","O Irixo",1466,NA,1,9,NA,68.212824010914,613.915416098227
"2021-02-14","15021","Carral",6408,33,NA,NA,514.98127340824,NA,NA
"2021-02-14","15082","Teo",18579,45,NA,NA,242.208945583724,NA,NA
"2021-02-14","32084","Verea",943,NA,1,9,NA,106.044538706257,954.40084835631
"2021-02-14","27019","Foz",9980,NA,1,9,NA,10.0200400801603,90.1803607214429
"2021-02-14","32069","Ribadavia",5024,13,NA,NA,258.757961783439,NA,NA
"2021-02-14","15049","Moeche",1226,26,NA,NA,2120.71778140294,NA,NA
"2021-02-14","32061","Piñor",1176,0,NA,NA,0,NA,NA
"2021-02-14","32021","Castrelo do Val",984,NA,1,9,NA,101.626016260163,914.634146341463
"2021-02-14","27007","Begonte",3026,NA,1,9,NA,33.0469266358229,297.422339722406
"2021-02-14","36008","Cangas",26542,123,NA,NA,463.416472006631,NA,NA
