"fecha","codigo_municipio","municipio","habitantes","casos_14d","casos_14d_min","casos_14d_max","IA14","IA14_min","IA14_max"
"2021-01-18","15002","Ames",31793,150,NA,NA,471.801968986884,NA,NA
"2021-01-18","27006","Becerreá",2818,NA,1,9,NA,35.486160397445,319.375443577005
"2021-01-18","15038","Frades",2339,11,NA,NA,470.286447199658,NA,NA
"2021-01-18","27052","Ribas de Sil",947,NA,1,9,NA,105.596620908131,950.369588173178
"2021-01-18","36030","Mondariz",4440,45,NA,NA,1013.51351351351,NA,NA
"2021-01-18","36044","Pontecesures",3052,75,NA,NA,2457.40498034076,NA,NA
"2021-01-18","36015","Cuntis",4677,34,NA,NA,726.961727603164,NA,NA
"2021-01-18","27051","Ribadeo",9854,18,NA,NA,182.666937284352,NA,NA
"2021-01-18","32091","Vilardevós",1846,10,NA,NA,541.711809317443,NA,NA
"2021-01-18","36009","A Cañiza",5180,65,NA,NA,1254.82625482625,NA,NA
"2021-01-18","15042","Lousame",3338,23,NA,NA,689.035350509287,NA,NA
"2021-01-18","32026","Coles",3050,33,NA,NA,1081.96721311475,NA,NA
"2021-01-18","36902","Cerdedo-Cotobade",5699,NA,1,9,NA,17.5469380593087,157.922442533778
"2021-01-18","36027","Meaño",5272,13,NA,NA,246.585735963581,NA,NA
"2021-01-18","32012","Os Blancos",766,NA,1,9,NA,130.548302872063,1174.93472584856
"2021-01-18","32035","O Irixo",1466,NA,1,9,NA,68.212824010914,613.915416098227
"2021-01-18","15021","Carral",6408,27,NA,NA,421.348314606742,NA,NA
"2021-01-18","15082","Teo",18579,52,NA,NA,279.885892674525,NA,NA
"2021-01-18","32084","Verea",943,0,NA,NA,0,NA,NA
"2021-01-18","27019","Foz",9980,NA,1,9,NA,10.0200400801603,90.1803607214429
"2021-01-18","32069","Ribadavia",5024,47,NA,NA,935.509554140127,NA,NA
"2021-01-18","15049","Moeche",1226,20,NA,NA,1631.32137030995,NA,NA
"2021-01-18","32061","Piñor",1176,0,NA,NA,0,NA,NA
"2021-01-18","32021","Castrelo do Val",984,NA,1,9,NA,101.626016260163,914.634146341463
"2021-01-18","27007","Begonte",3026,NA,1,9,NA,33.0469266358229,297.422339722406
"2021-01-18","36008","Cangas",26542,55,NA,NA,207.218747645241,NA,NA
"2021-01-18","15091","Vilarmaior",1226,NA,1,9,NA,81.5660685154976,734.094616639478
"2021-01-18","36034","As Neves",3841,16,NA,NA,416.558187971882,NA,NA
"2021-01-18","27020","Friol",3744,NA,1,9,NA,26.7094017094017,240.384615384615
"2021-01-18","32072","A Rúa",4314,NA,1,9,NA,23.1803430690774,208.623087621697
"2021-01-18","32082","Trasmiras",1286,21,NA,NA,1632.97045101089,NA,NA
"2021-01-18","15081","As Somozas",1098,NA,1,9,NA,91.0746812386157,819.672131147541
"2021-01-18","15083","Toques",1124,NA,1,9,NA,88.9679715302491,800.711743772242
