"Fecha","area_sanitaria","Concello","positivos","aulas_cerradas","centro_cerrado","Nome","Código","Enderezo","Provincia","Cód..postal","Teléfono","Tipo.de.centro","COORDENADA_X","COORDENADA_Y","TITULARIDADE","ENSINO_CONCERTADO","DEPENDENTE"
"2020-09-22","Santiago","BRIÓN",3,"0","no","CEIP Plurilingüe de Pedrouzos",15001847,"Paseo Pedrouzos s/n","A Coruña",15865,"881866078","CEIP",42.862,-8.677074,"Pública","Non","Si"
"2020-09-23","Santiago","BRIÓN",3,"0","no","CEIP Plurilingüe de Pedrouzos",15001847,"Paseo Pedrouzos s/n","A Coruña",15865,"881866078","CEIP",42.862,-8.677074,"Pública","Non","Si"
"2020-09-22","Coruña","CABANAS",1,"0","no","CEIP Plurilingüe Eladia Mariño",15002025,"Rúa Barreiro 10","A Coruña",15622,"981431848","CEIP",43.425827,-8.172353,"Pública","Non","Si"
"2020-09-22","Coruña","CEE",1,"0","no","CEIP Plurilingüe Eugenio López",15003248,"Rúa DA ESCOLA (ESCABANAS) 9","A Coruña",15270,"881880455","CEIP",42.958527,-9.191995,"Pública","Non","Si"
"2020-09-23","Coruña","CEE",2,"0","no","CEIP Plurilingüe Eugenio López",15003248,"Rúa DA ESCOLA (ESCABANAS) 9","A Coruña",15270,"881880455","CEIP",42.958527,-9.191995,"Pública","Non","Si"
"2020-09-19","Ourense","OURENSE",1,"0","no","CEIP Plurilingüe Irmáns Villar",32008801,"Rúa R/ PEÑA TREVINCA 41","Ourense",32005,"988788585","CEIP",42.3312,-7.861619,"Pública","Non","Si"
"2020-09-22","Ourense","OURENSE",1,"0","no","CEIP Plurilingüe Irmáns Villar",32008801,"Rúa R/ PEÑA TREVINCA 41","Ourense",32005,"988788585","CEIP",42.3312,-7.861619,"Pública","Non","Si"
"2020-09-23","Ourense","OURENSE",3,"0","no","CEIP Plurilingüe Irmáns Villar",32008801,"Rúa R/ PEÑA TREVINCA 41","Ourense",32005,"988788585","CEIP",42.3312,-7.861619,"Pública","Non","Si"
"2020-09-19","Vigo","VIGO",1,"0","no","CEIP Plurilingüe Lope de Vega",36010538,"Rúa Emilia Pardo Bazán 119","Pontevedra",36214,"886111165","CEIP",42.202343,-8.707489,"Pública","Non","Si"
"2020-09-22","Vigo","VIGO",1,"0","no","CEIP Plurilingüe Lope de Vega",36010538,"Rúa Emilia Pardo Bazán 119","Pontevedra",36214,"886111165","CEIP",42.202343,-8.707489,"Pública","Non","Si"
"2020-09-23","Vigo","VIGO",1,"1","no","CEIP Plurilingüe Lope de Vega",36010538,"Rúa Emilia Pardo Bazán 119","Pontevedra",36214,"886111165","CEIP",42.202343,-8.707489,"Pública","Non","Si"
"2020-09-22","Coruña","A CORUÑA",1,"0","no","CEIP Plurilingüe María Barbeito e Cervino",15019311,"Alcal.Salorio Suarez 28","A Coruña",15010,"981262612","CEIP",43.359566,-8.42521,"Pública","Non","Si"
"2020-09-23","Coruña","A CORUÑA",1,"0","no","CEIP Plurilingüe María Barbeito e Cervino",15019311,"Alcal.Salorio Suarez 28","A Coruña",15010,"981262612","CEIP",43.359566,-8.42521,"Pública","Non","Si"
"2020-09-19","Vigo","REDONDELA",2,"2","no","CEIP Plurilingüe Outeiro das Penas",36007643,"Estrada de Cesantes 22","Pontevedra",36693,"886120381","CEIP",42.307957,-8.605526,"Pública","Non","Si"
"2020-09-22","Vigo","REDONDELA",2,"2","no","CEIP Plurilingüe Outeiro das Penas",36007643,"Estrada de Cesantes 22","Pontevedra",36693,"886120381","CEIP",42.307957,-8.605526,"Pública","Non","Si"
"2020-09-23","Vigo","REDONDELA",1,"2","no","CEIP Plurilingüe Outeiro das Penas",36007643,"Estrada de Cesantes 22","Pontevedra",36693,"886120381","CEIP",42.307957,-8.605526,"Pública","Non","Si"
"2020-09-22","Vigo","MOS",1,"0","no","CEIP Plurilingüe Pena de Francia",36013564,"A Igrexa","Pontevedra",36416,"886110323","CEIP",42.208824,-8.644734,"Pública","Non","Si"
"2020-09-23","Vigo","MOS",1,"1","no","CEIP Plurilingüe Pena de Francia",36013564,"A Igrexa","Pontevedra",36416,"886110323","CEIP",42.208824,-8.644734,"Pública","Non","Si"
"2020-09-22","Vigo","VIGO",2,"2","no","CEIP Plurilingüe Pintor Laxeiro",36018185,"Rúa Federico Garcia Lorca 18","Pontevedra",36210,"886120137","CEIP",42.218636,-8.73782,"Pública","Non","Si"
"2020-09-23","Vigo","VIGO",2,"2","no","CEIP Plurilingüe Pintor Laxeiro",36018185,"Rúa Federico Garcia Lorca 18","Pontevedra",36210,"886120137","CEIP",42.218636,-8.73782,"Pública","Non","Si"
"2020-09-22","Pontevedra","PONTEVEDRA",1,"0","no","CEIP Plurilingüe San Benito de Lérez",36006134,"Lugar O Cruceiro 57","Pontevedra",36156,"886151564","CEIP",42.45238,-8.63143,"Pública","Non","Si"
"2020-09-23","Pontevedra","PONTEVEDRA",1,"0","no","CEIP Plurilingüe San Benito de Lérez",36006134,"Lugar O Cruceiro 57","Pontevedra",36156,"886151564","CEIP",42.45238,-8.63143,"Pública","Non","Si"
"2020-09-19","Coruña","ARTEIXO",1,"0","no","CEIP Ponte dos Brozos",15000363,"Avenida Arsenio Iglesias, 34 (Sabon)","A Coruña",15142,"881960506","CEIP",43.30694,-8.510333,"Pública","Non","Si"
"2020-09-22","Coruña","ARTEIXO",1,"0","no","CEIP Ponte dos Brozos",15000363,"Avenida Arsenio Iglesias, 34 (Sabon)","A Coruña",15142,"881960506","CEIP",43.30694,-8.510333,"Pública","Non","Si"
"2020-09-23","Coruña","ARTEIXO",1,"0","no","CEIP Ponte dos Brozos",15000363,"Avenida Arsenio Iglesias, 34 (Sabon)","A Coruña",15142,"881960506","CEIP",43.30694,-8.510333,"Pública","Non","Si"
"2020-09-19","Pontevedra","PONTEVEDRA",2,"2","no","CEIP Praza de Barcelos",36017661,"Praza de Barcelos 26","Pontevedra",36002,"886151567","CEIP",42.431324,-8.641358,"Pública","Non","Si"
"2020-09-22","Pontevedra","PONTEVEDRA",2,"2","no","CEIP Praza de Barcelos",36017661,"Praza de Barcelos 26","Pontevedra",36002,"886151567","CEIP",42.431324,-8.641358,"Pública","Non","Si"
"2020-09-23","Pontevedra","PONTEVEDRA",3,"2","no","CEIP Praza de Barcelos",36017661,"Praza de Barcelos 26","Pontevedra",36002,"886151567","CEIP",42.431324,-8.641358,"Pública","Non","Si"
"2020-09-19","Coruña","A CORUÑA",2,"2","no","CEIP Ramón de la Sagra",15005521,"Ronda de Camilo Jose Cela 4","A Coruña",15008,"981280208","CEIP",43.3461,-8.404605,"Pública","Non","Si"
"2020-09-22","Coruña","A CORUÑA",2,"1","no","CEIP Ramón de la Sagra",15005521,"Ronda de Camilo Jose Cela 4","A Coruña",15008,"981280208","CEIP",43.3461,-8.404605,"Pública","Non","Si"
"2020-09-23","Coruña","A CORUÑA",2,"2","no","CEIP Ramón de la Sagra",15005521,"Ronda de Camilo Jose Cela 4","A Coruña",15008,"981280208","CEIP",43.3461,-8.404605,"Pública","Non","Si"
"2020-09-19","Lugo","O INCIO",1,"0","no","CEIP Ricardo Gasset",27005469,"Est. de Foilebar, s/n (A Cruz do Incio)","Lugo",27346,"982870605","CEIP",42.65747,-7.3593736,"Pública","Non","Si"
"2020-09-22","Lugo","O INCIO",1,"0","no","CEIP Ricardo Gasset",27005469,"Est. de Foilebar, s/n (A Cruz do Incio)","Lugo",27346,"982870605","CEIP",42.65747,-7.3593736,"Pública","Non","Si"
"2020-09-23","Lugo","O INCIO",1,"0","no","CEIP Ricardo Gasset",27005469,"Est. de Foilebar, s/n (A Cruz do Incio)","Lugo",27346,"982870605","CEIP",42.65747,-7.3593736,"Pública","Non","Si"
"2020-09-19","Coruña","A CORUÑA",1,"1","no","CEIP Rosalía de Castro",15005361,"Rúa Rio Avia s/n","A Coruña",15007,"881960245","CEIP",43.35846,-8.413183,"Pública","Non","Si"
"2020-09-22","Coruña","A CORUÑA",1,"1","no","CEIP Rosalía de Castro",15005361,"Rúa Rio Avia s/n","A Coruña",15007,"881960245","CEIP",43.35846,-8.413183,"Pública","Non","Si"
"2020-09-23","Coruña","A CORUÑA",1,"1","no","CEIP Rosalía de Castro",15005361,"Rúa Rio Avia s/n","A Coruña",15007,"881960245","CEIP",43.35846,-8.413183,"Pública","Non","Si"
"2020-09-19","Santiago","PADRÓN",3,"1","no","CEIP Rosalía de Castro",15012717,"Rúa Santiaguiño s/n","A Coruña",15900,"881866253","CEIP",42.742836,-8.665976,"Pública","Non","Si"
"2020-09-22","Santiago","PADRÓN",2,"1","no","CEIP Rosalía de Castro",15012717,"Rúa Santiaguiño s/n","A Coruña",15900,"881866253","CEIP",42.742836,-8.665976,"Pública","Non","Si"
"2020-09-23","Santiago","PADRÓN",2,"1","no","CEIP Rosalía de Castro",15012717,"Rúa Santiaguiño s/n","A Coruña",15900,"881866253","CEIP",42.742836,-8.665976,"Pública","Non","Si"
"2020-09-19","Coruña","CAMBRE",1,"0","no","CEIP Wenceslao Fernández Flórez",15002165,"Rúa Wenceslao Fernández Flórez 16","A Coruña",15660,"881880320","CEIP",43.291714,-8.345978,"Pública","Non","Si"
"2020-09-22","Coruña","CAMBRE",1,"0","no","CEIP Wenceslao Fernández Flórez",15002165,"Rúa Wenceslao Fernández Flórez 16","A Coruña",15660,"881880320","CEIP",43.291714,-8.345978,"Pública","Non","Si"
"2020-09-23","Coruña","CAMBRE",1,"0","no","CEIP Wenceslao Fernández Flórez",15002165,"Rúa Wenceslao Fernández Flórez 16","A Coruña",15660,"881880320","CEIP",43.291714,-8.345978,"Pública","Non","Si"
"2020-09-22","Santiago","LALÍN",1,"0","no","CEIP Xesús Golmar",36004101,"Rúa E 9","Pontevedra",36500,"886151272","CEIP",42.66354,-8.106633,"Pública","Non","Si"
"2020-09-23","Santiago","LALÍN",1,"0","no","CEIP Xesús Golmar",36004101,"Rúa E 9","Pontevedra",36500,"886151272","CEIP",42.66354,-8.106633,"Pública","Non","Si"
"2020-09-19","Lugo","CHANTADA",1,"0","no","CEIP Xoán de Requeixo",27003126,"Rúa Uxío Novoneyra s/n","Lugo",27500,"982828138","CEIP",42.61248,-7.7744727,"Pública","Non","Si"
"2020-09-22","Lugo","CHANTADA",1,"0","no","CEIP Xoán de Requeixo",27003126,"Rúa Uxío Novoneyra s/n","Lugo",27500,"982828138","CEIP",42.61248,-7.7744727,"Pública","Non","Si"
"2020-09-23","Lugo","CHANTADA",1,"0","no","CEIP Xoán de Requeixo",27003126,"Rúa Uxío Novoneyra s/n","Lugo",27500,"982828138","CEIP",42.61248,-7.7744727,"Pública","Non","Si"
"2020-09-22","Vigo","TOMIÑO",1,"0","no","CEP Plurilingüe Pedro Caselles Beltrán",36009524,"Estrada O Mosteiro","Pontevedra",36740,"886110738","CEP",41.98758,-8.749735,"Pública","Non","Si"
"2020-09-23","Vigo","TOMIÑO",1,"1","no","CEP Plurilingüe Pedro Caselles Beltrán",36009524,"Estrada O Mosteiro","Pontevedra",36740,"886110738","CEP",41.98758,-8.749735,"Pública","Non","Si"
"2020-09-22","Vigo","PONTEAREAS",1,"0","no","CIFP A Granxa",36007552,"Rúa Areas, s/n (Apdo. 7)","Pontevedra",36860,"886120880","CIFP",42.18103,-8.5199175,"Pública","Non","Si"
"2020-09-23","Vigo","PONTEAREAS",1,"0","no","CIFP A Granxa",36007552,"Rúa Areas, s/n (Apdo. 7)","Pontevedra",36860,"886120880","CIFP",42.18103,-8.5199175,"Pública","Non","Si"
"2020-09-22","Coruña","A CORUÑA",1,"0","no","CIFP Ánxel Casal - Monte Alto",15022607,"Paseo Marítimo 47","A Coruña",15002,"881960122","CIFP",43.382893,-8.408693,"Pública","Non","Si"
"2020-09-23","Coruña","A CORUÑA",1,"0","no","CIFP Ánxel Casal - Monte Alto",15022607,"Paseo Marítimo 47","A Coruña",15002,"881960122","CIFP",43.382893,-8.408693,"Pública","Non","Si"
"2020-09-22","Santiago","SANTIAGO DE COMPOSTELA",2,"0","no","CIFP Compostela",15016000,"Lamas de Abade s/n","A Coruña",15702,"881866570","CIFP",42.859825,-8.535134,"Pública","Non","Si"
"2020-09-23","Santiago","SANTIAGO DE COMPOSTELA",2,"0","no","CIFP Compostela",15016000,"Lamas de Abade s/n","A Coruña",15702,"881866570","CIFP",42.859825,-8.535134,"Pública","Non","Si"
"2020-09-23","Ourense","OURENSE",1,"0","no","CIFP Santa María de Europa",32020744,"Praza da Lexión 16","Ourense",32002,"988788630","CIFP",42.33113,-7.873582,"Pública","Non","Non"
"2020-09-22","Ferrol","ARES",1,"0","no","CPI As Mirandas",15000338,"Avenida Celso Emilio Ferreiro 4","A Coruña",15624,"881930020","CPI",43.429363,-8.246173,"Pública","Non","Si"
"2020-09-23","Ferrol","ARES",1,"0","no","CPI As Mirandas",15000338,"Avenida Celso Emilio Ferreiro 4","A Coruña",15624,"881930020","CPI",43.429363,-8.246173,"Pública","Non","Si"
"2020-09-23","Pontevedra","MEIS",1,"0","no","CPI de Mosteiro-Meis",36004708,"Mosteiro","Pontevedra",36637,"886151379","CPI",42.518845,-8.705356,"Pública","Non","Si"
"2020-09-19","Ourense","PADRENDA",1,"1","no","CPI de Padrenda-Crespos",32015177,"Rúa San Roque de Crespos 29","Ourense",32226,"988685040","CPI",42.14032,-8.158364,"Pública","Non","Si"
"2020-09-22","Ourense","PADRENDA",1,"1","no","CPI de Padrenda-Crespos",32015177,"Rúa San Roque de Crespos 29","Ourense",32226,"988685040","CPI",42.14032,-8.158364,"Pública","Non","Si"
"2020-09-23","Ourense","PADRENDA",1,"1","no","CPI de Padrenda-Crespos",32015177,"Rúa San Roque de Crespos 29","Ourense",32226,"988685040","CPI",42.14032,-8.158364,"Pública","Non","Si"
"2020-09-22","Ferrol","NARÓN",1,"0","no","CPI do Feal",15010058,"Rúa Río Seco (O Feal) s/n","A Coruña",15572,"881938177","CPI",43.525887,-8.188328,"Pública","Non","Si"
"2020-09-23","Ferrol","NARÓN",1,"0","no","CPI do Feal",15010058,"Rúa Río Seco (O Feal) s/n","A Coruña",15572,"881938177","CPI",43.525887,-8.188328,"Pública","Non","Si"
"2020-09-19","Pontevedra","PORTAS",1,"0","no","CPI Domingo Fontán",36007035,"Rapeira 9","Pontevedra",36658,"886151632","CPI",42.579723,-8.655767,"Pública","Non","Si"
"2020-09-19","Lugo","FRIOL",1,"0","no","CPI Dr. López Suárez",27004635,"Praza de España s/n","Lugo",27220,"982828180","CPI",43.02973,-7.7901864,"Pública","Non","Si"
"2020-09-22","Lugo","FRIOL",1,"0","no","CPI Dr. López Suárez",27004635,"Praza de España s/n","Lugo",27220,"982828180","CPI",43.02973,-7.7901864,"Pública","Non","Si"
"2020-09-23","Lugo","FRIOL",1,"0","no","CPI Dr. López Suárez",27004635,"Praza de España s/n","Lugo",27220,"982828180","CPI",43.02973,-7.7901864,"Pública","Non","Si"
"2020-09-22","Pontevedra","CALDAS DE REIS",1,"0","no","CPI Plurilingüe Alfonso VII",36000405,"Rúa Jose Salgado 18","Pontevedra",36650,"886159005","CPI",42.60395,-8.637249,"Pública","Non","Si"
"2020-09-23","Pontevedra","CALDAS DE REIS",1,"0","no","CPI Plurilingüe Alfonso VII",36000405,"Rúa Jose Salgado 18","Pontevedra",36650,"886159005","CPI",42.60395,-8.637249,"Pública","Non","Si"
"2020-09-22","Santiago","TOURO",1,"0","no","CPI Plurilingüe de Fonte-Díaz",15017880,"Rúa Isabel II s/n","A Coruña",15822,"881867840","CPI",42.86715,-8.302834,"Pública","Non","Si"
"2020-09-23","Santiago","TOURO",1,"0","no","CPI Plurilingüe de Fonte-Díaz",15017880,"Rúa Isabel II s/n","A Coruña",15822,"881867840","CPI",42.86715,-8.302834,"Pública","Non","Si"
"2020-09-22","Coruña","CERCEDA",1,"0","no","CPI Plurilingüe O Cruce",15003376,"Campo da Feira","A Coruña",15185,"881880500","CPI",43.18873,-8.477755,"Pública","Non","Si"
"2020-09-23","Coruña","CERCEDA",1,"0","no","CPI Plurilingüe O Cruce",15003376,"Campo da Feira","A Coruña",15185,"881880500","CPI",43.18873,-8.477755,"Pública","Non","Si"
"2020-09-23","Lugo","PEDRAFITA DO CEBREIRO",1,"1","no","CPI Uxío Novoneira",27015967,"Estrada de Cervantes s/n","Lugo",27670,"982870633","CPI",42.728626,-7.0230327,"Pública","Non","Si"
"2020-09-22","Coruña","A CORUÑA",2,"0","no","CPR Afundación A Coruña",15005270,"Rúa Ribadavia 4","A Coruña",15007,"881963018","CPR",43.358734,-8.411273,"Privada","Si","Non"
"2020-09-23","Coruña","A CORUÑA",2,"0","no","CPR Afundación A Coruña",15005270,"Rúa Ribadavia 4","A Coruña",15007,"881963018","CPR",43.358734,-8.411273,"Privada","Si","Non"
"2020-09-19","Ferrol","NARÓN",1,"0","no","CPR Ayala",15010137,"Rúa Cristobal Colon 71","A Coruña",15407,"981380394","CPR",43.499924,-8.205451,"Privada","Si","Non"
"2020-09-22","Ferrol","NARÓN",1,"0","no","CPR Ayala",15010137,"Rúa Cristobal Colon 71","A Coruña",15407,"981380394","CPR",43.499924,-8.205451,"Privada","Si","Non"
"2020-09-23","Ferrol","NARÓN",1,"0","no","CPR Ayala",15010137,"Rúa Cristobal Colon 71","A Coruña",15407,"981380394","CPR",43.499924,-8.205451,"Privada","Si","Non"
"2020-09-19","Vigo","NIGRÁN",1,"0","no","CPR Estudio",36020155,"Rúa das Laxes 31","Pontevedra",36360,"986363224","CPR",42.161827,-8.765218,"Privada","Si","Non"
"2020-09-22","Vigo","NIGRÁN",1,"0","no","CPR Estudio",36020155,"Rúa das Laxes 31","Pontevedra",36360,"986363224","CPR",42.161827,-8.765218,"Privada","Si","Non"
"2020-09-23","Vigo","NIGRÁN",1,"0","no","CPR Estudio",36020155,"Rúa das Laxes 31","Pontevedra",36360,"986363224","CPR",42.161827,-8.765218,"Privada","Si","Non"
"2020-09-19","Lugo","LUGO",1,"1","no","CPR María Auxiliadora",27006243,"Avenida RAMÓN FERREIRO 30","Lugo",27002,"982284369","CPR",43.002914,-7.5525,"Privada","Si","Non"
"2020-09-19","Coruña","A CORUÑA",1,"0","no","CPR Obradoiro",15022498,"Rúa Obradoiro 49","A Coruña",15190,"981281888","CPR",43.318974,-8.425461,"Privada","Non","Non"
"2020-09-22","Coruña","A CORUÑA",1,"0","no","CPR Obradoiro",15022498,"Rúa Obradoiro 49","A Coruña",15190,"981281888","CPR",43.318974,-8.425461,"Privada","Non","Non"
"2020-09-23","Coruña","A CORUÑA",1,"0","no","CPR Obradoiro",15022498,"Rúa Obradoiro 49","A Coruña",15190,"981281888","CPR",43.318974,-8.425461,"Privada","Non","Non"
"2020-09-19","Vigo","VIGO",1,"0","no","CPR Plurilingüe Alba",36011531,"Esperanto 8","Pontevedra",36204,"986411810","CPR",42.232765,-8.710195,"Privada","Si","Non"
"2020-09-22","Vigo","VIGO",1,"0","no","CPR Plurilingüe Alba",36011531,"Esperanto 8","Pontevedra",36204,"986411810","CPR",42.232765,-8.710195,"Privada","Si","Non"
"2020-09-19","Coruña","CULLEREDO",1,"0","no","CPR Plurilingüe Andaina",15032157,"Rúa Aguaceiros 21","A Coruña",15174,"981138880","CPR",43.321484,-8.402848,"Privada","Si","Non"
"2020-09-22","Coruña","CULLEREDO",1,"0","no","CPR Plurilingüe Andaina",15032157,"Rúa Aguaceiros 21","A Coruña",15174,"981138880","CPR",43.321484,-8.402848,"Privada","Si","Non"
"2020-09-23","Coruña","CULLEREDO",1,"0","no","CPR Plurilingüe Andaina",15032157,"Rúa Aguaceiros 21","A Coruña",15174,"981138880","CPR",43.321484,-8.402848,"Privada","Si","Non"
"2020-09-23","Coruña","CARBALLO",1,"0","no","CPR Plurilingüe Artai",15002566,"Estrada RAZO Km 1,2","A Coruña",15100,"981703260","CPR",43.225136,-8.694483,"Privada","Si","Non"
"2020-09-19","Pontevedra","PONTEVEDRA",8,"Todas","si","CPR Plurilingüe Calasancio",36006641,"Rúa Blanco Porto 15","Pontevedra",36001,"986850941","CPR",42.428383,-8.639325,"Privada","Si","Non"
"2020-09-22","Pontevedra","PONTEVEDRA",6,"2","no","CPR Plurilingüe Calasancio",36006641,"Rúa Blanco Porto 15","Pontevedra",36001,"986850941","CPR",42.428383,-8.639325,"Privada","Si","Non"
"2020-09-23","Pontevedra","PONTEVEDRA",6,"2","no","CPR Plurilingüe Calasancio",36006641,"Rúa Blanco Porto 15","Pontevedra",36001,"986850941","CPR",42.428383,-8.639325,"Privada","Si","Non"
"2020-09-23","Santiago","SANTIAGO DE COMPOSTELA",1,"0","no","CPR Plurilingüe Compañía de María",15015378,"Rúa Enseñanza 3","A Coruña",15703,"981587500","CPR",42.878693,-8.541177,"Privada","Si","Non"
"2020-09-19","Coruña","A CORUÑA",1,"0","no","CPR Plurilingüe Cristo Rey",15004101,"Lugar Elviña 149","A Coruña",15009,"981287530","CPR",43.336304,-8.400436,"Privada","Si","Non"
"2020-09-22","Coruña","A CORUÑA",2,"0","no","CPR Plurilingüe Cristo Rey",15004101,"Lugar Elviña 149","A Coruña",15009,"981287530","CPR",43.336304,-8.400436,"Privada","Si","Non"
"2020-09-23","Coruña","A CORUÑA",1,"0","no","CPR Plurilingüe Cristo Rey",15004101,"Lugar Elviña 149","A Coruña",15009,"981287530","CPR",43.336304,-8.400436,"Privada","Si","Non"
"2020-09-19","Ourense","OURENSE",1,"0","no","CPR Plurilingüe Divina Pastora",32008525,"Rúa CARDENAL QUEVEDO 27","Ourense",32004,"988232232","CPR",42.342827,-7.8611684,"Privada","Si","Non"
"2020-09-22","Ourense","OURENSE",1,"0","no","CPR Plurilingüe Divina Pastora",32008525,"Rúa CARDENAL QUEVEDO 27","Ourense",32004,"988232232","CPR",42.342827,-7.8611684,"Privada","Si","Non"
"2020-09-23","Ourense","OURENSE",1,"0","no","CPR Plurilingüe Divina Pastora",32008525,"Rúa CARDENAL QUEVEDO 27","Ourense",32004,"988232232","CPR",42.342827,-7.8611684,"Privada","Si","Non"
"2020-09-22","Vigo","VIGO",1,"0","no","CPR Plurilingüe El Pilar",36011257,"Rúa Venezuela 20","Pontevedra",36203,"986420022","CPR",42.233284,-8.722195,"Privada","Si","Non"
"2020-09-23","Vigo","VIGO",1,"1","no","CPR Plurilingüe El Pilar",36011257,"Rúa Venezuela 20","Pontevedra",36203,"986420022","CPR",42.233284,-8.722195,"Privada","Si","Non"
"2020-09-19","Santiago","SANTIAGO DE COMPOSTELA",1,"0","no","CPR Plurilingüe Emma",15015482,"Rúa Virxe da Cerca, 15-16 15-16-17","A Coruña",15703,"981587112","CPR",42.8802,-8.54062,"Privada","Si","Non"
"2020-09-22","Santiago","SANTIAGO DE COMPOSTELA",1,"0","no","CPR Plurilingüe Emma",15015482,"Rúa Virxe da Cerca, 15-16 15-16-17","A Coruña",15703,"981587112","CPR",42.8802,-8.54062,"Privada","Si","Non"
"2020-09-23","Santiago","SANTIAGO DE COMPOSTELA",1,"0","no","CPR Plurilingüe Emma",15015482,"Rúa Virxe da Cerca, 15-16 15-16-17","A Coruña",15703,"981587112","CPR",42.8802,-8.54062,"Privada","Si","Non"
"2020-09-23","Vigo","VIGO",1,"0","no","CPR Plurilingüe Escuelas Nieto",36010356,"Avenida Ramon Nieto, 247 - Lavadores","Pontevedra",36205,"986372481","CPR",42.229668,-8.686559,"Privada","Si","Non"
"2020-09-19","Coruña","A CORUÑA",1,"0","no","CPR Plurilingüe Karbo",15004231,"Rúa Ramon Cabanillas, 2 - 1º","A Coruña",15007,"981236179","CPR",43.35214,-8.413227,"Privada","Si","Non"
"2020-09-19","Lugo","LUGO",2,"0","no","CPR Plurilingüe La Inmaculada",27006322,"Rúa Angel Lopez Perez 2","Lugo",27002,"982280392","CPR",43.008244,-7.555199,"Privada","Si","Non"
"2020-09-22","Lugo","LUGO",2,"0","no","CPR Plurilingüe La Inmaculada",27006322,"Rúa Angel Lopez Perez 2","Lugo",27002,"982280392","CPR",43.008244,-7.555199,"Privada","Si","Non"
"2020-09-23","Lugo","LUGO",2,"0","no","CPR Plurilingüe La Inmaculada",27006322,"Rúa Angel Lopez Perez 2","Lugo",27002,"982280392","CPR",43.008244,-7.555199,"Privada","Si","Non"
"2020-09-23","Pontevedra","MARÍN",1,"0","no","CPR Plurilingüe La Inmaculada",36004514,"Rúa A Estrada 8","Pontevedra",36900,"986881076","CPR",42.391724,-8.700197,"Privada","Si","Non"
"2020-09-23","Lugo","LUGO",1,"0","no","CPR Plurilingüe La Milagrosa",27006358,"Praza de Ferrol 21","Lugo",27001,"982242010","CPR",43.013874,-7.5576763,"Privada","Si","Non"
"2020-09-19","Vigo","MOS",1,"1","no","CPR Plurilingüe Lar",36005427,"Avenida Rebullón 21","Pontevedra",36416,"986487792","CPR",42.206463,-8.659827,"Privada","Si","Non"
"2020-09-22","Vigo","VIGO",1,"0","no","CPR Plurilingüe Las Acacias-Montecastelo",36025037,"Rúa Doctor Paz Pardo 84","Pontevedra",36214,"986412488","CPR",42.21279,-8.694459,"Privada","Si","Non"
"2020-09-23","Vigo","VIGO",1,"0","no","CPR Plurilingüe Las Acacias-Montecastelo",36025037,"Rúa Doctor Paz Pardo 84","Pontevedra",36214,"986412488","CPR",42.21279,-8.694459,"Privada","Si","Non"
"2020-09-22","Vigo","VIGO",1,"0","no","CPR Plurilingüe Losada",36011117,"Rúa Baixada o Capitan 31","Pontevedra",36214,"986272229","CPR",42.227867,-8.691854,"Privada","Si","Non"
"2020-09-23","Vigo","VIGO",1,"1","no","CPR Plurilingüe Losada",36011117,"Rúa Baixada o Capitan 31","Pontevedra",36214,"986272229","CPR",42.227867,-8.691854,"Privada","Si","Non"
"2020-09-19","Coruña","CEE",1,"0","no","CPR Plurilingüe Manuela Rial Mouzo",15003200,"Rúa da Mariña 7","A Coruña",15270,"981745078","CPR",42.95155,-9.1863785,"Privada","Si","Non"
"2020-09-22","Coruña","CEE",1,"0","no","CPR Plurilingüe Manuela Rial Mouzo",15003200,"Rúa da Mariña 7","A Coruña",15270,"981745078","CPR",42.95155,-9.1863785,"Privada","Si","Non"
"2020-09-23","Coruña","CEE",1,"0","no","CPR Plurilingüe Manuela Rial Mouzo",15003200,"Rúa da Mariña 7","A Coruña",15270,"981745078","CPR",42.95155,-9.1863785,"Privada","Si","Non"
"2020-09-23","Coruña","CEE",1,"0","no","CPR Plurilingüe Manuela Rial Mouzo",15003200,"Rúa da Mariña 7","A Coruña",15270,"981745078","CPR",42.95155,-9.1863785,"Privada","Si","Non"
"2020-09-22","Ourense","OURENSE",1,"0","no","CPR Plurilingüe María Auxiliadora",32008458,"Praza DE DON BOSCO 1","Ourense",32003,"988370537","CPR",42.34407,-7.8677344,"Privada","Si","Non"
"2020-09-23","Ourense","OURENSE",1,"1","no","CPR Plurilingüe María Auxiliadora",32008458,"Praza DE DON BOSCO 1","Ourense",32003,"988370537","CPR",42.34407,-7.8677344,"Privada","Si","Non"
"2020-09-19","Vigo","VIGO",2,"0","no","CPR Plurilingüe María Auxiliadora",36011142,"Rúa Venezuela 7","Pontevedra",36203,"986433855","CPR",42.23421,-8.723718,"Privada","Si","Non"
"2020-09-22","Vigo","VIGO",4,"0","no","CPR Plurilingüe María Auxiliadora",36011142,"Rúa Venezuela 7","Pontevedra",36203,"986433855","CPR",42.23421,-8.723718,"Privada","Si","Non"
"2020-09-23","Vigo","VIGO",4,"1","no","CPR Plurilingüe María Auxiliadora",36011142,"Rúa Venezuela 7","Pontevedra",36203,"986433855","CPR",42.23421,-8.723718,"Privada","Si","Non"
"2020-09-19","Ourense","VERÍN",1,"0","no","CPR Plurilingüe María Inmaculada",32013557,"Avenida de Portugal 59","Ourense",32600,"988410756","CPR",41.935524,-7.4381266,"Privada","Si","Non"
