Fecha,area_sanitaria,concello,tipo_centro,nombre_centro,positivos,aulas_cerradas,centro_cerrado
2020-09-29,Pontevedra,PONTEVEDRA,CEIP,de Cabanas,1,0,no
2020-09-29,Pontevedra,RIBADUMIA,CPI,Julia Becerra Malvar,1,0,no
2020-09-29,Pontevedra,SANXENXO,CEIP,de Noalla-Telleiro,1,0,no
2020-09-29,Pontevedra,SANXENXO,CEIP,Plurilingüe Nantes,1,0,no
2020-09-29,Pontevedra,SANXENXO,CEIP,Plurilingüe Cruceiro,1,1,no
2020-09-29,Pontevedra,VILAGARCÍA DE AROUSA,CPR,San Francisco,4,0,no
2020-09-29,Pontevedra,VILANOVA DE AROUSA,IES,A Basella,1,0,no
2020-09-29,Pontevedra,VILANOVA DE AROUSA,CEIP,Plurilingüe Xulio Camba,1,0,no
2020-09-29,Vigo,NIGRÁN,E.I.,Nigrán,1,1,no
2020-09-29,Vigo,VIGO,E.I.,Lacaba,1,1,no
2020-09-29,Vigo,A CAÑIZA,CPI,da Cañiza,1,0,no
2020-09-29,Vigo,A CAÑIZA,IES,da Cañiza,2,0,no
2020-09-29,Vigo,BAIONA,CEIP,Plurilingüe de Belesar,1,1,no
2020-09-29,Vigo,MOS,CEIP,Plurilingüe Pena de Francia,1,1,no
2020-09-29,Vigo,NIGRÁN,CEIP,Carlos Casares,1,1,no
2020-09-29,Vigo,NIGRÁN,IES,Escolas Proval,2,0,no
2020-09-29,Vigo,NIGRÁN,IES,Valmiñor,1,0,no
2020-09-29,Vigo,PONTEAREAS,CEIP,Feliciano Barrera,1,0,no
2020-09-29,Vigo,PONTEAREAS,CIFP,A Granxa,1,0,no
2020-09-29,Vigo,O PORRIÑO,CEEPR,Aceesca,3,2,no
2020-09-29,Vigo,TOMIÑO,IES,Antón Alonso Rios,1,0,no
2020-09-29,Vigo,TOMIÑO,CEP,Plurilingüe Pedro Caselles Beltrán,2,1,no
2020-09-29,Vigo,TOMIÑO,CEIP,de Sobrada,1,1,no
2020-09-29,Vigo,TUI,IES,Indalecio Pérez Tizón,1,0,no
2020-09-29,Vigo,TUI,CEIP,Plurilingüe Nº 1,1,0,no
2020-09-29,Vigo,TUI,CEIP,Plurilingüe Nº 2,2,1,no
2020-09-29,Vigo,VIGO,CPR,Plurilingüe Escuelas Nieto,1,0,no
2020-09-29,Vigo,VIGO,CIFP,Valentin Paz Andrade,1,0,no
2020-09-29,Vigo,VIGO,CIFP,Manuel Antonio,1,0,no
2020-09-29,Vigo,VIGO,CPR,Plurilingüe Barreiro,1,0,no
2020-09-29,Vigo,VIGO,IES,de Beade,1,0,no
2020-09-29,Vigo,VIGO,CEIP,Plurilingüe Pintor Laxeiro,1,2,no
2020-09-29,Vigo,VIGO,CPR,Plurilingüe El Pilar,1,1,no
2020-09-29,Vigo,VIGO,CPR,Plurilingüe Losada,1,1,no
2020-09-29,Vigo,VIGO,CPR,Plurilingüe Alborada,3,0,no
2020-09-29,Vigo,VIGO,CEIP,Plurilingüe A Doblada,1,0,no
2020-09-29,Vigo,VIGO,CPR,Plurilingüe Las Acacias-Montecastelo,1,0,no
2020-09-29,Vigo,VIGO,CPR,Plurilingüe Miralba,1,0,no
2020-09-29,Vigo,VIGO,CPR,Plurilingüe Mariano,1,1,no
2020-09-29,Vigo,VIGO,CPR,María Auxiliadora,4,1,no
2020-09-29,Vigo,VIGO,CEIP,Plurilingüe Lope de Vega,1,1,no
2020-09-29,Vigo,VIGO,EEI,Vila Laura,1,1,no
