Fecha,Ourense.domicilio,Ourense.hospitalizados_HPCHUO,Ourense.hospitalizados_Carmen,Ourense.hospitalizados_COSAGA,Ourense.hospitalizados_HPValdeorras,Ourense.hospitalizados_HPVerin,Ourense.uci_HPCHUO,Ourense.uci_COSAGA,Ourense.uci_Carmen,Ourense.PCR.acum,Ourense.serologicas.acum,Ourense.antigeno.acum,Ourense.no_pdia.acum
2020-03-11,,,,,,,,,,,,,
2020-03-12,,,,,,,,,,,,,
2020-03-13,,,,,,,,,,,,,
2020-03-14,,,,,,,,,,,,,
2020-03-15,25,2,1,0,0,0,0,0,0,,,,
2020-03-16,,,,,,,,,,,,,
2020-03-17,29,3,0,0,0,0,0,0,0,,,,
2020-03-18,29,5,0,0,0,0,1,0,0,,,,
2020-03-19,41,5,0,0,0,0,1,0,0,,,,
2020-03-20,54,9,0,0,0,0,1,0,0,,,,
2020-03-21,61,12,0,0,1,0,1,0,0,,,,
2020-03-22,73,17,0,1,2,0,1,1,0,,,,
2020-03-23,117,22,0,1,1,1,2,1,0,,,,
2020-03-24,124,25,0,1,1,1,2,1,0,,,,
2020-03-25,139,41,0,1,4,1,5,1,0,,,,
2020-03-26,168,54,0,1,6,3,9,1,0,,,,
2020-03-27,229,62,0,1,6,4,9,1,0,,,,
2020-03-28,292,68,0,1,7,4,9,1,0,,,,
2020-03-29,318,85,0,1,7,4,10,1,0,,,,
2020-03-30,372,93,0,1,8,5,10,1,0,,,,
2020-03-31,391,114,0,1,10,7,15,1,0,,,,
2020-04-01,428,115,0,1,10,7,15,1,0,,,,
2020-04-02,513,130,0,1,12,5,17,1,0,,,,
2020-04-03,524,145,2,2,13,8,17,1,0,,,,
2020-04-04,674,177,2,2,14,9,18,1,0,,,,
2020-04-05,728,168,1,0,15,9,18,0,0,,,,
2020-04-06,791,173,1,3,15,9,19,1,0,,,,
2020-04-07,782,186,1,2,19,9,21,1,0,,,,
2020-04-08,795,175,0,2,19,10,21,1,0,3928,,,
2020-04-09,831,179,0,2,18,11,21,1,0,4237,,,
2020-04-10,889,172,0,2,14,6,22,1,0,4848,,,
2020-04-11,947,183,0,2,17,6,23,1,0,5364,,,
2020-04-12,957,171,0,2,18,6,22,1,0,,,,
2020-04-13,986,153,0,2,19,6,22,1,0,,,,
2020-04-14,995,165,0,2,20,6,23,1,0,,,,
2020-04-15,988,183,0,1,20,6,22,0,0,7267,,,
2020-04-16,1000,176,0,2,20,6,21,1,0,8147,,,
2020-04-17,1029,159,0,1,21,6,19,0,0,8816,,,
2020-04-18,1017,155,0,1,19,8,19,0,0,9282,,,
2020-04-19,1047,162,0,1,17,7,18,0,0,9917,,,
2020-04-20,1056,162,0,1,17,7,17,0,0,10473,,,
2020-04-21,1105,163,0,1,17,7,16,0,0,10523,,,
2020-04-22,1110,165,0,1,18,7,16,0,0,11580,,,
2020-04-23,1126,163,0,1,14,7,16,0,0,12067,,,
2020-04-24,1133,151,0,1,9,8,15,0,0,12272,,,
2020-04-25,1149,134,0,2,7,6,15,1,0,13124,,,
2020-04-26,1153,142,0,1,7,4,14,0,0,13617,,,
2020-04-27,1171,141,0,3,6,4,14,0,0,14104,,,
2020-04-28,1171,143,0,3,6,4,14,0,0,14369,,,
2020-04-29,563,138,0,1,8,5,13,0,0,14899,,,
2020-04-30,596,98,0,1,9,3,3,0,0,15478,,,
2020-05-01,577,82,0,1,9,4,3,0,0,15882,,,
2020-05-02,553,72,0,1,4,2,3,0,0,16044,,,
2020-05-03,540,63,0,1,7,2,1,0,0,16166,,,
2020-05-04,514,74,0,1,6,2,1,0,0,16259,,,
2020-05-05,469,65,0,0,5,2,1,0,0,16387,,,
2020-05-06,400,57,0,0,4,1,3,0,0,16616,,,
2020-05-07,386,57,0,1,6,0,2,1,0,16779,,,
2020-05-08,363,61,0,0,7,1,2,0,0,16977,,,
2020-05-09,355,64,0,0,6,1,3,0,0,17116,,,
2020-05-10,341,62,0,0,3,1,3,0,0,17265,,,
2020-05-11,336,65,0,0,3,1,3,0,0,17353,,,
2020-05-12,306,52,0,0,3,1,3,0,0,17567,,,
2020-05-13,282,46,0,0,4,0,3,0,0,17728,,,
2020-05-14,275,42,0,0,4,0,3,0,0,17989,,,
2020-05-15,278,38,0,0,4,0,3,0,0,18169,,,
2020-05-16,242,30,0,0,5,0,3,0,0,18332,,,
2020-05-17,175,30,0,0,4,0,3,0,0,18518,,,
2020-05-18,173,30,0,0,4,0,3,0,0,18591,,,
2020-05-19,161,23,0,0,5,1,2,0,0,18689,,,
2020-05-20,147,19,0,0,5,0,2,0,0,18889,,,
2020-05-21,139,15,0,0,5,1,1,0,0,19033,,,
2020-05-22,125,10,0,0,5,1,1,0,0,19200,,,
2020-05-23,111,12,0,0,3,1,1,0,0,19326,,,
2020-05-24,108,13,0,0,2,1,1,0,0,19469,,,
2020-05-25,111,16,0,0,2,1,1,0,0,19546,,,
2020-05-26,105,13,0,0,2,1,1,0,0,19602,,,
2020-05-27,94,13,0,0,2,1,0,0,0,19785,,,
2020-05-28,86,5,0,0,2,1,0,0,0,19912,,,
2020-05-29,82,5,0,0,2,0,0,0,0,20050,,,
2020-05-30,75,6,0,0,1,0,0,0,0,20188,,,
2020-05-31,70,4,0,0,1,0,0,0,0,20318,,,
2020-06-01,70,4,0,0,1,0,0,0,0,20399,,,
2020-06-02,66,1,0,0,1,0,0,0,0,20482,,,
2020-06-03,59,1,0,0,0,0,0,0,0,20622,,,
2020-06-04,51,1,0,0,0,0,0,0,0,20748,,,
2020-06-05,50,1,0,0,0,0,0,0,0,20892,,,
2020-06-06,47,2,0,0,0,0,0,0,0,20969,,,
2020-06-07,42,2,0,0,0,0,0,0,0,21097,,,
2020-06-08,41,2,0,0,0,0,0,0,0,21195,,,
2020-06-09,35,2,0,0,0,0,0,0,0,21254,,,
2020-06-10,34,0,0,0,0,0,0,0,0,21431,,,
2020-06-11,31,0,0,0,0,0,0,0,0,21569,,,
2020-06-12,28,0,0,0,0,0,0,0,0,21705,,,
2020-06-13,28,0,0,0,0,0,0,0,0,21778,,,
2020-06-14,27,0,0,0,0,0,0,0,0,21935,,,
2020-06-15,26,0,0,0,0,0,0,0,0,22019,,,
2020-06-16,26,0,0,0,0,0,0,0,0,22084,,,
2020-06-17,25,0,0,0,0,0,0,0,0,22246,,,
2020-06-18,25,0,0,0,0,0,0,0,0,22368,,,
2020-06-19,24,0,0,0,0,0,0,0,0,22463,,,
2020-06-20,24,0,0,0,0,0,0,0,0,22563,,,
2020-06-21,24,0,0,0,0,0,0,0,0,22716,,,
2020-06-22,24,0,0,0,0,0,0,0,0,22813,,,
2020-06-23,21,0,0,0,0,0,0,0,0,22841,,,
2020-06-24,21,0,0,0,0,0,0,0,0,22995,,,
2020-06-25,22,0,0,0,0,0,0,0,0,23118,,,
2020-06-26,21,0,0,0,0,0,0,0,0,23513,,,
2020-06-27,22,0,0,0,0,0,0,0,0,23951,,,
2020-06-28,22,0,0,0,0,0,0,0,0,24355,,,
2020-06-29,22,0,0,0,0,0,0,0,0,24810,,,
2020-06-30,21,0,0,0,0,0,0,0,0,25328,,,
2020-07-01,20,0,0,0,0,0,0,0,0,25889,,,
2020-07-02,18,0,0,0,0,0,0,0,0,26349,,,
2020-07-03,17,0,0,0,0,0,0,0,0,26887,,,
2020-07-04,10,0,0,0,0,0,0,0,0,27208,,,
2020-07-05,3,0,0,0,0,0,0,0,0,27514,,,
2020-07-06,3,0,0,0,0,0,0,0,0,27570,,,
2020-07-07,3,0,0,0,0,0,0,0,0,28196,,,
2020-07-08,2,0,0,0,0,0,0,0,0,28460,,,
2020-07-09,1,0,0,0,0,0,0,0,0,29056,,,
2020-07-10,1,1,0,0,0,0,0,0,0,29811,,,
2020-07-11,4,1,0,0,0,0,0,0,0,30394,,,
2020-07-12,3,1,0,0,0,0,0,0,0,30995,,,
2020-07-13,3,1,0,0,0,0,0,0,0,31605,,,
2020-07-14,3,1,0,0,0,0,0,0,0,32226,,,
2020-07-15,3,1,0,0,0,0,0,0,0,33070,,,
2020-07-16,4,0,0,0,0,0,0,0,0,33848,,,
2020-07-17,4,0,0,0,0,0,0,0,0,34049,,,
2020-07-18,4,1,0,0,0,0,0,0,0,34168,,,
2020-07-19,4,1,0,0,0,0,0,0,0,34282,,,
2020-07-20,4,1,0,0,0,0,0,0,0,34362,,,
2020-07-21,4,1,0,0,0,0,0,0,0,34443,,,
2020-07-22,4,1,0,0,0,0,0,0,0,34628,,,
2020-07-23,3,1,0,0,0,0,0,0,0,34788,,,
2020-07-24,3,1,0,0,0,0,0,0,0,34869,,,
2020-07-25,5,1,0,0,0,0,0,0,0,35002,,,
2020-07-26,5,1,0,0,0,0,0,0,0,35108,,,
2020-07-27,6,1,0,0,0,0,0,0,0,35210,,,
2020-07-28,6,1,0,0,0,0,0,0,0,35275,,,
2020-07-29,5,1,0,0,0,0,0,0,0,35418,,,
2020-07-30,5,2,0,0,0,0,0,0,0,35549,,,
2020-07-31,11,4,0,0,0,0,0,0,0,35695,,,
2020-08-01,14,3,0,0,0,0,0,0,0,35851,,,
2020-08-02,15,3,0,0,0,0,0,0,0,36019,,,
2020-08-03,23,3,0,0,0,0,0,0,0,36092,,,
2020-08-04,25,3,0,0,0,0,0,0,0,36206,,,
2020-08-05,26,3,0,0,0,0,0,0,0,36369,,,
2020-08-06,29,3,0,0,0,0,0,0,0,36553,,,
2020-08-07,30,4,0,0,0,0,0,0,0,36722,,,
2020-08-08,34,3,0,0,0,0,0,0,0,36910,,,
2020-08-09,39,2,0,0,0,0,0,0,0,37063,,,
2020-08-10,44,2,0,0,0,0,0,0,0,37165,,,
2020-08-11,45,4,0,0,0,0,0,0,0,37318,,,
2020-08-12,51,3,0,0,0,0,0,0,0,37516,,,
2020-08-13,58,3,0,0,0,0,0,0,0,37727,,,
2020-08-14,71,2,0,0,0,0,0,0,0,38031,,,
2020-08-15,75,3,0,0,0,0,0,0,0,38237,,,
2020-08-16,91,3,0,0,0,0,0,0,0,38519,,,
2020-08-17,111,3,0,0,0,0,0,0,0,38712,,,
2020-08-18,127,4,0,0,0,0,0,0,0,38904,,,
2020-08-19,141,4,0,0,0,0,0,0,0,39225,,,
2020-08-20,150,7,0,0,0,0,1,0,0,39559,,,
2020-08-21,173,6,0,0,0,0,1,0,0,39855,,,
2020-08-22,189,6,0,0,0,0,1,0,0,40257,,,
2020-08-23,193,10,0,0,0,0,3,0,0,40460,,,
2020-08-24,200,12,0,0,0,0,3,0,0,40742,,,
2020-08-25,214,9,0,0,0,1,3,0,0,40892,,,
2020-08-26,231,10,0,0,0,1,2,0,0,41274,,,
2020-08-27,253,12,0,0,0,1,3,0,0,41695,,,
2020-08-28,275,16,0,0,0,1,3,0,0,42061,,,
2020-08-29,282,18,0,0,0,1,4,0,0,42552,,,
2020-08-30,306,13,0,0,0,1,4,0,0,43003,,,
2020-08-31,320,19,0,0,0,1,4,0,0,43434,,,
2020-09-01,321,21,0,0,0,1,4,0,0,43920,,,
2020-09-02,336,26,0,0,0,0,3,0,0,44339,,,
2020-09-03,356,30,0,0,0,0,4,0,0,44910,,,
2020-09-04,382,30,0,0,0,0,4,0,0,45299,,,
2020-09-05,387,30,0,0,0,0,5,0,0,45773,,,
2020-09-06,395,33,0,0,0,1,5,0,0,46258,,,
2020-09-07,423,35,0,0,0,1,5,0,0,46707,,,
2020-09-08,431,35,0,0,0,1,5,0,0,46872,,,
2020-09-09,430,30,0,0,0,2,5,0,0,47151,,,
2020-09-10,440,30,0,0,0,3,5,0,0,47635,,,
2020-09-11,425,34,0,0,0,5,5,0,0,48126,,,
2020-09-12,449,33,0,0,0,4,5,0,0,48655,,,
2020-09-13,436,34,0,0,0,3,5,0,0,49359,,,
2020-09-14,444,37,0,0,0,3,5,0,0,49874,,,
2020-09-15,461,38,0,0,0,4,4,0,0,50259,,,
2020-09-16,462,34,0,0,0,4,4,0,0,50676,,,
2020-09-17,465,32,0,0,0,6,4,0,0,51205,,,
2020-09-18,469,31,0,0,0,11,5,0,0,51687,,,
2020-09-19,468,32,0,0,0,9,5,0,0,52219,,,
2020-09-20,483,33,0,0,0,11,4,0,0,52734,,,
2020-09-21,495,35,0,0,1,11,5,0,0,53377,,,
2020-09-22,504,35,0,0,1,12,5,0,0,53834,,,
2020-09-23,545,43,0,0,1,13,6,0,0,54245,,,
2020-09-24,606,39,0,0,4,11,5,0,0,54900,,,
2020-09-25,612,44,0,0,3,9,5,0,0,55737,,,
2020-09-26,636,43,0,0,3,7,5,0,0,56549,,,
2020-09-27,672,43,0,0,5,8,5,0,0,57192,,,
2020-09-28,684,45,0,0,5,9,5,0,0,57651,,,
2020-09-29,692,48,0,0,5,11,6,0,0,58951,,,
2020-09-30,701,46,0,0,6,12,6,0,0,60056,,,
2020-10-01,725,54,0,1,5,14,8,1,0,61164,,,
2020-10-02,768,60,1,2,5,14,8,1,1,62045,,,
2020-10-03,818,54,1,1,5,12,7,0,1,62977,,,
2020-10-04,874,54,1,1,5,11,7,0,1,63695,,,
2020-10-05,964,57,0,1,4,11,7,0,0,64550,,,
2020-10-06,1008,60,0,2,4,10,8,0,0,65467,,,
2020-10-07,1051,58,0,0,5,9,9,0,0,66436,,,
2020-10-08,1076,59,1,0,4,8,8,0,1,67673,57905,,
2020-10-09,1284,54,1,0,3,9,8,0,1,68965,59169,,
2020-10-10,1409,54,1,0,2,8,9,0,1,70245,59641,,
2020-10-11,1416,55,0,0,1,10,10,0,0,71353,59893,,
2020-10-12,1435,66,0,1,1,11,10,1,0,72301,59931,,
2020-10-13,1484,72,0,1,1,9,10,1,0,73087,60073,,
2020-10-14,1518,75,0,1,1,10,11,0,0,74517,60490,,
2020-10-15,1494,83,1,1,2,11,11,0,1,75789,60965,,
2020-10-16,1496,90,1,1,3,10,12,0,1,77167,61417,,
2020-10-17,1509,87,1,1,3,9,11,0,1,78368,61548,,
2020-10-18,1466,98,1,1,3,8,12,0,1,79309,61552,,
2020-10-19,1398,104,1,1,4,8,13,0,1,80289,61556,,
2020-10-20,1356,108,2,0,4,9,13,0,2,80991,61877,,
2020-10-21,1369,111,2,1,3,8,14,0,2,82402,61911,,
2020-10-22,1369,108,1,1,3,7,14,0,1,83382,62064,,
2020-10-23,1338,101,1,0,3,6,12,0,1,84162,62196,,
2020-10-24,1212,96,1,0,3,7,11,0,1,85408,62236,,
2020-10-25,1196,92,1,0,3,7,12,0,1,86483,62266,,
2020-10-26,1290,87,1,1,3,8,14,0,1,87821,62305,,
2020-10-27,1316,92,1,1,5,8,15,0,1,88347,62393,,
2020-10-28,1317,81,1,1,6,8,15,0,1,89304,62446,,
2020-10-29,1309,81,1,1,8,7,15,1,1,90052,62512,,
2020-10-30,1304,73,1,1,9,6,17,1,1,91537,62614,,
2020-10-31,1312,70,1,1,9,4,18,1,1,92862,62681,,
2020-11-01,1184,73,1,2,9,7,15,1,1,94212,62725,,
2020-11-02,1203,78,0,2,9,7,15,1,0,95408,62756,,
2020-11-03,1174,80,0,2,8,8,17,1,0,95991,62872,,
2020-11-04,1108,85,0,2,9,7,17,0,0,96811,62935,,
2020-11-05,1050,86,0,2,9,5,15,0,0,97698,63016,,
2020-11-06,1024,89,0,2,10,6,16,0,0,98668,63157,,
2020-11-07,995,82,0,2,10,7,15,0,0,99451,63227,,
2020-11-08,978,87,0,2,7,8,16,0,0,100295,63256,,
2020-11-09,928,90,0,2,7,8,19,0,0,100753,63279,,
2020-11-10,918,88,0,2,7,6,15,0,0,101541,63354,,
2020-11-11,835,78,0,1,9,6,15,0,0,102385,63405,,
2020-11-12,788,77,0,0,10,5,15,0,0,103068,63429,,
2020-11-13,784,74,0,0,11,5,16,0,0,103576,63504,,
2020-11-14,772,70,0,0,10,4,14,0,0,104231,63574,,
2020-11-15,743,70,0,0,9,3,12,0,0,104839,63648,,
2020-11-16,723,76,0,0,9,4,12,0,0,105717,63672,,
2020-11-17,689,77,0,0,9,6,10,0,0,106892,63748,,
2020-11-18,661,74,0,0,10,4,10,0,0,107792,63855,,
2020-11-19,659,78,0,0,9,3,11,0,0,108689,63950,,
2020-11-20,633,76,0,0,8,3,10,0,0,109275,64061,,
2020-11-21,609,68,0,0,8,4,10,0,0,109930,64149,,
2020-11-22,586,66,0,0,7,5,10,0,0,110719,64209,,
2020-11-23,557,68,0,0,7,5,10,0,0,111262,64237,,
2020-11-24,551,64,0,0,8,4,9,0,0,111543,64306,,
2020-11-25,543,56,0,0,6,3,8,0,0,112286,64420,,
2020-11-26,510,56,0,0,5,3,8,0,0,112702,64502,,
2020-11-27,471,53,0,0,4,5,7,0,0,113189,64612,,
2020-11-28,446,55,0,0,5,4,8,0,0,113882,64703,,
2020-11-29,411,52,0,1,5,4,7,1,0,114648,64748,,
2020-11-30,399,51,0,0,5,3,7,0,0,115384,64778,,
2020-12-01,392,49,0,0,6,2,6,0,0,115739,64851,,
2020-12-02,389,38,0,0,7,2,6,0,0,116314,64944,,
2020-12-03,404,36,0,0,8,2,6,0,0,116635,65009,,
2020-12-04,391,38,0,0,5,2,6,0,0,117057,65080,,
2020-12-05,378,34,0,0,5,2,5,0,0,117423,65171,,
2020-12-06,360,34,0,0,5,3,5,0,0,118177,65231,,
2020-12-07,356,35,1,0,5,3,5,0,0,118898,65275,,
2020-12-08,341,30,0,0,5,1,3,0,0,119598,65354,,
2020-12-09,341,29,0,0,5,2,3,0,0,120257,65400,,
2020-12-10,327,29,0,0,6,2,3,0,0,121180,65480,,
2020-12-11,355,22,0,0,4,2,2,0,0,122070,65621,,
2020-12-12,371,26,0,0,4,2,2,0,0,122626,65754,,
2020-12-13,390,28,0,0,4,2,2,0,0,123121,65812,,
2020-12-14,415,29,0,0,5,3,1,0,0,123699,65876,,
2020-12-15,397,28,0,0,6,5,1,0,0,124836,65958,,
2020-12-16,411,26,0,0,6,5,2,0,0,125798,66077,,
2020-12-17,421,25,0,0,7,5,1,0,0,126461,66187,,
2020-12-18,442,24,0,0,8,6,2,0,0,127095,66330,,
2020-12-19,443,23,0,0,6,6,3,0,0,127827,66445,,
2020-12-20,435,25,0,0,6,4,3,0,0,128731,66496,,
2020-12-21,455,25,0,0,6,3,4,0,0,129829,66545,,
2020-12-22,485,25,0,0,6,3,4,0,0,130702,66687,,
2020-12-23,478,20,0,0,5,3,4,0,0,131359,66797,,
2020-12-24,491,22,2,0,5,2,4,0,0,132051,66920,,
2020-12-25,529,17,2,0,1,2,4,0,0,132831,67077,,
2020-12-26,535,18,2,0,1,2,3,0,0,133368,67117,,
2020-12-27,517,18,2,0,1,2,4,0,0,133619,67183,,
2020-12-28,499,21,2,0,1,2,4,0,0,134040,67234,,
2020-12-29,500,22,2,0,1,0,4,0,0,134691,67336,,
2020-12-30,520,24,0,0,1,0,3,0,0,135342,67470,,
2020-12-31,546,26,0,0,1,0,3,0,0,135753,67695,,
2021-01-01,577,22,0,0,1,0,2,0,0,136517,67852,,
2021-01-02,571,23,0,0,1,0,2,0,0,136922,67926,,
2021-01-03,579,26,0,0,0,0,3,0,0,137290,68012,,
2021-01-04,642,27,0,0,0,1,3,0,0,138003,68096,,
2021-01-05,658,26,1,0,0,3,2,0,0,138494,68234,,
2021-01-06,702,27,1,0,0,4,1,0,0,139315,68540,,
2021-01-07,730,29,1,0,0,4,2,0,0,140160,68633,,
2021-01-08,784,29,0,0,0,5,2,0,0,140922,68887,,
2021-01-09,823,30,0,0,0,3,3,0,0,142045,69256,,
2021-01-10,907,35,0,0,0,5,3,0,0,143165,69514,,
2021-01-11,995,39,0,0,0,6,3,0,0,144529,69623,,
2021-01-12,1092,41,0,0,1,6,4,0,0,145561,69872,,
2021-01-13,1184,39,0,1,1,7,4,0,0,146929,70172,,
2021-01-14,1295,45,1,1,1,5,7,0,0,148464,70434,,
2021-01-15,1396,54,1,1,0,7,9,0,0,150168,70807,,
2021-01-16,1536,61,1,1,0,6,9,0,0,151870,71394,,
2021-01-17,1657,73,1,0,0,8,7,0,0,153161,71701,,
2021-01-18,1732,85,1,0,1,11,6,0,0,154790,72237,,
2021-01-19,1847,97,1,1,2,12,8,0,0,156760,72739,,
2021-01-20,1994,94,1,2,3,13,10,0,0,158507,73220,,
2021-01-21,2127,100,2,2,5,15,10,0,0,160146,73641,,
2021-01-22,2284,105,2,2,6,14,10,0,0,161116,74248,,
2021-01-23,2427,121,1,2,3,14,12,0,0,162711,75051,,
2021-01-24,2536,132,1,1,4,17,12,0,0,164423,75520,,
2021-01-25,2593,146,1,1,4,16,12,0,0,166567,75859,,
2021-01-26,2690,153,1,1,5,16,12,0,0,168760,77304,,
2021-01-27,2794,162,1,1,6,16,14,0,0,170167,80324,,
2021-01-28,2777,164,2,2,6,17,14,0,0,171347,81041,,
2021-01-29,2799,166,1,2,6,15,12,0,0,173062,82186,,
2021-01-30,2781,160,1,2,6,13,14,0,0,174659,83435,,
2021-01-31,2765,161,2,2,6,13,13,0,0,176168,83816,,
2021-02-01,2685,174,2,1,7,14,13,0,0,177486,84223,,
2021-02-02,2677,173,2,1,7,14,13,0,0,179140,84832,,
2021-02-03,2625,167,1,0,9,13,14,0,0,180652,85394,,
2021-02-04,2559,149,0,0,9,13,15,0,0,181740,86155,,
2021-02-05,2406,147,0,1,11,13,18,0,0,182913,86979,,
2021-02-06,2247,138,0,2,8,14,17,0,0,184131,89063,,
2021-02-07,2069,148,0,3,10,10,18,0,0,185429,90682,,
2021-02-08,1915,157,0,3,11,10,20,0,0,187257,91322,,
2021-02-09,1820,148,0,3,12,8,20,0,0,189335,94053,,
2021-02-10,1720,143,2,3,13,5,18,0,0,191207,94496,,
2021-02-11,1541,137,2,1,13,5,18,0,0,193224,95006,,
2021-02-12,1414,137,2,1,10,5,18,0,0,194616,95557,,
2021-02-13,1310,108,2,2,7,6,13,0,0,195079,96254,,
2021-02-14,1191,103,2,2,8,6,12,1,0,195929,96524,,
2021-02-15,1099,101,2,2,8,5,14,1,0,196606,96742,,
2021-02-16,1002,93,0,2,8,4,15,1,0,197052,97273,,
2021-02-17,912,96,0,2,7,3,14,1,0,197677,97494,,
2021-02-18,831,91,0,2,8,3,12,1,0,198913,97923,,
2021-02-19,747,87,0,2,5,2,12,1,0,199849,98473,,
2021-02-20,645,62,0,2,2,2,7,1,0,200422,99025,,
2021-02-21,561,65,0,2,2,2,5,1,0,200924,99311,,
2021-02-22,505,67,0,2,2,2,5,1,0,201392,99512,,
2021-02-23,485,61,0,2,2,2,7,1,0,201805,99971,,
2021-02-24,445,56,0,1,1,6,7,1,0,202264,100269,,
2021-02-25,386,45,0,1,1,5,4,1,0,202746,100597,,
2021-02-26,337,42,0,1,1,5,4,1,0,203257,100933,,
2021-02-27,323,37,0,1,1,4,4,1,0,203899,101324,,
2021-02-28,285,33,0,0,0,4,3,0,0,204811,101678,,
2021-03-01,252,35,0,0,0,4,3,0,0,205164,102770,,
2021-03-02,242,33,0,0,0,5,3,0,0,205471,104477,,
2021-03-03,248,31,0,0,0,5,2,0,0,206013,104792,,
2021-03-04,241,31,0,0,0,5,2,0,0,206311,105108,,
2021-03-05,222,25,0,0,0,3,3,0,0,207256,105470,,
2021-03-06,215,25,1,0,0,3,2,0,0,207569,105935,,
2021-03-07,202,24,1,0,0,3,3,0,0,208562,106306,,
2021-03-08,194,27,1,0,0,3,4,0,0,208898,106636,,
2021-03-09,192,24,1,0,0,2,4,0,0,209149,106936,,
2021-03-10,182,23,1,0,0,2,4,0,0,209567,107329,,
2021-03-11,190,22,1,0,0,0,4,0,0,209995,107651,,
2021-03-12,175,23,1,0,0,0,4,0,0,210295,107945,,
2021-03-13,175,21,0,0,0,0,4,0,0,210964,108421,,
2021-03-14,169,21,0,0,0,0,3,0,0,211806,108762,,
2021-03-15,161,25,0,0,0,0,3,0,0,212155,109132,,
2021-03-16,161,20,0,0,0,0,2,0,0,212457,109621,,
2021-03-17,147,21,0,0,0,2,2,0,0,213068,110063,,
2021-03-18,136,18,0,0,0,1,2,0,0,213312,110348,,
2021-03-19,140,21,0,0,0,1,2,0,0,213732,110718,,
2021-03-20,135,23,0,0,0,1,2,0,0,214671,110913,,
2021-03-21,130,22,1,0,0,1,2,0,0,214839,111148,,
2021-03-22,127,24,1,0,0,1,2,0,0,215110,111629,,
2021-03-23,136,22,1,0,0,1,2,0,0,215388,112026,,
2021-03-24,135,24,1,0,0,0,2,0,0,215939,112293,,
2021-03-25,134,21,1,0,0,0,2,0,0,216313,112678,,
2021-03-26,132,17,1,0,0,0,2,0,0,216916,113036,,
2021-03-27,129,15,1,0,0,0,1,0,0,217334,113612,,
2021-03-28,114,17,1,0,0,0,1,0,0,217817,113842,,
2021-03-29,106,20,1,0,0,0,1,0,0,219052,113972,,
2021-03-30,109,21,1,0,0,0,2,0,0,219290,114336,,
2021-03-31,125,19,1,0,0,0,2,0,0,219734,114679,,
2021-04-01,124,18,0,0,0,0,1,0,0,220010,115149,,
2021-04-02,132,19,0,0,0,0,1,0,0,220738,115398,,
2021-04-03,124,20,0,0,0,0,1,0,0,221056,115580,,
2021-04-04,122,21,0,0,0,1,1,0,0,221290,115986,,
2021-04-05,123,21,0,0,0,2,1,0,0,221555,116202,,
2021-04-06,120,18,1,0,0,2,2,0,0,221678,116514,,
2021-04-07,118,19,0,0,0,2,2,0,0,222145,116805,,
2021-04-08,120,18,0,0,0,2,2,0,0,222616,117128,,
2021-04-09,133,15,0,0,0,1,2,0,0,222983,117452,,
2021-04-10,156,16,0,0,0,1,2,0,0,223414,117817,,
2021-04-11,156,19,0,0,0,1,2,0,0,223970,118076,,
2021-04-12,165,20,0,0,0,1,2,0,0,224727,118259,,
2021-04-13,167,17,0,0,0,1,3,0,0,225124,118579,,
2021-04-14,175,17,0,0,0,0,3,0,0,225924,118880,,
2021-04-15,187,18,0,0,0,0,3,0,0,226442,119211,,
2021-04-16,196,21,0,0,0,0,5,0,0,226868,119522,,
2021-04-17,204,20,0,0,0,0,6,0,0,227258,119975,,
2021-04-18,200,19,0,0,1,0,6,0,0,227671,120278,,
2021-04-19,205,20,0,0,1,0,6,0,0,229859,120547,,
2021-04-20,214,19,0,0,2,0,7,0,0,230354,121046,,
2021-04-21,219,24,0,0,2,0,8,0,0,231242,121387,,
2021-04-22,236,23,0,0,2,0,9,0,0,231825,121725,,
2021-04-23,236,26,0,0,0,1,10,0,0,232289,122105,,
2021-04-24,238,26,0,0,0,1,10,0,0,232802,122519,,
2021-04-25,226,28,0,0,0,1,11,0,0,233797,122787,,
2021-04-26,228,27,0,0,0,2,9,0,0,235297,123090,,
2021-04-27,232,30,0,0,0,2,9,0,0,235914,123460,,
2021-04-28,225,27,0,0,0,2,10,0,0,236350,123767,,
2021-04-29,233,29,0,0,0,2,11,0,0,236815,124097,,
2021-04-30,242,26,0,0,0,3,11,0,0,237412,124597,,
2021-05-01,241,24,0,0,0,2,10,0,0,238223,124996,,
2021-05-02,241,27,0,0,0,1,12,0,0,239110,125236,,
2021-05-03,239,27,0,0,0,0,9,0,0,241171,125493,,
2021-05-04,237,25,0,0,0,0,7,0,0,241578,125937,,
2021-05-05,254,25,0,0,0,0,8,0,0,242444,126300,,
2021-05-06,249,22,0,0,0,0,7,0,0,242827,126648,,
2021-05-07,253,19,0,0,0,0,7,0,0,243306,126997,,
2021-05-08,239,18,0,0,0,0,5,0,0,244105,127468,,
2021-05-09,235,18,0,0,0,0,5,0,0,244544,127736,,
2021-05-10,233,20,0,0,0,0,5,0,0,246315,127925,,
2021-05-11,230,16,0,0,0,0,3,0,0,246707,128357,,
2021-05-12,217,14,0,0,0,0,3,0,0,247192,128732,,
2021-05-13,211,14,0,0,0,0,3,0,0,247520,129057,,
2021-05-14,210,12,0,0,0,0,2,0,0,247970,129426,,
2021-05-15,199,12,0,0,0,0,2,0,0,248347,129854,,
