Fecha,Ourense.domicilio,Ourense.hospitalizados_HPCHUO,Ourense.hospitalizados_Carmen,Ourense.hospitalizados_COSAGA,Ourense.hospitalizados_HPValdeorras,Ourense.hospitalizados_HPVerin,Ourense.uci_HPCHUO,Ourense.uci_COSAGA,Ourense.uci_Carmen,Ourense.PCR.acum,Ourense.serologicas.acum,Ourense.antigeno.acum,Ourense.no_pdia.acum
2022-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-06-06,1084,49,0,1,3,0,2,0,0,528383,,295237,191996
2022-06-07,1083,53,0,0,2,0,2,0,0,528492,,295560,192095
2022-06-08,1092,53,0,1,0,3,2,1,0,528702,,295810,192156
2022-06-09,1166,49,0,1,0,3,1,0,0,528996,,296092,192221
2022-06-10,1224,51,1,1,0,3,1,0,0,529154,,296373,192300
2022-06-11,1220,55,1,1,0,3,1,0,0,529277,,296654,192389
2022-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-06-13,1179,64,1,1,0,2,1,0,0,529722,,296909,192505
2022-06-14,1190,65,2,1,1,2,1,0,0,529816,,297209,192594
2022-06-15,1202,63,2,1,2,2,1,0,0,530168,,297501,192679
2022-06-16,1267,68,0,1,3,1,2,0,0,530521,,297755,192759
2022-06-17,1369,62,0,1,2,1,2,0,0,530746,,298019,192860
2022-06-18,1381,68,0,1,2,1,2,0,0,530948,,298294,192936
2022-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-06-20,1266,71,0,1,2,1,1,0,0,531211,,298640,193025
2022-06-21,1283,68,0,0,1,1,1,0,0,531358,,299002,193120
2022-06-22,1315,66,0,0,1,2,1,0,0,531617,,299288,193208
2022-06-23,1399,61,0,0,2,2,1,0,0,531867,,299587,193312
2022-06-24,1497,50,0,0,2,1,1,0,0,532047,,299897,193411
2022-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-06-27,1339,60,0,0,3,5,1,0,0,532336,,300457,193635
2022-06-28,1371,72,0,1,6,4,2,0,0,532543,,300832,193782
2022-06-29,1469,74,1,1,5,4,2,0,0,532835,,301223,193916
2022-06-30,1659,68,1,1,5,3,3,0,0,533176,,301653,194042
2022-07-01,1816,81,1,0,4,3,4,0,0,533443,,302082,194183
2022-07-02,1880,92,1,0,4,2,3,0,0,533637,,302487,194319
2022-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-07-04,1823,105,1,0,5,3,2,0,0,533873,,302951,194483
2022-07-05,1905,115,1,0,6,4,3,0,0,534072,,303383,194610
2022-07-06,2058,128,1,1,4,6,6,0,0,534392,,303806,194827
2022-07-07,2224,132,1,1,5,6,5,0,0,534650,,304274,195004
2022-07-08,2362,141,1,1,7,4,4,0,0,534954,,304691,195141
2022-07-09,2374,138,0,1,6,6,3,0,0,535226,,305119,195268
2022-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-07-11,2030,154,0,1,7,7,4,0,0,535438,,305514,195377
2022-07-12,1943,155,0,2,7,10,5,0,0,535583,,305909,195497
2022-07-13,1861,154,0,2,9,10,4,0,0,535954,,306248,195580
2022-07-14,1864,143,0,2,8,9,4,0,0,536151,,306552,195666
2022-07-15,1890,145,0,2,7,5,4,0,0,536322,,306856,195742
2022-07-16,1769,127,0,2,5,4,5,0,0,536538,,307154,195818
2022-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-07-18,1365,128,0,2,5,4,8,0,0,536869,,307473,195907
2022-07-19,1220,124,0,2,5,2,6,0,0,537101,,307747,195964
2022-07-20,1118,114,0,1,5,2,4,0,0,537268,,307984,196013
2022-07-21,1126,104,0,1,6,2,4,0,0,537462,,308208,196062
2022-07-22,1163,90,0,1,5,1,3,0,0,537610,,308413,196117
2022-07-23,1041,76,0,1,6,0,3,0,0,537727,,308616,196171
2022-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-07-26,731,81,0,1,5,1,4,0,0,538103,,308985,196219
2022-07-27,667,79,0,1,3,1,6,0,0,538248,,309189,196260
2022-07-28,685,71,0,1,5,1,5,0,0,538464,,309388,196290
2022-07-29,695,70,0,0,5,0,2,0,0,538699,,309568,196323
2022-07-30,632,61,0,0,6,0,1,0,0,538816,,309732,196372
2022-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-01,498,59,0,0,7,1,1,0,0,538912,,309931,196420
2022-08-02,462,59,0,0,6,1,2,0,0,538973,,310096,196444
2022-08-03,452,51,0,0,7,1,3,0,0,539103,,310262,196456
2022-08-04,458,46,0,0,6,1,1,0,0,539209,,310434,196464
2022-08-05,454,40,0,0,5,1,1,0,0,539253,,310589,196507
2022-08-06,465,32,0,0,4,2,1,0,0,539435,,310751,196524
2022-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-08,340,34,0,0,6,1,2,0,0,539543,,310909,196536
2022-08-09,331,34,0,0,6,1,3,0,0,539705,,311058,196548
2022-08-10,320,35,0,0,5,1,3,0,0,539909,,311196,196564
2022-08-11,318,35,0,0,6,1,3,0,0,539990,,311330,196576
2022-08-12,350,28,0,0,4,0,3,0,0,540065,,311451,196592
2022-08-13,323,25,0,0,6,0,3,0,0,540114,,311565,196610
2022-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-16,234,26,0,0,5,0,3,0,0,540244,,311764,196634
2022-08-17,233,27,0,0,6,0,2,0,0,540373,,311888,196649
2022-08-18,243,21,0,0,6,1,2,0,0,540456,,312041,196662
2022-08-19,265,19,0,0,4,1,2,0,0,540506,,312175,196688
2022-08-20,265,17,0,0,3,1,2,0,0,540575,,312325,196710
2022-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-22,225,17,0,0,3,0,1,0,0,540663,,312505,196730
2022-08-23,228,17,0,0,4,0,1,0,0,540720,,312648,196743
2022-08-24,234,12,0,0,4,0,0,0,0,540802,,312781,196754
2022-08-25,245,11,0,0,3,0,0,0,0,540875,,312900,196762
2022-08-26,260,12,0,0,2,0,0,0,0,540920,,313052,196789
2022-08-27,287,12,0,0,3,1,0,0,0,540979,,313181,196810
2022-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-29,259,12,0,0,2,1,0,0,0,541068,,313327,196836
2022-08-30,250,15,0,0,3,1,0,0,0,541139,,313476,196847
2022-08-31,251,18,0,0,0,0,0,0,0,541195,,313616,196872
2022-09-01,270,17,0,0,0,0,0,0,0,541271,,313735,196896
2022-09-02,279,20,0,0,0,0,1,0,0,541342,,313851,196905
2022-09-03,285,18,0,0,0,0,1,0,0,541492,,313985,196924
2022-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-05,263,19,0,0,1,0,0,0,0,541578,,314129,196948
2022-09-06,268,20,0,0,1,0,0,0,0,541614,,314238,196965
2022-09-07,245,19,0,0,1,0,0,0,0,541666,,314337,196986
2022-09-08,266,20,0,0,1,0,0,0,0,541793,,314448,197003
2022-09-09,282,22,0,0,1,0,0,0,0,541858,,314549,197015
2022-09-10,277,22,0,0,1,1,0,0,0,541915,,314684,197030
2022-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-12,252,22,0,0,2,1,0,0,0,541971,,314816,197045
2022-09-13,263,26,0,0,2,1,1,0,0,542060,,314938,197066
2022-09-14,264,25,0,0,2,1,1,0,0,542133,,315062,197081
2022-09-15,289,24,0,0,2,1,1,0,0,542195,,315156,197094
2022-09-16,293,22,0,0,2,1,1,0,0,542239,,315287,197110
2022-09-17,290,20,0,0,1,1,1,0,0,542334,,315400,197138
2022-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-19,245,26,0,0,1,2,2,0,0,542407,,315529,197149
2022-09-20,252,24,0,0,1,1,2,0,0,542451,,315632,197160
2022-09-21,257,16,0,0,1,1,1,0,0,542580,,315753,197178
2022-09-22,252,16,0,0,0,3,0,0,0,542644,,315867,197189
2022-09-23,262,17,0,0,1,3,0,0,0,542703,,315986,197205
2022-09-24,260,19,0,0,2,3,0,0,0,542786,,316151,197211
2022-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-26,216,23,0,0,4,4,1,0,0,542851,,316262,197227
2022-09-27,207,19,0,0,5,4,1,0,0,542987,,316398,197239
2022-09-28,212,15,0,0,5,4,1,0,0,543091,,316540,197253
2022-09-29,216,14,0,0,5,4,1,0,0,543130,,316690,197270
2022-09-30,236,13,0,0,3,3,1,0,0,543188,,316830,197280
2022-10-01,227,15,0,0,3,1,1,0,0,543230,,316976,197303
2022-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-03,193,16,0,0,3,2,1,0,0,543266,,317115,197312
2022-10-04,205,12,0,0,2,2,1,0,0,543325,,317255,197334
2022-10-05,209,13,0,0,2,2,1,0,0,543383,,317426,197345
2022-10-06,233,16,0,0,1,3,1,0,0,543498,,317568,197353
2022-10-07,250,16,0,0,1,3,1,0,0,543538,,317700,197376
2022-10-08,277,14,0,0,1,4,1,0,0,543589,,317851,197399
2022-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-10,265,17,0,0,2,4,0,0,0,543640,,318034,197434
2022-10-11,295,15,0,0,2,3,0,0,0,543653,,318228,197462
2022-10-12,300,12,0,0,2,3,0,0,0,543771,,318403,197490
2022-10-13,314,14,0,0,2,3,1,0,0,543875,,318499,197505
2022-10-14,341,13,0,0,2,3,1,0,0,543894,,318676,197549
2022-10-15,343,10,0,0,0,1,1,0,0,543980,,318844,197588
2022-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-17,320,17,0,0,1,0,1,0,0,544070,,319030,197635
2022-10-18,323,15,0,0,1,2,1,0,0,544147,,319219,197684
2022-10-19,340,15,0,0,1,3,1,0,0,544230,,319387,197719
2022-10-20,367,15,0,0,2,3,0,0,0,544272,,319545,197753
2022-10-21,402,19,0,0,0,3,0,0,0,544360,,319701,197787
2022-10-22,384,25,0,0,0,3,1,0,0,544420,,319844,197828
2022-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-24,366,28,0,0,0,3,2,0,0,544493,,320022,197860
2022-10-25,349,29,0,0,0,3,2,0,0,544523,,320229,197898
2022-10-26,369,31,0,0,0,2,1,0,0,544664,,320431,197937
2022-10-27,360,36,0,0,0,1,1,0,0,544705,,320581,197980
2022-10-28,402,35,0,0,3,1,0,0,0,544804,,320738,198016
2022-10-29,398,36,0,0,2,1,0,0,0,545000,,320906,198042
2022-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-31,317,39,0,0,1,1,1,0,0,545075,,321081,198076
2022-11-01,298,40,0,0,1,1,0,0,0,545106,,321271,198110
2022-11-02,280,43,0,0,1,0,0,0,0,545154,,321367,198125
2022-11-03,325,39,0,0,1,0,0,0,0,545226,,321593,198153
2022-11-04,369,34,0,0,0,0,0,0,0,545312,,321789,198177
2022-11-05,363,31,0,0,0,0,1,0,0,545564,,321978,198219
2022-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-07,324,25,0,0,0,0,1,0,0,545663,,322166,198245
2022-11-08,325,26,0,0,0,0,1,0,0,545715,,322377,198273
2022-11-09,339,29,0,0,0,0,1,0,0,545830,,322609,198309
2022-11-10,372,25,0,0,0,0,0,0,0,545894,,322805,198330
2022-11-11,407,24,0,0,0,0,0,0,0,545970,,323027,198368
2022-11-12,400,24,0,0,0,0,0,0,0,546138,,323205,198397
2022-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-14,339,24,0,0,0,1,0,0,0,546276,,323389,198421
2022-11-15,340,27,0,0,2,1,0,0,0,546341,,323612,198458
2022-11-16,361,29,0,0,2,3,1,0,0,546459,,323820,198487
2022-11-17,386,29,0,0,2,3,1,0,0,546521,,324017,198503
2022-11-18,445,27,0,0,2,4,2,0,0,546697,,324224,198527
2022-11-19,436,28,0,0,2,4,1,0,0,546991,,324411,198531
2022-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-21,388,30,0,0,3,3,1,0,0,547168,,324626,198543
2022-11-22,369,26,0,0,4,3,1,0,0,547234,,324845,198570
2022-11-23,365,26,0,0,7,5,1,0,0,547331,,325049,198582
2022-11-24,377,26,0,0,6,7,1,0,0,547443,,325224,198596
2022-11-25,376,24,0,0,5,6,1,0,0,547525,,325361,198605
2022-11-26,364,20,0,0,5,5,0,0,0,547682,,325516,198618
2022-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,287,24,0,0,5,7,1,0,0,547943,,325732,198629
2022-11-29,240,27,0,0,1,7,2,0,0,547994,,325879,198642
2022-11-30,242,26,0,0,1,7,1,0,0,548179,,326053,198657
2022-12-01,257,21,0,0,2,7,1,0,0,548268,,326242,198668
2022-12-02,245,20,0,0,2,7,1,0,0,548331,,326349,198679
2022-12-03,242,17,0,0,2,7,2,0,0,548505,,326349,198689
2022-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-05,189,23,0,0,2,6,4,0,0,548593,,326349,198698
2022-12-06,168,21,0,0,1,2,4,0,0,548644,,326349,198712
2022-12-07,145,20,0,0,0,2,2,0,0,548713,,326349,198717
2022-12-08,203,24,0,0,0,3,0,0,0,548762,,327120,198731
2022-12-09,204,26,0,0,2,3,1,0,0,548816,,327224,198744
2022-12-10,200,24,0,0,2,3,0,0,0,548860,,327403,198758
2022-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-12,177,30,0,0,2,1,0,0,0,548956,,327663,198776
2022-12-13,196,26,0,0,1,1,0,0,0,549011,,327873,198808
2022-12-14,205,27,0,0,1,1,0,0,0,549108,,327937,198818
2022-12-15,257,32,0,0,1,1,1,0,0,549177,,328298,198833
2022-12-16,302,32,0,0,2,1,1,0,0,549239,,328522,198845
2022-12-17,338,23,0,0,2,1,1,0,0,549279,,328702,198856
2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-19,273,27,0,0,2,1,0,0,0,549369,,328905,198865
2022-12-20,290,25,0,0,2,1,0,0,0,549416,,329058,198877
2022-12-21,303,26,0,0,2,1,0,0,0,549493,,329229,198891
2022-12-22,305,28,0,0,2,1,1,0,0,549573,,329375,198906
2022-12-23,311,24,0,0,2,1,1,0,0,549653,,329517,198916
2022-12-24,298,21,0,0,1,2,1,0,0,549691,,329683,198929
2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-26,239,25,0,0,0,2,0,0,0,549768,,329841,198945
2022-12-27,204,28,0,0,0,2,2,0,0,549857,,330003,198951
2022-12-28,197,26,0,0,0,2,1,0,0,549919,,330156,198958
2022-12-29,213,26,0,0,1,0,1,0,0,549968,,330343,198969
2022-12-30,233,29,0,0,1,1,1,0,0,550050,,330517,198981
2022-12-31,240,21,0,0,1,1,0,0,0,550115,,330706,198990
2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-03,193,26,0,0,1,2,3,0,0,550255,,331046,199015
2023-01-04,179,27,0,0,1,2,3,0,0,550310,,331234,199023
2023-01-05,185,24,0,0,0,2,3,0,0,550353,,331404,199034
2023-01-06,190,30,0,0,0,0,3,0,0,550418,,331554,199038
2023-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-09,141,40,0,0,1,2,2,0,0,550536,,331861,199050
2023-01-10,132,35,0,0,0,2,2,0,0,550581,,332041,199066
2023-01-11,115,31,0,0,0,6,1,0,0,550659,,332192,199069
2023-01-12,125,28,0,0,0,6,1,0,0,550706,,332335,199072
2023-01-13,125,27,0,0,1,7,0,0,0,550753,,332469,199077
